>>swe<< Go.	Gå.
>>swe<< What's taking so long?	Vad är det som tar så lång tid?
>>swe<< What's taking so long?	Vad är det som tar en sådan tid?
>>swe<< What's that scar from?	Var har du fått det där ärret ifrån?
>>swe<< What's that scar from?	Var kommer det där ärret ifrån?
>>swe<< What's their location?	Var befinner de sig?
>>swe<< What's wrong with you?	Vad är det för fel på dig?
>>swe<< When did Tom say that?	När sa Tom det?
>>swe<< When did he come here?	När kom han hit?
>>swe<< When did you find out?	När fick du reda på det?
>>swe<< When did you get this?	När fick du den här?
>>swe<< When did you get this?	När fick ni den här?
>>swe<< When did you say that?	När sa du det?
>>swe<< When did you say that?	När sa ni det?
>>swe<< When did you say that?	När sa du det där?
>>swe<< When did you say that?	När sa ni det där?
>>swe<< When do you eat lunch?	När äter du lunch?
>>swe<< When do you eat lunch?	När äter ni lunch?
>>swe<< When does Tom need it?	När behöver Tom den?
>>swe<< When does Tom need it?	När behöver Tom det?
>>swe<< When is the paper due?	När ska uppsatsen lämnas in?
>>swe<< When is your birthday?	När är din födelsedag?
>>swe<< When will it be ready?	När blir det klart?
>>swe<< Where are you staying?	Var sover du?
>>swe<< Where did Tom find it?	Var hittade Tom den?
>>swe<< Where did Tom find it?	Var hittade Tom det?
>>swe<< Where did you grow up?	Var växte du upp?
>>swe<< Where did you grow up?	Var växte ni upp?
>>swe<< Where do you live now?	Var bor du nu?
>>swe<< Where do you live now?	Var bor ni nu?
>>swe<< Where is my newspaper?	Var är min tidning?
>>swe<< Where is the elevator?	Var är hissen?
>>swe<< Where is the entrance?	Var är ingången?
>>swe<< Where is the ship now?	Var är skeppet nu?
>>swe<< Where is your luggage?	Var är era bagage?
>>swe<< Where should I put it?	Var ska jag lägga den?
>>swe<< Where was Tom heading?	Vart var Tom på väg?
>>swe<< Where're Tom's things?	Var är Toms saker?
>>swe<< Where's the newspaper?	Var är tidningen?
>>swe<< Where's the newspaper?	Var ligger tidningen?
>>swe<< Where's your car, Tom?	Var är din bil, Tom?
>>swe<< Where's your car, Tom?	Var är er bil, Tom?
>>swe<< Where's your son, Tom?	Var är din son, Tom?
>>swe<< Which one did you buy?	Vilken köpte du?
>>swe<< Who am I talking with?	Vem talar jag med?
>>swe<< Who am I talking with?	Med vem talar jag?
>>swe<< Who are Tom's friends?	Vilka är Toms vänner?
>>swe<< Who cares about facts?	Vem bryr sig om fakta?
>>swe<< Who did you talk with?	Vilka pratade ni med?
>>swe<< Who did you talk with?	Vem pratade ni med?
>>swe<< Who did you talk with?	Vem pratade du med?
>>swe<< Who did you talk with?	Vilka pratade du med?
>>swe<< Who hasn't been there?	Vem har inte varit där?
>>swe<< Who invented bifocals?	Vem uppfann dubbelslipade glasögon?
>>swe<< Who ordered the pizza?	Vem beställde pizzan?
>>swe<< Who sold you this car?	Vem sålde dig den här bilen?
>>swe<< Who sold you this car?	Vem sålde den här bilen till dig?
>>swe<< Who stands to benefit?	Vem kommer att gynnas?
>>swe<< Who wrote this letter?	Vem skrev det här brevet?
>>swe<< Who'd want to kill me?	Vem skulle vilja döda mig?
>>swe<< Who's Tom living with?	Vem bor Tom med?
>>swe<< Who's Tom living with?	Vem bor Tom tillsammans med?
>>swe<< Who's allowed to vote?	Vem får rösta?
>>swe<< Who's getting married?	Vilka gifter sig?
>>swe<< Who's the best hunter?	Vem är den bästa jägaren?
>>swe<< Whose side are you on?	Vems sida är du på?
>>swe<< Whose side are you on?	På vems sida är du?
>>swe<< Whose side are you on?	På vems sida är ni?
>>swe<< Whose side are you on?	Vems sida är ni på?
>>swe<< Whose turn is it next?	Vem står näst på tur?
>>swe<< Why are we so divided?	Varför är vi så splittrade?
>>swe<< Why are we still here?	Varför är vi fortfarande här?
>>swe<< Why are we whispering?	Varför viskar vi?
>>swe<< Why are you asking me?	Varför frågar du mig?
>>swe<< Why are you asking me?	Varför frågar ni mig?
>>swe<< Why aren't you asleep?	Varför sover inte du?
>>swe<< Why aren't you asleep?	Varför sover inte ni?
>>swe<< Why aren't you asleep?	Varför sover du inte?
>>swe<< Why aren't you asleep?	Varför sover ni inte?
>>swe<< Why can't you help me?	Varför kan du inte hjälpa mig?
>>swe<< Why can't you help me?	Varför kan ni inte hjälpa mig?
>>swe<< Why can't you tell me?	Varför kan du inte berätta för mig?
>>swe<< Why can't you tell me?	Varför kan ni inte berätta för mig?
>>swe<< Why does Tom eat pork?	Varför äter Tom fläsk?
>>swe<< Why does Tom hate you?	Varför hatar Tom dig?
>>swe<< Why does Tom hate you?	Varför hatar Tom er?
>>swe<< Why don't I drive you?	Jag kan väl skjutsa dig?
>>swe<< Why don't I drive you?	Varför skjutsar inte jag dig?
>>swe<< Why don't you do that?	Varför gör du det inte?
>>swe<< Why don't you love me?	Varför älskar du mig inte?
>>swe<< Why don't you love me?	Varför älskar du inte mig?
>>swe<< Why is Tom here today?	Varför är Tom här idag?
>>swe<< Why is the train late?	Varför är tåget sent?
>>swe<< Why isn't Tom at home?	Varför är inte Tom hemma?
>>swe<< Why isn't Tom in jail?	Varför sitter inte Tom i fängelse?
>>swe<< Why isn't Tom in jail?	Varför sitter inte Tom i häkte?
>>swe<< Why isn't Tom smiling?	Varför ler inte Tom?
>>swe<< Why won't you tell us?	Varför berättar du inte för oss?
>>swe<< Why won't you tell us?	Varför berättar ni inte för oss?
>>swe<< Why would Tom help us?	Varför skulle Tom hjälpa oss?
>>swe<< Why's everyone scared?	Varför är alla rädda?
>>swe<< Will it rain tomorrow?	Ska det regna i morgon?
>>swe<< Will you stay at home?	Stannar du hemma?
>>swe<< Will you travel alone?	Ska du resa ensam?
>>swe<< Winter is approaching.	Vintern är i antågande.
>>swe<< Wouldn't that be nice?	Skulle inte det vara trevligt?
>>swe<< Yoga comes from India.	Yoga kommer från Indien.
>>swe<< You all look so happy.	Ni ser alla så glada ut.
>>swe<< You all look so happy.	Ni ser alla så lyckliga ut.
>>swe<< You alone can do this.	Bara du kan göra detta.
>>swe<< You always exaggerate.	Du överdriver alltid.
>>swe<< You always exaggerate.	Ni överdriver alltid.
>>swe<< You are a good person.	Du är en bra människa.
>>swe<< You are a good person.	Du är en god människa.
>>swe<< You aren't fooling me.	Mig lurar du inte!
>>swe<< You aren't fooling me.	Mig lurar ni inte!
>>swe<< You can't buy respect.	Man kan inte köpa respekt.
>>swe<< You can't buy respect.	Du kan inte köpa respekt.
>>swe<< You can't replace Tom.	Du kan inte ersätta Tom.
>>swe<< You don't have to eat.	Du måste inte äta.
>>swe<< You have a good heart.	Du har ett gott hjärta.
>>swe<< You have many friends.	Du har många vänner.
>>swe<< You have to leave now.	Du måste gå nu.
>>swe<< You heard what I said.	Du hörde vad jag sa.
>>swe<< You look so beautiful.	Du ser så vacker ut.
>>swe<< You must go to school.	Du måste gå till skolan.
>>swe<< You never called back.	Du ringde aldrig tillbaka.
>>swe<< You ought to trust me.	Du borde lita på mig.
>>swe<< You reap what you sow.	Som man bäddar får man ligga.
>>swe<< You reap what you sow.	Som man sår får man skörda.
>>swe<< You seemed happy here.	Du verkade lycklig här.
>>swe<< You seemed happy here.	Du verkade glad här.
>>swe<< You weren't gone long.	Du var inte borta länge.
>>swe<< You weren't gone long.	Ni var inte borta länge.
>>swe<< You weren't here then.	Du var inte här då.
>>swe<< You weren't here then.	Ni var inte här då.
>>swe<< You weren't very nice.	Du var inte särskilt trevlig.
>>swe<< You weren't very nice.	Ni var inte särskilt trevliga.
>>swe<< You would've liked it.	Du skulle ha gillat det.
>>swe<< You would've liked it.	Ni skulle ha gillat det.
>>swe<< You would've liked it.	Du skulle ha tyckte om det.
>>swe<< You would've liked it.	Ni skulle ha tyckt om det.
>>swe<< You wouldn't enjoy it.	Du skulle inte njuta av det.
>>swe<< You wouldn't enjoy it.	Du skulle inte tycka om det.
>>swe<< You wouldn't enjoy it.	Ni skulle inte tycka om det.
>>swe<< You wouldn't enjoy it.	Ni skulle inte njuta av det.
>>swe<< You wouldn't enjoy it.	Du skulle inte finna nöje i det.
>>swe<< You wouldn't enjoy it.	Ni skulle inte finna nöje i det.
>>swe<< You wouldn't like Tom.	Du skulle inte tycka om Tom.
>>swe<< You wouldn't like Tom.	Ni skulle inte tycka om Tom.
>>swe<< You wouldn't like Tom.	Du skulle inte gilla Tom.
>>swe<< You wouldn't like Tom.	Ni skulle inte gilla Tom.
>>swe<< You'll have no choice.	Du kommer inte att ha något val.
>>swe<< You'll miss breakfast.	Du kommer att missa frukosten.
>>swe<< You're Tom's favorite.	Du är Toms favorit.
>>swe<< You're always careful.	Du är alltid försiktig.
>>swe<< You're always careful.	Ni är alltid försiktiga.
>>swe<< You're always careful.	Du är alltid noggrann.
>>swe<< You're always careful.	Ni är alltid noggranna.
>>swe<< You're being childish.	Du beter dig barnsligt.
>>swe<< You're hearing things.	Du hör saker.
>>swe<< You're mumbling again.	Nu mumlar du igen.
>>swe<< You're not that crazy.	Du är inte så galen.
>>swe<< You're not that crazy.	Ni är inte så galna.
>>swe<< You're obviously sick.	Du är uppenbarligen sjuk.
>>swe<< You're out of excuses.	Du har slut på ursäkter.
>>swe<< You're out of excuses.	Ni har slut på ursäkter.
>>swe<< You're probably right.	Du har förmodligen rätt.
>>swe<< You're probably tired.	Du är antagligen trött.
>>swe<< You're probably tired.	Ni är antagligen trötta.
>>swe<< You're really useless.	Du är helt värdelös.
>>swe<< You're too aggressive.	Du är för aggressiv.
>>swe<< You're too aggressive.	Ni är för aggressiva.
>>swe<< You're very beautiful.	Du är väldigt vacker.
>>swe<< Your cat will survive.	Din katt kommer att överleva.
>>swe<< Your son is a man now.	Din son är en man nu.
>>swe<< Your time's almost up.	Din tid är nästan slut.
>>swe<< Your time's almost up.	Er tid är nästan slut.
>>swe<< A fox is a wild animal.	Räven är ett vilddjur.
>>swe<< All roads lead to Rome.	Alla vägar leder till Rom.
>>swe<< Allow us to do our job.	Låt oss sköta vårt jobb.
>>swe<< Am I on the right road?	Är jag på rätt väg?
>>swe<< Apparently I'm adopted.	Tydligen är jag adopterad.
>>swe<< Are these bananas ripe?	Är de här bananerna mogna?
>>swe<< Are they looking at us?	Tittar de på oss?
>>swe<< Are we in the minority?	Är vi i minoritet?
>>swe<< Are you Tom's daughter?	Är du Toms dotter?
>>swe<< Are you an orphan, too?	Är du också föräldralös?
>>swe<< Are you being followed?	Följer någon efter dig?
>>swe<< Are you coming with us?	Kommer ni med oss?
>>swe<< Are you coming with us?	Kommer du med oss?
>>swe<< Are you frightened yet?	Är du rädd än?
>>swe<< Are you frightened yet?	Är ni rädda än?
>>swe<< Are you good at tennis?	Är du bra på tennis?
>>swe<< Are you in a big hurry?	Har du väldigt bråttom?
>>swe<< Are you in a big hurry?	Har du jättebråttom?
>>swe<< Are you in the library?	Är du i biblioteket?
>>swe<< Are you in the library?	Är du på biblioteket?
>>swe<< Are you not getting up?	Ska du inte kliva upp?
>>swe<< Are you on duty Monday?	Är du i tjänst på måndag?
>>swe<< Are you seeing someone?	Har du sällskap med någon?
>>swe<< Are you seeing someone?	Sällskapar du med någon?
>>swe<< Are you seeing someone?	Dejtar du någon?
>>swe<< Are you still homeless?	Är du fortfarande hemlös?
>>swe<< Are you threatening me?	Hotar du mig?
>>swe<< Are you threatening me?	Hotar ni mig?
>>swe<< Are you wearing makeup?	Har du smink på dig?
>>swe<< Better late than never.	Bättre sent än aldrig.
>>swe<< Better safe than sorry.	Det är bättre att ta det säkra före det osäkra.
>>swe<< Beware of wild animals.	Se upp för vilda djur.
>>swe<< Bosses are people, too.	Chefer är också människor.
>>swe<< Butterflies are pretty.	Fjärilar är vackra.
>>swe<< Call me when it's done.	Ring mig när det är färdigt.
>>swe<< Call them this evening.	Ring dem i kväll.
>>swe<< Can I get Tom to do it?	Kan jag få Tom att göra det?
>>swe<< Can I get you anything?	Kan jag hämta er någonting?
>>swe<< Can I get you anything?	Kan jag hämta dig någonting?
>>swe<< Can I go out for a bit?	Kan jag gå ut ett tag?
>>swe<< Can anyone verify that?	Kan någon verifiera det?
>>swe<< Can anyone verify that?	Kan någon intyga det?
>>swe<< Can anyone verify that?	Kan något bekräfta det?
>>swe<< Can anyone verify that?	Kan någon bestyrka det?
>>swe<< Can anyone verify that?	Kan någon bevisa det?
>>swe<< Can anyone verify that?	Kan någon bevisa riktigheten av det?
>>swe<< Can we turn the TV off?	Kan vi stänga av tv:n?
>>swe<< Can you give me a ride?	Kan du skjutsa mig?
>>swe<< Can you give me a ride?	Kan du ge mig skjuts?
>>swe<< Can you make Tom laugh?	Kan du få Tom att skratta?
>>swe<< Can you make Tom laugh?	Kan ni få Tom att skratta?
>>swe<< Can you start tomorrow?	Kan du börja imorgon?
>>swe<< Can you start tomorrow?	Kan ni börja imorgon?
>>swe<< Can you start tomorrow?	Kan ni börja i morgon?
>>swe<< Can you start tomorrow?	Kan du börja i morgon?
>>swe<< Can you watch the kids?	Kan du vakta ungarna?
>>swe<< Can you watch the kids?	Kan du passa barnen?
>>swe<< Can you watch the kids?	Kan ni passa barnen?
>>swe<< Cats have pointed ears.	Katter har spetsiga öron.
>>swe<< Child labor is illegal.	Barnarbete är olagligt.
>>swe<< Come whenever you like.	Kom när ni vill.
>>swe<< Come whenever you like.	Kom när du vill.
>>swe<< Come whenever you want.	Kom när ni vill.
>>swe<< Did Tom really do this?	Gjorde Tom verkligen detta?
>>swe<< Did Tom really do this?	Gjorde Tom verkligen det här?
>>swe<< Did it actually happen?	Hände det verkligen?
>>swe<< Did they find anything?	Hittade de någonting?
>>swe<< Did you enjoy the game?	Tyckte du om matchen?
>>swe<< Did you enjoy the game?	Hade du roligt på matchen?
>>swe<< Did you enjoy the show?	Tyckte du om föreställningen?
>>swe<< Did you enjoy the show?	Hade du roligt på föreställningen?
>>swe<< Did you enjoy the tour?	Tyckte du om rundturen?
>>swe<< Did you enjoy the tour?	Hade du kul på turnén?
>>swe<< Did you enjoy the tour?	Tyckte du om rundvandringen?
>>swe<< Did you have breakfast?	Åt du frukost?
>>swe<< Did you have breakfast?	Åt ni frukost?
>>swe<< Did you have breakfast?	Har du ätit frukost?
>>swe<< Did you have breakfast?	Har ni ätit frukost?
>>swe<< Did you hear the click?	Hörde du klickljudet?
>>swe<< Did you watch the game?	Såg du matchen?
>>swe<< Did you win the trophy?	Vann du trofén?
>>swe<< Did you work yesterday?	Arbetade du igår?
>>swe<< Didn't I just say that?	Sade jag inte just det?
>>swe<< Didn't I just say that?	Sa jag inte just det?
>>swe<< Do you come here often?	Kommer du hit ofta?
>>swe<< Do you dream in French?	Drömmer du på franska?
>>swe<< Do you have a daughter?	Har du en dotter?
>>swe<< Do you have a solution?	Har du någon lösning?
>>swe<< Do you have a solution?	Har ni någon lösning?
>>swe<< Do you know any French?	Kan du någon franska?
>>swe<< Do you know who he was?	Vet du vem han var?
>>swe<< Do you know who he was?	Vet ni vem han var?
>>swe<< Do you know who she is?	Vet du vem hon är?
>>swe<< Do you like my new hat?	Gillar du min nya hatt?
>>swe<< Do you like my new hat?	Gillar ni min nya hatt?
>>swe<< Do you like my new hat?	Tycker du om min nya hatt?
>>swe<< Do you like my new hat?	Tycker ni om min nya hatt?
>>swe<< Do you like white wine?	Tycker du om vitt vin?
>>swe<< Do you read Tom's blog?	Läser du Toms blogg?
>>swe<< Do you sell bread here?	Säljer ni bröd här?
>>swe<< Do you sell bread here?	Säljer du bröd här?
>>swe<< Do you study chemistry?	Studerar du kemi?
>>swe<< Do you study chemistry?	Pluggar du kemi?
>>swe<< Do you study chemistry?	Pluggaru kemi?
>>swe<< Do you think in French?	Tänker du på franska?
>>swe<< Does Tom have any sons?	Har Tom några söner?
>>swe<< Does Tom know who I am?	Vet Tom vem jag är?
>>swe<< Does Tom look confused?	Ser Tom förvirrad ut?
>>swe<< Does Tom practice yoga?	Utövar Tom yoga?
>>swe<< Does it make any sense?	Verkar det vettigt?
>>swe<< Does that make you sad?	Blir du ledsen av det?
>>swe<< Does that make you sad?	Gör det dig ledsen?
>>swe<< Does that make you sad?	Gör det er ledsna?
>>swe<< Does that make you sad?	Blir ni ledsna av det?
>>swe<< Don't be fresh with me.	Var inte fräck emot mig.
>>swe<< Don't blame the victim.	Skyll inte på offret.
>>swe<< Don't flatter yourself.	Smickra inte dig själv.
>>swe<< Don't go out the front.	Gå inte ut på framsidan.
>>swe<< Don't make me hurt you.	Få mig inte att skada dig.
>>swe<< Don't make me hurt you.	Tvinga mig inte att skada dig.
>>swe<< Don't make me kill you.	Få mig inte att döda dig.
>>swe<< Don't make me kill you.	Få mig inte att döda er.
>>swe<< Don't open the box yet.	Öppna inte lådan än.
>>swe<< Don't spoil your child.	Skäm inte bort ditt barn.
>>swe<< Don't take any chances.	Ta inga risker.
>>swe<< Don't tell your mother.	Berätta inte för din mamma.
>>swe<< Don't waste Tom's time.	Slösa inte bort Toms tid.
>>swe<< Don't waste Tom's time.	Slösa inte Toms tid.
>>swe<< Don't worry. It's easy.	Oroa dig inte. Det är enkelt.
