>>npi<< Who?	को?
>>npi<< I can't conceive of Tom doing that.	टमले त्यसो गरेको म कल्पना गर्न सक्दिन।
>>npi<< I can't remember Tom's wife's name.	म टमकी श्रीमतीको नाम सम्झन सक्दिन।
>>npi<< I didn't want to be a part of that.	म त्यसको हिस्सा बन्न चाहन्नथें।
>>npi<< I don't know what I need to do yet.	मलाई थाहा छैन मैले के गर्न आवश्यक छ।
>>npi<< I don't remember Tom's wife's name.	मलाई टमकी श्रीमतीको नाम याद छैन।
>>npi<< I don't suppose anyone will notice.	कसैको ध्यानाकर्षण होला जस्तो मलाई लाग्दैन।
>>npi<< I don't think that you can do that.	मलाई लाग्दैन कि तपाईंले त्यो गर्न सक्नुहुन्छ।
>>npi<< I don't think that you can do that.	मलाई लाग्दैन कि तिमीले त्यो गर्न सक्छौ।
>>npi<< I don't want to spend time in jail.	म कारागारमा समय बिताउन चाहन्न।
>>npi<< I hate going outside in the winter.	मलाई जाडोमा बाहिर जान मन लाग्दैन।
>>npi<< I hate going outside in the winter.	मलाई जाडोमा बाहिर निस्कन मन लाग्दैन।
>>npi<< I know you from somewhere, don't I?	म तिमीलाई कतैबाट चिन्छु, हैन?
>>npi<< I prefer silver rings to gold ones.	म सुनको भन्दा चाँदीको औंठी मन पराउँछु।
>>npi<< I prefer silver rings to gold ones.	मलाई सुनको भन्दा चाँदीको औंठी मनपर्छ।
>>npi<< I promised I wouldn't say anything.	मैले केही नबोल्ने वाचा गरेँ ।
>>npi<< I submitted the application myself.	मैले आफैंले आवेदन बुझाएँ।
>>npi<< I thought Tom was Mary's boyfriend.	मलाई टम मेरीको प्रेमी थियो भन्ने लाग्यो।
>>npi<< I usually eat rice with chopsticks.	म प्रायः चपस्टिकले भात खान्छु।
>>npi<< I'll call Tom when I get to Boston.	म बोस्टन पुग्दा टमलाई कल गर्नेछु।
>>npi<< I'll finish it as quickly as I can.	म जतिसक्दो चाँडो यसलाई सक्छु।
>>npi<< I'm going to miss you an awful lot.	म तिमीलाई धेरै मिस गर्नेछु।
>>npi<< I'm going to take a trip to Boston.	म बोस्टन यात्रा गर्न जाँदैछु।
>>npi<< I'm learning two foreign languages.	म दुई विदेशी भाषाहरू सिक्दैछु।
>>npi<< I've gotten used to wearing a mask.	मलाई मास्क लगाउने बानी परेको छ ।
>>npi<< If you eat that, Tom will be angry.	यदि यो खायौ भने टम रिसाउनेछ।
>>npi<< It is especially cold this morning.	विशेषगरी आज बिहान चिसो छ।
>>npi<< It was like a bolt out of the blue.	स्टेशनसम्म कसरी जादा राम्रो हुन्छ?
>>npi<< Let Tom do whatever he wants to do.	टमले जे गर्न चाहन्छ त्यो गर्न दिनुहोस्।
>>npi<< Let's see what's happening outside.	बाहिर के भइरहेको छ हेरौं।
>>npi<< Mathematics is my favorite subject.	गणित मेरो मनपर्ने विषय हो।
>>npi<< My grandfather likes reading books.	हजुरबुबालाई किताब पढ्न मन पर्छ।
>>npi<< Remember to thank Tom for the gift.	उपहारको लागि टमलाई धन्यवाद दिन सम्झनुहोस्।
>>npi<< She didn't know what to say to him.	उसलाई के भन्ने उनीलाई थाहा थिएन।
>>npi<< She felt insecure about her future.	उनलाई आफ्नो भविष्यको चिन्ता लागेको थियो।
>>npi<< She is always cheerful and smiling.	उनी सधैं उज्याली र हँसिली छिन्।
>>npi<< She is not a doctor, but a teacher.	उनी डाक्टर होइनन्, शिक्षक हुन्।
>>npi<< The book doesn't have a title, yet.	किताबको अहिलेसम्म शीर्षक छैन।
>>npi<< The enemy of my enemy is my friend.	मेरो शत्रुको पनि शत्रु मेरो मित्र हो।
>>npi<< The king once lived in that palace.	कुनै समय राजा त्यही दरबारमा बस्थे ।
>>npi<< The king once lived in that palace.	कुनै समय त्यो दरबारमा राजा बस्थे।
