>>heb<< Go.	לך!
>>heb<< That's why you look so familiar.	לכן אתה נראה כל כך מוכר.
>>heb<< The Ferris wheel is my favorite.	הגלגל הענק הוא החביב עלי.
>>heb<< The UFO immediately disappeared.	העב"ם נעלם מיד.
>>heb<< The accident occurred on Friday.	התאונה קרתה ביום שישי.
>>heb<< The air in this room isn't good.	האוויר בחדר הזה לא טוב.
>>heb<< The arrangements have been made.	הסידורים נעשו.
>>heb<< The atmosphere is very informal.	האווירה מאד לא רשמית.
>>heb<< The audience burst out laughing.	הקהל פרץ בצחוק.
>>heb<< The baby cried herself to sleep.	התינוקת בכתה עד שנרדמה.
>>heb<< The baby cried himself to sleep.	התינוק בכה עד שנרדם.
>>heb<< The baby held out his tiny hand.	התינוק הושיט את זרועו הקטנטנה.
>>heb<< The baby is sleeping on the bed.	התינוק ישן על המיטה.
>>heb<< The baby takes after its father.	התינוק דומה לאביו.
>>heb<< The bank loaned her 500 dollars.	הבנק הלווה לה 500 דולר.
>>heb<< The bank loaned him 500 dollars.	הבנק הלווה לו 500 דולר.
>>heb<< The bathtub needs to be cleaned.	האמבטיה דורשת ניקוי.
>>heb<< The bathtub needs to be cleaned.	צריך לנקות את האמבטיה.
>>heb<< The benefits outweigh the costs.	התועלת גדולה מהעלות.
>>heb<< The benefits outweigh the costs.	היתרונות עולים על המחיר.
>>heb<< The benefits outweigh the costs.	היתרונות שווים את העלות.
>>heb<< The bicycle by the door is mine.	האופניים ליד הדלת הם שלי.
>>heb<< The boy has a watch in his hand.	לילד שעון ביד.
>>heb<< The boy threw stones at the dog.	הילד השליך על הכלב אבנים.
>>heb<< The bridge is closed to traffic.	הגשר סגור לתנועה.
>>heb<< The building has been evacuated.	הבנין פונה.
>>heb<< The bullet penetrated his chest.	כדור חדר לחזה שלו.
>>heb<< The bus stop is near our school.	תחנת האוטובוס נמצאת ליד בית הספר שלנו.
>>heb<< The buses run every ten minutes.	האוטובוסים נוסעים כל עשר דקות.
>>heb<< The butcher is cutting the meat.	הקצב חותך את הבשר.
>>heb<< The capital of Greece is Athens.	עיר הבירה של יוון היא אתונה.
>>heb<< The capital of Morocco is Rabat.	בירת מרוקו היא רבאט.
>>heb<< The cat is sitting on the table.	החתול יושב על השולחן.
>>heb<< The cat put its nose in the pot.	החתול תחב את אפו בסיר.
>>heb<< The chairman is going to resign.	היו"ר מתכוון להתפטר.
>>heb<< The chairman opened the meeting.	היו"ר פתח את הישיבה.
>>heb<< The child was full of curiosity.	הילד היה כולו סקרנות.
>>heb<< The child was hiding in the box.	הילד התחבא בקופסא.
>>heb<< The children work well together.	הילדים עובדים יפה יחד.
>>heb<< The climate affected his health.	האקלים השפיע על בריאותו.
>>heb<< The company employs 500 workers.	החברה מעסיקה 500 פועלים.
>>heb<< The competition will be intense.	ההתמודדות תהיה עזה.
>>heb<< The conclusion is crystal clear.	המסקנה ברורה כשמש.
>>heb<< The crowd begins to disassemble.	הקהל מתחיל להתפזר.
>>heb<< The customer isn't always right.	הלקוח לא תמיד צודק.
>>heb<< The day of judgment has arrived.	יום הדין הגיע.
>>heb<< The days began to blur together.	הימים התחילו להתמזג אחד עם השני.
>>heb<< The deadline had to be extended.	חייבים לדחות את המועד הסופי.
>>heb<< The dispute was finally settled.	הסכסוך בסוף יושב.
>>heb<< The doctor told me to go to bed.	הרופא אמר לי לשכב במיטה.
>>heb<< The dog likes that kind of food.	הכלב אוהב את סוג האוכל הזה.
>>heb<< The early bird catches the worm.	ציפור שתקדים תתפוש את התולעת.
>>heb<< The earth became red with blood.	האדמה האדימה מדם.
>>heb<< The enemy attack ceased at dawn.	התקפת האויב פסקה עם שחר.
>>heb<< The entire program needs reform.	התכנית כולה זקוקה לתיקון.
>>heb<< The entire town was under water.	כל העיר הוצפה.
>>heb<< The factory produces ammunition.	המפעל מיצר תחמושת.
>>heb<< The fire destroyed three houses.	הדליקה החריבה שלושה בתים.
>>heb<< The fire was on the first floor.	הדליקה הייתה בקומה הראשונה.
>>heb<< The forest is teeming with life.	היער שקק חיים.
>>heb<< The girl had a large red hat on.	הנערה חבשה כובע גדול ואדום.
>>heb<< The girl lacked musical ability.	הנערה חסרה יכולת מוסיקלית.
>>heb<< The glass dropped from his hand.	הכוס נשמטה מידיו.
>>heb<< The ground is no longer shaking.	האדמה לא רועדת יותר.
>>heb<< The gunmen robbed the travelers.	האקדוחנים שדדו את הנוסעים.
>>heb<< The guys are playing basketball.	החברה משחקים כדורסל.
>>heb<< The handle of the cup is broken.	הידית של הספל שבורה.
>>heb<< The homework is due next Monday.	שיעורי הבית צריכים להיות מוגשים ביום שני הבא.
>>heb<< The horse jumped over the fence.	הסוס דילג מעל לגדר.
>>heb<< The hot bath relaxed my muscles.	האמבט החם הרפה את שריריי.
>>heb<< The house is on top of the hill.	הבית נמצא על ראש הגבעה.
>>heb<< The interface is very intuitive.	הממשק אינטואיטיבי מאד.
>>heb<< The issue sparked public debate.	הסוגיה הציתה ויכוח פומבי.
>>heb<< The kids will go to school soon.	הילדים ילכו בקרוב לבית הספר.
>>heb<< The last thing we need is a war.	הדבר האחרון שחסר לנו הוא מלחמה.
>>heb<< The last thing we need is a war.	הדבר האחרון שאנחנו צריכים הוא מלחמה.
>>heb<< The last train has already gone.	הרכבת האחרונה כבר נסעה.
>>heb<< The legs of the table are shaky.	רגלי השולחן רעועות.
>>heb<< The letter got lost in the mail.	המכתב הלך לאיבוד בדואר.
>>heb<< The letter got lost in the mail.	המכתב אבד בדואר.
>>heb<< The mailman emptied the mailbox.	הדוור רוקן את תיבת הדואר.
>>heb<< The man blew out his own brains.	האיש ירה לעצמו בראש.
>>heb<< The medicine decreased his pain.	התרופה שיככה את הכאבים שלו.
>>heb<< The medicine was a brown liquid.	התרופה היתה נוזל חום.
>>heb<< The milk froze and became solid.	החלב קפא והתמצק.
>>heb<< The money seems to have run out.	מסתבר שאזל הכסף.
>>heb<< The movie wasn't all that great.	הסרט לא היה כל כך טוב.
>>heb<< The movie wasn't all that great.	הסרט לא היה משהו.
>>heb<< The old man begged me for money.	האיש הזקן התחנן לכסף ממני.
>>heb<< The owner lives above the store.	הבעלים גר מעל לחנות.
>>heb<< The pain in my stomach has gone.	הכאב בבטני חלף.
>>heb<< The parking lot is almost empty.	מגרש החניה כמעט ריק.
>>heb<< The parking lot is nearly empty.	מגרש החניה ריק כמעט.
>>heb<< The peace talks begin this week.	שיחות השלום מתחילות השבוע.
>>heb<< The peasants were planting rice.	האיכרים שתלו אורז.
>>heb<< The performance was almost over.	הביצוע כמעט הושלם.
>>heb<< The photo doesn't do us justice.	התמונה לא עושה עמנו צדק.
>>heb<< The picnic was a disappointment.	הפיקניק היה אכזבה.
>>heb<< The plane was about to take off.	המטוס עמד להמריא.
>>heb<< The plaza is packed with people.	הכיכר הומה אדם.
>>heb<< The police arrested the suspect.	המשטרה עצרה את החשוד.
>>heb<< The police charged into the bar.	המשטרה פלשה לבאר.
>>heb<< The police don't have a suspect.	אין למשטרה חשוד.
>>heb<< The police won't find you there.	המשטרה לא תמצא אותך שם.
>>heb<< The poor are not always unhappy.	עניים לא תמיד אומללים.
>>heb<< The present time is a good time.	ההווה הוא הזמן הנכון.
>>heb<< The prices are ridiculously low.	המחירים נמוכים באופן מגוחך.
>>heb<< The queen stood beside the king.	המלכה עמדה לצד המלך.
>>heb<< The question doesn't concern me.	השאלה הזאת לא נוגעת אליי.
>>heb<< The question doesn't concern me.	העניין הזה לא נוגע אליי.
>>heb<< The question is which to choose.	השאלה היא איזה לבחור.
>>heb<< The question is which to choose.	השאלה היא באיזה לבחור.
>>heb<< The reply came after three days.	התשובה באה אחרי שלושה ימים.
>>heb<< The restaurant is always packed.	המסעדה תמיד עמוסה.
>>heb<< The restaurant was almost empty.	המסעדה היתה כמעט ריקה.
>>heb<< The result proved disappointing.	התוצאה הוכיחה את עצמה כאכזבה רבתי.
>>heb<< The results have been miserable.	התוצאות היו אומללות.
>>heb<< The riot spread across the city.	הפרעות נפוצו ברחבי העיר.
>>heb<< The river flowed over its banks.	הנהר הציף את גדותיו.
>>heb<< The river is fifty yards across.	רחבו של הנהר חמישים מטר.
>>heb<< The river runs through the town.	הנהר זורם דרך העיר.
>>heb<< The road is too narrow for cars.	הדרך צרה מדי למכוניות.
>>heb<< The room became slightly hushed.	הושלכה דממה בחדר.
>>heb<< The rumor turned out to be true.	השמועה התבררה כנכונה.
>>heb<< The same holds true for Germany.	אותו הדבר נכון לגבי גרמניה.
>>heb<< The same holds true for Germany.	הדברים תקפים גם בעניין גרמניה.
>>heb<< The same holds true for Germany.	הדברים בתוקף גם לעניין גרמניה.
>>heb<< The scent of cedar repels moths.	ריח הארזים דוחה עש.
>>heb<< The school is located on a hill.	בית הספר ממוקם על הגבעה.
>>heb<< The search party was led by Tom.	צוות החיפוש נוהל על ידי תום.
>>heb<< The ship's crew is now complete.	צוות הספינה שלם עכשיו.
>>heb<< The situation appears desperate.	המצב נראה נואש.
>>heb<< The situation is still critical.	המצב עדיין קריטי.
>>heb<< The situation remains unchanged.	המצ נשאר ללא שינוי.
>>heb<< The small dog tried to get away.	הכלב הקטן ניסה להתחמק.
>>heb<< The snow kept us from going out.	בגלל השלג לא יכולנו לצאת.
>>heb<< The soldiers guarded the bridge.	החיילים שמרו על הגשר.
>>heb<< The stamp fell off the envelope.	הבול ירד מהמעטפה.
>>heb<< The station isn't far from here.	התחנה לא רחוקה מכאן.
>>heb<< The storm caused a power outage.	הסופה גרמה להפסקת חשמל.
>>heb<< The storm caused a power outage.	הסערה גרמה להפסקת חשמל.
>>heb<< The storm raged in all its fury.	הסופה השתוללה בכל עוז.
>>heb<< The storm will damage the crops.	הסערה תזיק ליבולים.
>>heb<< The story was in all the papers.	הסיפור היה בכל העיתונים.
>>heb<< The students chose her chairman.	התלמידים בחרו בה כיו"ר.
>>heb<< The sudden noise frightened her.	הרעש הפתאומי הפחיד אותה.
>>heb<< The sum came to over 20,000 yen.	הסכום הגיע עד 20,000 ין.
>>heb<< The table was loaded with fruit.	השולחן היה עמוס בפרי.
>>heb<< The team's schedule is grueling.	לוח המשחקים של הקבוצה מפרך.
