>>fin<< Go.	Mene.
>>fin<< Tom is a little taller than Mary.	Tomi on vähän Maria pidempi.
>>fin<< Tom is a model railroad hobbyist.	Tom on pienoisrautatieharrastaja.
>>fin<< Tom is a really good-looking man.	Tomi on tosi komea mies.
>>fin<< Tom is able to speak French, too.	Tomi osaa puhua ranskaa myös.
>>fin<< Tom is able to walk on his hands.	Tom pystyy kävelemään käsillään.
>>fin<< Tom is actually a very good cook.	Tom on itse asiassa tosi hyvä kokki.
>>fin<< Tom is addicted to slot machines.	Tomi on riippuvainen peliautomaatteihin.
>>fin<< Tom is always impeccably dressed.	Tom on aina moitteettomasti pukeutunut.
>>fin<< Tom is always impeccably dressed.	Tom on aina täydellisesti pukeutunut.
>>fin<< Tom is an artist like his father.	Samoin kuin isänsä, Tomi on taiteilija.
>>fin<< Tom is as good a cook as Mary is.	Tomi on yhtä hyvä kokki kuin Mari.
>>fin<< Tom is at a conference in Boston.	Tom on konferenssissa Bostonissa.
>>fin<< Tom is banging on the front door.	Tomi hakkaa etuovea.
>>fin<< Tom is facing financial problems.	Tomilla on rahaongelmia.
>>fin<< Tom is falling in love with Mary.	Tom on rakastumassa Mariin.
>>fin<< Tom is familiar with the subject.	Tomi tuntee aiheen hyvin.
>>fin<< Tom is going back to the library.	Tomi menee takaisin kirjastoon.
>>fin<< Tom is going back to the library.	Tomi on menossa takaisin kirjastoon.
>>fin<< Tom is in charge of the barbecue.	Tomi on vastuussa grillauksesta.
>>fin<< Tom is in love with someone else.	Tom on rakastunut johonkuhun toiseen.
>>fin<< Tom is in trouble. He needs help.	Tomi on pulassa. Hän tarvitsee apua.
>>fin<< Tom is interested in coming here.	Tomia kiinnostaa tänne tuleminen.
>>fin<< Tom is interested in mathematics.	Tom on kiinnostunut matematiikasta.
>>fin<< Tom is interested in mathematics.	Tomia kiinnostaa matematiikka.
>>fin<< Tom is interested in mathematics.	Matematiikka kiinnostaa Tomia.
>>fin<< Tom is just a friend from school.	Tomi on vain koulukaveri.
>>fin<< Tom is living with his uncle now.	Nyt Tomi asuu setänsä kanssa.
>>fin<< Tom is living with his uncle now.	Nyt Tomi asuu enonsa kanssa.
>>fin<< Tom is much younger than Mary is.	Tomi on paljon nuorempi kuin Mari.
>>fin<< Tom is much younger than Mary is.	Tomi on paljon Maria nuorempi.
>>fin<< Tom is no longer studying French.	Tom ei enää opiskele ranskaa.
>>fin<< Tom is obsessed about his grades.	Tomi suhtautuu pakkomielteisesti arvosanoihinsa.
>>fin<< Tom is one of my closest friends.	Tom on yksi läheisimmistä ystävistäni.
>>fin<< Tom is ready to get back to work.	Tomi on valmis palaamaan töihin.
>>fin<< Tom is really talented, isn't he?	Tomi on todella lahjakas, eikö olekin?
>>fin<< Tom is slightly taller than Mary.	Tomi on hieman pidempi kuin Mari.
>>fin<< Tom is slightly taller than Mary.	Tomi on hieman pitempi kuin Mari.
>>fin<< Tom is slightly taller than Mary.	Tomi on hieman Maria pidempi.
>>fin<< Tom is slightly taller than Mary.	Tomi on hieman Maria pitempi.
>>fin<< Tom is studying to be a minister.	Tom opiskelee papiksi.
>>fin<< Tom is studying to be a minister.	Tom opiskelee ministeriksi.
>>fin<< Tom is suffering from depression.	Tomi kärsii masennuksesta.
>>fin<< Tom is the brains of our company.	Tom on meidän firman aivot.
>>fin<< Tom is the brains of our company.	Tomi on meidän firmamme aivot.
>>fin<< Tom is the one who wants to wait.	Tom on henkilö joka haluaa odottaa.
>>fin<< Tom is the tallest in his family.	Tomi on perheen pisin.
>>fin<< Tom is very dependable, isn't he?	Tomi on todella luotettava, eikö vain?
>>fin<< Tom is very interested in French.	Tom on todella kiinnostunut ranskasta.
>>fin<< Tom is very interested in sports.	Tomi on erittäin kiinnostunut urheilusta.
>>fin<< Tom is waiting at the front door.	Tomi odottaa etuovella.
>>fin<< Tom is waiting at the front door.	Tomi odottelee etuovella.
>>fin<< Tom is waiting for Mary's answer.	Tomi odottaa Marin vastausta.
>>fin<< Tom is worried about your safety.	Tomi on huolissaan turvallisuudestasi.
>>fin<< Tom isn't as intelligent as Mary.	Tomi ei ole yhtä älykäs kuin Mari.
>>fin<< Tom isn't speaking to me anymore.	Tom ei puhu enää minulle.
>>fin<< Tom isn't usually this obstinate.	Tom ei ole yleensä näin itsepäinen.
>>fin<< Tom isn't usually this obstinate.	Tom ei ole tavallisesti näin uppiniskainen.
>>fin<< Tom kissed Mary during the movie.	Tomi suuteli Maria elokuvan aikana.
>>fin<< Tom knew precisely how Mary felt.	Tom tiesi tarkalleen miltä Marystä tuntui.
>>fin<< Tom knew that Mary was a teacher.	Tom tiesi, että Mari on opettaja.
>>fin<< Tom knows he's a terrible dancer.	Tomi tietää olevansa surkea tanssija.
>>fin<< Tom knows quite a lot about Mary.	Tom tuntee Marin hyvin.
>>fin<< Tom knows quite a lot about Mary.	Tom tietää paljon asioita Marista.
>>fin<< Tom knows what's about to happen.	Tom tietää mitä on tapahtumaisillaan.
>>fin<< Tom knows what's going to happen.	Tom tietää, mitä tulee tapahtumaan.
>>fin<< Tom knows what's really going on.	Tom tietää mitä on oikeasti meneillään.
>>fin<< Tom left his umbrella in the car.	Tomi unohti sateenvarjon autoon.
>>fin<< Tom left his wallet on the table.	Tomi jätti lompakkonsa pöydälle.
>>fin<< Tom likes to watch action movies.	Tomi tykkää katsoa toimintaelokuvia.
>>fin<< Tom likes to watch action movies.	Tomi pitää toimintaelokuvien katsomisesta.
>>fin<< Tom likes watching documentaries.	Tomi tykkää kattoa dokkareita.
>>fin<< Tom likes watching documentaries.	Tomi pitää dokumenttien katsomisesta.
>>fin<< Tom lives only a few blocks away.	Tomi asuu ihan vain muutaman korttelin päässä.
>>fin<< Tom looked a little disappointed.	Tomi näytti vähän pettyneeltä.
>>fin<< Tom looked around for his camera.	Ton etsi kaikkialta kameraansa.
>>fin<< Tom looked at Mary in the mirror.	Tom katsoi Marya peilistä.
>>fin<< Tom looks about thirty years old.	Tomi näyttää suunnilleen kolmekymmentävuotiaalta.
>>fin<< Tom lost custody of his children.	Tomi menetti lastensa huoltajuuden.
>>fin<< Tom loves me and I love him, too.	Tom rakastaa minua ja minäkin rakastan häntä.
>>fin<< Tom loves pizza and french fries.	Tom tykkää todella paljon pizzasta ja ranskalaisista.
>>fin<< Tom majored in French in college.	Tomin pääaine yliopistossa oli ranska.
>>fin<< Tom might be a little overweight.	Voi olla, että Tomi on vähän ylipainoinen.
>>fin<< Tom might be allergic to peanuts.	Tomi saattaa olla allerginen maapähkinöille.
>>fin<< Tom needed to jump start his car.	Tomin täytyi käynnistää autonsa kaapeleilla.
>>fin<< Tom needed to jump start his car.	Tomin täytyi käynnistää autonsa apuvirtaa käyttämällä.
>>fin<< Tom needed to jump start his car.	Tomin täytyi käynnistää autonsa starttikaapeleilla.
>>fin<< Tom needs you more than you know.	Tomi tarvitsee sinua enemmän kuin luuletkaan.
>>fin<< Tom never told me he was married.	Tom ei sanonut minulle koskaan, että hän on naimisissa.
>>fin<< Tom never told me he was married.	Tom ei koskaan kertonut, minulle että hän oli naimisissa.
>>fin<< Tom never told me what he wanted.	Tom ei koskaan kertonut minulle mitä hän halusi.
>>fin<< Tom never wanted to study French.	Tom ei koskaan halunnut opiskella ranskaa.
>>fin<< Tom noticed Mary's hands shaking.	Tom huomasi Maryn käsien vapisevan.
>>fin<< Tom now has a job that pays well.	Nyt Tomilla on hyväpalkkainen työ.
>>fin<< Tom often buys expensive clothes.	Tom ostaa usein kalliita vaatteita.
>>fin<< Tom passed the ball back to John.	Tomi syötti takaisin Jonille.
>>fin<< Tom probably did that on purpose.	Tom teki sen luultavasti tahallaan.
>>fin<< Tom promised he wouldn't do that.	Tomi lupasi, että hän ei tekisi sitä.
>>fin<< Tom promised he wouldn't do that.	Tomi lupasi, ettei hän tekisi sitä.
>>fin<< Tom pulled the mask off his face.	Tomi otti naamion pois kasvoiltaan.
>>fin<< Tom pulled the mask off his face.	Tomi otti naamion pois naamaltaan.
>>fin<< Tom pulled the mask off his face.	Tomi otti maskin pois naamaltaan.
>>fin<< Tom ran out of the burning house.	Tom juoksi ulos palavasta talosta.
>>fin<< Tom read the letter a third time.	Tomi luki kirjeen kolmannen kerran.
>>fin<< Tom realized that Mary was right.	Tom huomasi Maryn olleen oikeassa.
>>fin<< Tom refused Mary's offer to help.	Tom torjui Maryn avuntarjouksen.
>>fin<< Tom refused Mary's offer to help.	Tom kieltäytyi Maryn avuntarjouksesta.
>>fin<< Tom remained poor his whole life.	Tomi pysyi köyhänä koko elämänsä.
>>fin<< Tom remained single all his life.	Tom pysyi poikamiehenä läpi koko elämänsä.
>>fin<< Tom remained single all his life.	Tom pysyi sinkkuna koko elämänsä.
>>fin<< Tom said he thinks you're stupid.	Tom sanoo, että olet hänestä tyhmä.
>>fin<< Tom said he went there for a job.	Tom sanoi, että hän meni sinne työn perässä.
>>fin<< Tom said he'd be busy until 2:30.	Tomi sanoi, että hän olisi kiireinen puoli kolmeen saakka.
>>fin<< Tom said he'd have to reschedule.	Tom sanoi, että hänen oli täytynyt panna aikataulunsa uusiksi.
>>fin<< Tom said that John is a good man.	Tuomas sanoi Jonin olevan hyvä mies.
>>fin<< Tom said that John is a good man.	Tuomas sanoi, että Joni on hyvä mies.
>>fin<< Tom said that Mary was an artist.	Tomi sanoi että Mari oli taiteilija.
>>fin<< Tom sat down and lit a cigarette.	Tomi istahti alas ja sytytti tupakan.
>>fin<< Tom sat down and lit a cigarette.	Tomi istuutui ja sytytti savukkeen.
>>fin<< Tom sat on a stool in the corner.	Tom istui nurkassa jakkaralla.
>>fin<< Tom saw Mary driving her new car.	Tom näki Marin ajavan uudella autollaan.
>>fin<< Tom saw a rabbit in his backyard.	Tom näki jäniksen takapihallaan.
>>fin<< Tom saw the tears in Mary's eyes.	Tomi näki kyyneleet Maryn silmissä.
>>fin<< Tom says Mary intends to do that.	Tom sanoo, että Mari aikoo tehdä niin.
>>fin<< Tom says he wants to settle down.	Tomi sanoo haluavansa asettua aloilleen.
>>fin<< Tom says he wants to talk to you.	Tom sanoo, että hän haluaa puhua sinulle.
>>fin<< Tom screamed something in French.	Tom huusi jotain ranskaksi.
>>fin<< Tom screamed something in French.	Tom kiljui jotain ranskaksi.
>>fin<< Tom seemed somewhat disappointed.	Tom näytti melko pettyneeltä.
>>fin<< Tom seems friendlier than before.	Tom vaikuttaa ystävällisemmältä kuin aikaisemmin.
>>fin<< Tom should ask Mary how to do it.	Tomin pitäisi kysyä Marylta miten se tehdään.
>>fin<< Tom should've won, in my opinion.	Minun mielestäni Tomin olisi pitänyt voittaa.
>>fin<< Tom showed off his new cellphone.	Tom leveili uudella kännykällään.
>>fin<< Tom showed off his new cellphone.	Tom leuhki uudella kännykällään.
>>fin<< Tom showed off his new cellphone.	Hän esitteli ylpeänä uutta kännykkäänsä.
>>fin<< Tom signed up for a French class.	Tom ilmoittautui ranskan kurssille.
>>fin<< Tom slipped out of the classroom.	Tom livahti ulos luokasta.
>>fin<< Tom slipped out of the classroom.	Tom luikahti ulos luokasta.
>>fin<< Tom speaks French as well as you.	Tom puhuu ranskaa yhtä hyvin kuin sinä.
>>fin<< Tom speaks French better than me.	Tom puhuu ranskaa paremmin kuin minä.
>>fin<< Tom speaks French better than me.	Tom puhuu ranskaa minua paremmin.
>>fin<< Tom speaks French to some extent.	Tom puhuu ranskaa jossain määrin.
>>fin<< Tom spends too much time at work.	Tom viettää liian paljon aikaa töissä.
>>fin<< Tom spent all day in the library.	Tom vietti koko päivän kirjastossa.
>>fin<< Tom spent thirty years in prison.	Tomi vietti kolmekymmentä vuotta vankilassa.
>>fin<< Tom spent thirty years in prison.	Tomi istui kolmekymmentä vuotta linnassa.
>>fin<< Tom still doesn't know the truth.	Tom ei edelleenkään tiedä totuutta.
>>fin<< Tom takes good care of the birds.	Tom pitää linnuista hyvää huolta.
>>fin<< Tom takes private French lessons.	Tom käy ranskan yksityisopetuksessa.
>>fin<< Tom talked Mary into helping him.	Tom puhui Marin auttamaan itseään.
>>fin<< Tom talks about you all the time.	Tom puhuu sinusta koko ajan.
>>fin<< Tom tested positive for COVID-19.	Tomi sai positiivisen koronatestituloksen.
>>fin<< Tom thanked everyone for waiting.	Tomi kiitti kaikkia odottamisesta.
>>fin<< Tom thinks he can save the world.	Tom luulee, että hän voi pelastaa maailman.
>>fin<< Tom thinks your ideas are stupid.	Tomin mielestä ideasi ovat typeriä.
>>fin<< Tom thinks your ideas are stupid.	Tomin mielestä ideasi ovat tyhmiä.
>>fin<< Tom thinks your ideas are stupid.	Tomin mielestä ideasi ovat hölmöjä.
>>fin<< Tom thinks your ideas are stupid.	Tomista ideasi ovat typeriä.
>>fin<< Tom thinks your ideas are stupid.	Tomista ideasi ovat tyhmiä.
>>fin<< Tom thinks your ideas are stupid.	Tomista ideasi ovat hölmöjä.
>>fin<< Tom thought Mary could beat John.	Tom luuli, että Mari voisi voittaa Jonin.
>>fin<< Tom thought it was a stupid plan.	Tomin mielestä se oli typerä suunnitelma.
>>fin<< Tom thought that Mary was asleep.	Tom luuli, että Mari nukkui.
>>fin<< Tom threatened Mary with his gun.	Tomi uhkasi Maria aseella.
>>fin<< Tom threw the book into the fire.	Tomi heitti kirjan tuleen.
>>fin<< Tom told me that he spoke French.	Tom kertoi minulle, että hän puhuu ranskaa.
>>fin<< Tom took a big gulp of his drink.	Tomi otti ison kulauksen juomastaan.
>>fin<< Tom took a picture of the kitten.	Tomi otti kissanpennusta kuvan.
>>fin<< Tom took a picture of the kitten.	Tomi otti kissanpennusta valokuvan.
>>fin<< Tom took his reading glasses off.	Tom otti lukulasinsa pois.
>>fin<< Tom tried to get the window open.	Tomi yritti avata ikkunan.
>>fin<< Tom tried to put on a happy face.	Tom yritti näyttää onnelliselta.
>>fin<< Tom used to hang out at the pool.	Tom tapasi viettää aikaa uima-altaalla.
>>fin<< Tom usually eats his lunch alone.	Tomi lounastaa yleensä yksin.
>>fin<< Tom visited Mary on October 20th.	Tom kävi Maryn luona 20. lokakuuta.
>>fin<< Tom waited for more than an hour.	Tom odotti yli tunnin.
>>fin<< Tom wanted to ask Mary something.	Tom tahtoi kysyä Marilta jotain.
>>fin<< Tom wanted to be like his father.	Tom halusi olla niin kuin isänsä.
>>fin<< Tom wanted to buy some souvenirs.	Tom tahtoi ostaa matkamuistoja.
>>fin<< Tom wanted to change the subject.	Tom halusi vaihtaa puheenaihetta.
>>fin<< Tom wanted to get back to Boston.	Tom halusi palata Bostoniin.
>>fin<< Tom wanted to hang out with Mary.	Tom halusi hengailla Marin kanssa.
>>fin<< Tom wanted to hang out with Mary.	Tom halusi viettää aikaa Marin kanssa.
>>fin<< Tom wanted to have dinner in bed.	Tom halusi illallisen sänkyyn.
>>fin<< Tom wanted to have dinner in bed.	Tom tahtoi syödä illallista sängyssä.
>>fin<< Tom wanted to know what happened.	Tom halusi tietää mitä tapahtui.
>>fin<< Tom wanted to know what happened.	Tom tahtoi tietää mitä sattui.
>>fin<< Tom wanted to know where I lived.	Tom halusi tietää missä asuin.
>>fin<< Tom wanted to wear his new shoes.	Tom halusi käyttää uusia kenkiään.
>>fin<< Tom wants pepperoni on his pizza.	Tom haluaa pepperonia pizzaansa.
>>fin<< Tom wants to get a part-time job.	Tomi haluaa saada osa-aikatyön.
>>fin<< Tom wants to get a part-time job.	Tomi tahtoo saada osa-aikatyön.
>>fin<< Tom wants to live in the country.	Tomi haluaa elää maasaudulla.
>>fin<< Tom wants us to think he's happy.	Tomi haluaa meidän ajattelevan, että hän on onnellinen.
>>fin<< Tom was complaining of back pain.	Tom valitti selkäkipua.
>>fin<< Tom was complaining of back pain.	Tomi valitteli selkäkipua.
>>fin<< Tom was due here three hours ago.	Tomin piti olla täällä kolme tuntia sitten.
>>fin<< Tom was held up in a traffic jam.	Liikennesuma viivästytti Tomia.
>>fin<< Tom was killed by a stray bullet.	Tom sai surmansa harhaluodista.
>>fin<< Tom was killed in a car accident.	Tom sai surmansa auto-onnettomuudessa.
>>fin<< Tom was killed in the earthquake.	Tomi kuoli maanjäristyksessä.
>>fin<< Tom was late for his appointment.	Tom oli myöhässä tapaamisesta.
>>fin<< Tom was not able to quit smoking.	Tom ei onnistunut lopettamaan tupakointia.
>>fin<< Tom was not much older than Mary.	Tom ei ollut paljoa Maryä vanhempi.
>>fin<< Tom was pretty young at the time.	Tom oli melko nuori siihen aikaan.
>>fin<< Tom was questioned by the police.	Poliisi kuulusteli Tomia.
>>fin<< Tom was sitting in the third row.	Tomi istui kolmannella rivillä.
>>fin<< Tom was so busy he skipped lunch.	Tom oli niin kiireinen että hän jätti lounaan väliin.
>>fin<< Tom was still single at the time.	Tomi oli vielä silloin sinkku.
>>fin<< Tom was the only one who laughed.	Tom oli ainoa, joka nauroi.
>>fin<< Tom was wearing a black knit hat.	Tomilla oli musta kudottu pipo.
>>fin<< Tom was wearing mismatched socks.	Tomilla oli eripari sukat.
>>fin<< Tom was wearing mismatched socks.	Tomilla oli eripariset sukat.
>>fin<< Tom was welcome wherever he went.	Tom oli tervetullut mihin ikinä hän menikään.
>>fin<< Tom was working alone in the lab.	Tomi työskenteli yksin labrassa.
