>>ara<< Hi.	مرحبًا.
>>ara<< Do you want me to help you do that?	أتريد مني مساعدتك في ذلك؟
>>ara<< Does the story have a happy ending?	أللقصّة نهاية سعيدة؟
>>ara<< Doing that was out of the question.	فعل هذا الشيء كان غير وارد.
>>ara<< Don't forget that we have homework.	لا تنس أن لدينا واجباً.
>>ara<< Don't forget to turn off the light.	لا تنس إطفاء الأضواء.
>>ara<< Don't worry about what you've done.	لا تقلق بشأن ما فعلته.
>>ara<< Don't worry. I'll take care of you.	لا تقلق. أنا سأعتني بك.
>>ara<< Eleven students received the award.	استلم الجائزة أحد عشر طالباً.
>>ara<< Fill in your name and address here.	أكتب اسمك و عنوانك هنا.
>>ara<< George Washington was born in 1732.	ولد جورج واشنطن عام 1732.
>>ara<< Good morning. It's time to wake up.	صباح الخير. إنهُ وقت الإستيقاظ.
>>ara<< He continued walking for some time.	واصل المشي لبعض الوقت.
>>ara<< He died without having made a will.	مات من دون أن يترك وصية.
>>ara<< He doesn't live in my neighborhood.	إنه لا يسكن في حيي.
>>ara<< He doesn't live in my neighborhood.	إنه لا يسكن في نفس الحي الذي أعيش فيه.
>>ara<< He entered the room after you left.	دخل الغرفة بعد خروجك.
>>ara<< He hurt his left foot when he fell.	لقد أصاب قدمه اليسرى عندما سقط.
>>ara<< He hurt his left hand with a knife.	جرح يده اليسرى بسكين.
>>ara<< He kept his eyes fixed on her face.	أبقى عينيه مسلّطةً على وجهها.
>>ara<< He made up his mind to be a doctor.	عزم على أن يصبح طبيباً.
>>ara<< He paid no attention to my warning.	لم يعر أي اهتمام لتحذيري.
>>ara<< He told me he was going to America.	أخبرني أنه ذاهب إلى أمريكا.
>>ara<< He took a key from his coat pocket.	أخرج مفتاحًا من جيب معطفه.
>>ara<< He was able to build a small house.	استطاع أن يبني بيتاً صغيراً.
>>ara<< He was caught cheating in the exam.	قُبض عليه و هو يغش في الإمتحان.
>>ara<< How is it going in the fish market?	كيف الأحوال في سوق السمك؟
>>ara<< How long ago did you hit your head?	كم مضى من الوت منذ أن ضربت رأسك؟
>>ara<< How many close friends do you have?	كم عندك من الأصدقاء المُقَرّبين؟
>>ara<< How many magazines are on the desk?	كم مجلة على المكتب؟
>>ara<< Hurry up, or you'll miss the train.	أسرع و إلا فاتك القطار.
>>ara<< I am afraid he will make a mistake.	أخشى أن يرتكب خطأ.
>>ara<< I am going to play soccer tomorrow.	غدا سوف ألعب كرة القدم.
>>ara<< I am going to play tennis tomorrow.	سألعب كرة المضرب غداً.
>>ara<< I am grateful to you for your help.	أنا شاكر لمساعدتك لي.
>>ara<< I bought a new computer last month.	اشتريت حاسوباً جديداً الشهر الماضي.
>>ara<< I can't think of his name just now.	لا أستطيع تذكر اسمه الآن.
>>ara<< I congratulate you on your success.	أهنّئك بنجاحك.
>>ara<< I congratulate you on your success.	أهنّئك بمناسبة نجاحك.
>>ara<< I congratulated him on his success.	هنأته على نجاحه.
>>ara<< I congratulated him on his success.	باركت له على نجاحه.
>>ara<< I don't care what your mother said.	لا يهمني ما قالتهُ والدتك.
>>ara<< I don't doubt his ability to do it.	لا أشك في قدرته على فعلها.
>>ara<< I don't know where the bus stop is.	لا أدري أين موقف الباص.
>>ara<< I don't know whether she will come.	لا أدري إن كانت ستأتي.
>>ara<< I don't know whether she will come.	لا أعلم إن كانت قادمة أم لا.
>>ara<< I don't remember where I bought it.	لا أذكر أين اشتريتها.
>>ara<< I don't want to forget this moment.	لا أريد أن أنسى هذه اللّحظة.
>>ara<< I don't want you to worry about me.	لا أريدك أن تقلق بشأني.
>>ara<< I feel dizzy every time I stand up.	أشعر بالدوار كلما وقفت.
>>ara<< I found out where Tom used to live.	عرفت المكان الذي كان يسكن فيه توم.
>>ara<< I had my brother repair my bicycle.	طلبت من أخي إصلاح دراجتي.
>>ara<< I had my brother repair my bicycle.	جعلت أخي يصلح دراجتي.
>>ara<< I have more important things to do.	لدي أشياء أهم لأفعلها.
>>ara<< I haven't been able to contact Tom.	لم أكن قادرا على الإتصال بتوم.
>>ara<< I haven't finished my homework yet.	لم أُنهِ واجباتي بعد.
>>ara<< I haven't paid for the tickets yet.	لم أدفع ثمن التذاكر بعد.
>>ara<< I hope Tom's predictions are wrong.	آمل أن تخطئ توقعات توم.
>>ara<< I hope you aren't too disappointed.	آمل أن ظنك ما خاب كثيرا.
>>ara<< I hope you don't forget to do that.	آمل أن لا تنس القيام بذلك.
>>ara<< I know I have no chance of winning.	اعلم بانه ليس لدي اي فرصة للفوز.
>>ara<< I met Tom in the library on Monday.	قابلت توم في المكتبة يوم الاثنين.
>>ara<< I remember meeting that man before.	أذكر أني قابلت ذلك الرجل من قبل.
>>ara<< I returned the book to the library.	أعدت الكتاب إلى المكتبة.
>>ara<< I shouldn't have told you anything.	ما كان يجب علي أن أخبرك بكل شيء
>>ara<< I studied English when I was there.	درست الإنجليزية عندما كنت هناك.
>>ara<< I thought you had higher standards.	ظننتك تملك معايير أسمى.
>>ara<< I thought you'd found someone else.	ظننتك عثرت على شخص آخر.
>>ara<< I want to be a pilot in the future.	أريد أن أكون طيارا في المستقبل .
>>ara<< I was in London most of the summer.	كنت في لندن معظم الصيف.
>>ara<< I was rear-ended by a pickup truck.	لقد اصطدمت من الخلف بشاحنة صغيرة .
>>ara<< I was unable to finish my homework.	لم أستطع إكمال الواجب.
>>ara<< I was wondering when you'd be back.	كنت أتساءل متى ستعود؟
>>ara<< I wasn't impressed by what Tom did.	لم يرق لي ما فعل توم.
>>ara<< I went to Boston with Tom and Mary.	ذهبت إلى بوسطن مع توم وماري.
>>ara<< I went to a commercial high school.	أنا ذهبت إلى مدرسة ثانوية تجارية.
>>ara<< I will be glad to help you anytime.	سيسعدني مساعدتك أي وقت تحب.
>>ara<< I will be glad to help you anytime.	سيسعدني أن أساعدك في أي وقت.
>>ara<< I wish you would do as you're told.	أتمنى أن تفعل ما أُمِرت به.
>>ara<< I would often play tennis with him.	كثيراً ما ألعب معه التنس.
>>ara<< I'd like to forget the whole thing.	أودّ أن أنسى كلّ شيء.
>>ara<< I'll be waiting for you in my room.	سأنتظرك في غرفتي.
>>ara<< I'll never forget what you told me.	لن أنس أبدا ما قلته لي.
>>ara<< I'm happy that you did that for me.	أنا سعيد لأنّك فعلت هذا من أجلي.
>>ara<< I'm in the library, reading a book.	أنا في المكتبة، أقرأ كتابًا.
>>ara<< I'm just a plain old office worker.	أنا مجرد موظف كأي موظف.
>>ara<< I'm just a plain old office worker.	أنا مجرد موظف عادي.
>>ara<< I'm not in a position to accept it.	أنا لستُ في وضع يسمح بأن أقبلها.
>>ara<< I've answered this question before.	أجبت على هذا السؤال من قبل.
>>ara<< I've done business with Tom before.	لقد تعاملت مع توم سابقا.
>>ara<< I've done business with Tom before.	لقد تعاملت مع توم من قبل.
>>ara<< I've never seen anything like that.	أنا لم أرىَ شيئاً مثل ذلك.
>>ara<< I've never seen anything like that.	أنا لم أرَ شيئاً مثل هذا.
>>ara<< If I were rich, I'd give you money.	أنا لو كنت غنياً, كنت أود أن أعطيكَ مال.
>>ara<< If I were rich, I'd give you money.	أنا لو كنت غنياً, كنت أود أن أعطيكِ مال.
>>ara<< If I were rich, I'd give you money.	أنا لو كنت غنية, كنت أود أن أعطيك المال.
>>ara<< If he doesn't come, what'll you do?	ماذا ستصنع لو لم يأت؟
>>ara<< If we leave now, we should make it.	إن غادرنا الآن فسنصل على الوقت.
>>ara<< Is there something you want to buy?	أهناك شيء تريد شراءه؟
>>ara<< It is difficult to give up smoking.	الإقلاع عن التدخين صعب.
>>ara<< It looks like it'll be clearing up.	يظهر أن الجو سيصير صحوًا.
>>ara<< It was a nerve-wracking experience.	كانت تجربة محطمة للأعصاب.
>>ara<< It's a popular tourist destination.	انهُ مقصد سياحي مشهور.
>>ara<< It's been raining since last night.	ما زالت تمطر منذ ليلة البارحة.
>>ara<< It's more difficult than you think.	إنه أصعب مما تظن.
>>ara<< It's time for you to buy a new car.	حان الوقت لأن تشتري سيارة جديدة.
>>ara<< Leaky faucets waste a lot of water.	الصنبور المسرب يهدر الكثير من الماء
>>ara<< Let's hear Tom's explanation first.	لنسمع تفسير توم بدايةً.
>>ara<< Let's wait and see if that happens.	فلننتظر لنرى إن كان ذلك سيحدث.
>>ara<< Luckily, Tom had an extra umbrella.	لحسن الحظ وجود مظلة إضافية مع توم.
>>ara<< Many museums are closed on Mondays.	الكثير من المتاحف تكون مغلقة أيام الإثنين.
>>ara<< Mary had a tiff with her boyfriend.	تشاجرت ماري مع حبيبها .
>>ara<< Mathematics is my favorite subject.	الرياضيات مادّتي المفضّلة.
>>ara<< Maybe Tom can do something to help.	ربما توم يستطيع أن يفعل شيئاً للمساعدة.
>>ara<< Mr. Jackson is our history teacher.	الاستاذ جاكسون هو معلم التاريخ
>>ara<< My father isn't reading a book now.	أبي لا يقرأ كتاباً الآن.
>>ara<< My heart was filled with happiness.	امتلأ قلبي فرحاً.
>>ara<< My heart was filled with happiness.	امتلأ قلبي بالسعادة.
>>ara<< My internet connection was cut off.	انقطع اتصالي بالإنترنت.
>>ara<< My name doesn't appear on the list.	اسمي لم يظهر في القائمة.
>>ara<< My name doesn't appear on the list.	اسمي لا يبدو في القائمة.
>>ara<< My sister and I went to the castle.	ذهبت مع أختي إلى القلعة.
>>ara<< My sister made me a beautiful doll.	صنعت لي أختي دميةً جميلة.
>>ara<< My sister resembles my grandmother.	أختي تشبه جدتي.
>>ara<< My sister saw it with her own eyes.	رأته أختي بأم عينيها.
>>ara<< No one I know talks to Tom anymore.	لا أحد أعرفهُ يتحدث إلى توم بعد الآن.
>>ara<< Not all of us are against his idea.	لسنا جميعنا ضد هذه الفكرة.
>>ara<< Nothing is achieved without effort.	لا إنجاز بلا جهد .
>>ara<< One million people died in the war.	مات مليون شخص في الحرب.
>>ara<< One stayed and the other went away.	بقيَ واحد وذهب الآخر.
>>ara<< One way or another, we'll find Tom.	بطريقة أو بأخرى سنجد توم.
