>>tuk<< Go.	Gitmek.
>>tuk<< Why did you live in Boston last year?	Sen geçen ýyl näme üçin Bostonda ýaşadyñ?
>>tuk<< Will you come with me to the concert?	Sen meniň bilen konserte geljekmi?
>>tuk<< Would it bother you if I smoked here?	Eger men bu ýerde çilim çeksem seniñ gaharyñ gelermi?
>>tuk<< Would you like to go fishing with us?	Biz bilen balyk tutmana gitmek isleýäñmi?
>>tuk<< You don't do that very often, do you?	Muny hemişe etmezsiň dälmi?
>>tuk<< Actually, I'm not suggesting anything.	Aslynda, men hiç zat maslahat beremok.
>>tuk<< Did you forget to set your alarm, Tom?	Alarmy gurmagy ýadyňdanmy çykardyň?Tom.
>>tuk<< Did you put water in the refrigerator?	Sen suwy sowadyja goýduñmy?
>>tuk<< Did you put water in the refrigerator?	Siz suwy sowadyja goýduñyzmy?
>>tuk<< He became famous throughout the world.	Ol dünýä ýüzüne tanymal boldy.
>>tuk<< How many hours did you work yesterday?	Düýn näçe sagat işlediñ?
>>tuk<< I can't believe Tom doesn't like Mary.	Men Tomuň Meriny halamaýandygyna ynanyp bilemok.
>>tuk<< I can't come up with a plan right now.	Şu wagt bir plan aýdyp bilmerin.
>>tuk<< I can't concentrate while you're here.	Sen bu ýerdekän üns berip bilmerin.
>>tuk<< I can't say that I like Tom very much.	Men Tomy gaty gowy görýän diýip biljek däl.
>>tuk<< I didn't have a good time last Sunday.	Geçen ýekşenbe güni gowy wagt geçirmedim.
>>tuk<< I didn't know where Tom was taking me.	Tomuň meni nirä äkidip barýandygyny men bilemokdym..
>>tuk<< I didn't mean to give that impression.	Men beýle täsir bermegi göz öňünde tutmadym.
>>tuk<< I don't have to go if I don't want to.	Men gidesim gelmese gitmäne borçly däl.
>>tuk<< I don't know how Tom feels about that.	Tomyň bu barada nähili pikirdedigini bilemok.
>>tuk<< I don't like the color of these shoes.	Men şu aýakgaplaryň reňkini halamok.
>>tuk<< I have a lot of problems to deal with.	Meñ çözmeli kynçylyklarym köp.
>>tuk<< I hope Tom knows who wants to do that.	Men Tomyñ ony kimiñ edesiniñ gelýändigini bilýändir diýip umyt edýärin.
>>tuk<< I know what you must be going through.	Seniñ nämeleri başdan geçirýäniñi bilýärin.
>>tuk<< I put my wife's glasses on by mistake.	Men aýalymyñ äýnegini ýalñyşlyk bilen goýupdyryn.
>>tuk<< I saw Tom yesterday and he looked sad.	Düýn Tomy gördüm we gynançly görünýärdi.
>>tuk<< I spend a lot of time studying French.	Men Fransuz dilini öwrenmek üçin köp wagtymy sarp etdim.
>>tuk<< I think Tom will permit us to do that.	Meniň pikirimçe Tom bize şony etmäge rugsat berer.
>>tuk<< I think that Tom is a really nice kid.	Men Tom hakykatdanam gowy çagadyr diýip pikir edýärin.
>>tuk<< I think that's a very stupid argument.	Meniň pikirimçe bu örän bolgusyz jedel.
>>tuk<< I thought Tom wouldn't recognize Mary.	Sen Merini tanamazdyň diýip pikir etdim.
>>tuk<< I thought Tom wouldn't recognize Mary.	Siz Merini tanamazdyňyz diýip pikir etdim.
>>tuk<< I told you to never speak to me again.	Men bilen hiç haçan gepleşmemegiňi aýdypdym.
>>tuk<< I was told that I should see a doctor.	Lukmana görünmelidigimi aýtdylar.
>>tuk<< I was told that I should see a doctor.	Lukmany görmek gerekdigi aýdyldy.
>>tuk<< I went to primary school in Australia.	Men başlangyç mekdebe Awstraliýada bardym.
>>tuk<< I won't go out until it stops raining.	Ýagyş ýagmasyny goýýança, daşaryk çykjak däl.
>>tuk<< I'll have to go and see what I can do.	Gitmek we näme edip bilýandigimi görmäge mejburyn.
>>tuk<< I'm not as innocent as you think I am.	Men seniñ pikir edişiñ ýaly günäsiz däl.
>>tuk<< I'm sure we'll be able to manage that.	Men ony çyndanam dolandyryp biljegime ynanýaryn.
>>tuk<< I'm the one who got us into this mess.	Bizi bu urşa goşan men.
>>tuk<< If you don't have a pen, use a pencil.	Eger ruçkaň ýok bolsa, gaam ulan.
>>tuk<< If you don't have a pen, use a pencil.	Eger ruçkaňyz ýok bolsa, galam ulanyň.
>>tuk<< It looks like Tom won't be here today.	Tom bu gün bu ýere gelmejege meñzeýär.
>>tuk<< It was dark when we reached the hotel.	Biz myhmanhana ýetenimizde howa garalypdy.
>>tuk<< My baby began crying, asking for milk.	Çagam aglap başlady,süýt isledi
>>tuk<< No two words are identical in meaning.	Hiç bir iki söz many taýdan bir däldir.
>>tuk<< Nobody knew Tom couldn't speak French.	Tomuň fransuzça gürläp bilmeýändigini hiç kim bilenokdy.
>>tuk<< Please put it back where you found it.	Haýyş, muny tapan ýeriňizde goýuň.
>>tuk<< Please put it back where you found it.	Haýyş, muny tapan ýeriňde goý.
>>tuk<< Step forward and make room for others.	Bir ädim öñe süýş we başgalara ýer ber.
>>tuk<< The jewel was stolen during the night.	Gymmatbaha daş gije ogurlandy.
>>tuk<< The jewel was stolen during the night.	Gymmatbaha daş gije ogurlanypdyr.
>>tuk<< The office is having a farewell party.	Ofis hoşgal baýramçylygy belleýär.
>>tuk<< There's a book lying open on the desk.	Ol ýerde,stoluň üstünde üsti açyk kitap dur.
>>tuk<< They don't have to go to school today.	Olara bu gün mekdebe gitmek hökman däldir.
>>tuk<< Those people might be able to help us.	Bu adamlar bize komek edebilir.
>>tuk<< Tom covered his mouth when he sneezed.	Tom asgyranda agzyny ýapdy.
>>tuk<< Tom didn't even know Mary's last name.	Tom Maryniñ familiýasynam bilenok eken.
>>tuk<< Tom didn't know where his car key was.	Tom öz ulagynyň açarynyň drdedigini bilmeýärdi.
>>tuk<< Tom didn't want to be eaten by wolves.	Tom möjekler tarapyndan iýilmek islemedi.
>>tuk<< Tom doesn't have the skill to do that.	Tomyñ ony etmäge ukyby ýok.
>>tuk<< Tom doesn't know anyone at our school.	Tom biziň mekdebimizde hiç kimi tananok.
>>tuk<< Tom hadn't been expecting that answer.	Tom ol jogaba garaşanokdy
>>tuk<< Tom hadn't been expecting that answer.	Tom beýle jogaba garaşanokdy
>>tuk<< Tom is in his office, doing paperwork.	Tom öz ofisinde ýazuw işleri bilen meşgullanýar.
>>tuk<< Tom is older than all of us, isn't he?	Tom hemmämizden garry,dälmi?
>>tuk<< Tom is on his way back home, isn't he?	Tom öýe dolanýar,dälmi?
>>tuk<< Tom is on his way to Boston, isn't he?	Tom Bostona gidýär,dälmi?
>>tuk<< Tom is on the baseball team, isn't he?	Tom beýzbol toparynda,dälmi?
>>tuk<< Tom is peeling the potatoes, isn't he?	Tom kartoşkalaryñ daşyny aýyrýar,dälmi?
>>tuk<< Tom is permitted to do that, isn't he?	Tom muny etmek üçin rugsatly,dälmi?
>>tuk<< Tom is planning to be there, isn't he?	Tom ol ýerde bolmagy planlaýar,dälmi?
>>tuk<< Tom is pretty bad at French, isn't he?	Tom Fransuzçada örän ýaman, dälmi?
>>tuk<< Tom made me swear not to say anything.	Tom maňa hiç zaýt aýtmajagym barada kasam etdirdi.
>>tuk<< Tom needs to do that before he leaves.	Tom ony gitmezinden ozal etmeli.
>>tuk<< Tom says he has actually seen a ghost.	Tom hakykatdanam ruh gördügini aýdýar.
>>tuk<< Tom took Mary to Australia for a week.	Tom Meryny bir hepdelik Awstraliýa alyp gitdi.
>>tuk<< Tom was born on a cold winter morning.	Tom sowuk bir gyş azanynda dünýä indi.
>>tuk<< Tom wasn't very frugal with his money.	Tom öz puly bilen tygşytly bolmady.
>>tuk<< Tom won't permit you to do that again.	Tom saňa bu zady täzeden etmäge rugsat bermez.
>>tuk<< Tom would do that if he had more time.	Tomyñ ýeterlik wagty bolan bolsa ederdi.
>>tuk<< Vultures circled over the dead bodies.	Garaguşlar öli bedenleriň üstünden aýlandy.
>>tuk<< We aren't going anywhere in this rain.	Biz ýagýşly günde hiç ýere gitmeris.
>>tuk<< We aren't going anywhere in this rain.	Biz ýagýşly günde hiç ýere gidemzok.
>>tuk<< We have something we need to tell Tom.	Biziň Toma aýtmaly zadymyz bar.
>>tuk<< We've seen this happen too many times.	Muny birnäçe gezek bolandygyny gördük.
>>tuk<< What happened doesn't change anything.	Name bolup geçen bolsa da, hiç zady üýtgetmeýär.
>>tuk<< What you're looking for is right here.	Señ gözleýän zadyñ edil şu ýerde.
>>tuk<< Why haven't you been to Boston lately?	Näme üçin ýakyn wagtlarda Bostona gitmediň?
>>tuk<< Why wouldn't you allow Tom to do that?	Tomuň muny etmesine näme üçin rugsat bermeýärsiň?
>>tuk<< Will Tom come with his wife, or alone?	Tom öz aýaly bilen gelermi ýa-da ýeke özi?
>>tuk<< You know that I love all three of you.	Men seniñ üç zadyñam gowy görýärin.
>>tuk<< You know that I love all three of you.	Men sendäki üç zadam gowy görýärin
>>tuk<< You know that I love all three of you.	Men sizdäki üç zadyñ hemmesinem gowy görýärin
>>tuk<< You must be prepared for an emergency.	Sen gaýragoýulmasyz ýagdaýa taýyn bolmaly.
>>tuk<< You should buy your ticket in advance.	Biletiñi öñünden almaly sen.
>>tuk<< You've never studied French, have you?	Sen hiç haçan Fransuz dilini öwrenmediñ şeýle dämi?
>>tuk<< You've never studied French, have you?	Sen hiç haçan Fransuz dilini öwrenmediñ şeýle gerek?
>>tuk<< You've never studied French, have you?	Sen hiç haçan Fransuzça okamadyñ şeýle dämi?
>>tuk<< All you have to do is give this to Tom.	Diňe etmeli zadyň muny Toma bermek.
>>tuk<< As soon as you tell me how, I'll do it.	Men ony nähili etmelidigimi aýdan badyňa ederin.
>>tuk<< Both Tom and Mary have dyed their hair.	Tom we Mary saçlaryny boýadylar.
>>tuk<< Can I talk with you alone for a moment?	Men seniñ bilen biraz ýekelikde gürleşip bilerinmi?
>>tuk<< Could you please proofread this for me?	Şuny meniň üçin barlap düzediş girizip bilerdiňizmi?
>>tuk<< Do you have a moment to talk about Tom?	Tom hakda gürleşmäge az salymyň barmy?
>>tuk<< Do you have a moment to talk about Tom?	Tom hakda gürleşmäge az salymyňyz barmy?
>>tuk<< Do you know why Tom decided to do that?	Sen Tomuň näme üçin şony etmek kararyna gelendigini bilýärsiňmi?
>>tuk<< Do you know why Tom decided to do that?	Siz Tomuň näme üçin şony etmek kararyna gelendigini bilýärsiňizmi?
>>tuk<< Have you made progress in your studies?	Işleriňde öňe gidişlikler boldymy?
>>tuk<< How much time will you be in Australia?	Sen Awstraliýada näçe wagt bolarsyň?
>>tuk<< I can't believe you just called me fat.	Men seniñ maña semiz diýeniñe ynanyp bilemok
>>tuk<< I can't believe you just called me old.	Men seniñ maña garry diýeniñe ynanyp bilemok.
>>tuk<< I didn't specify exactly what I wanted.	Men özümiň näme isleýändigimi anyk takyklamadym.
>>tuk<< I don't have many friends in this town.	Meniň bu şäherçede kän dostlarym ýok.
>>tuk<< I don't like to be corrected in public.	Meni köpçülikde düzetseler halamaýaryn.
>>tuk<< I don't like to be corrected in public.	Men köpçülikde düzeldilsem halamaýaryn.
>>tuk<< I don't really think that Tom did that.	Men ony Tom edendir öýdemok.
>>tuk<< I had a great time with you last night.	Men geçen agşam seniñ bilen gowy wagt geçirdim
>>tuk<< I hope that we made the right decision.	Biz dogry netijä gelendiris diýip men umyt edýärin.
>>tuk<< I know that Tom has lived in Australia.	Men Tomuň Awstraliýada ýaşandygyny bilýän.
>>tuk<< I saw Tom talking to Mary this morning.	Bu gün irden Tomuň Mary bilen gepleşip durandygyny gördüm.
>>tuk<< I think I could've done that by myself.	Men ony özbaşdak edibilerdim diýip pikir edýärin.
>>tuk<< I think that Tom is the one who'll win.	Meniň pikirimçe Tom gazananlaryň arasynda bolar.
>>tuk<< I think you need to repaint your house.	Meniň pikirimçe sen öz öýüňi täzeden boýamaly.
>>tuk<< I try to travel with only one suitcase.	Men diňe bir çemedan bilen syýahat etmäge çalyşýaryn.
>>tuk<< I want to meet Tom as soon as possible.	Iň ýakyn zamanda Tom bilen tanyşmak isleýärin.
>>tuk<< I'll be with you every step of the way.	Ýoluň her ädiminde men seniň bilen bolaryn.
>>tuk<< I've already told you I didn't do that.	Saña ony etmejegimi öñem aýtdym.
>>tuk<< It wasn't as easy as I thought it'd be.	Meniñ pikir edişim ýaly bu añsat bolmady
>>tuk<< It'll probably be expensive to do that.	Ony ýetmek belki-de gymmat düşer.
>>tuk<< It's a few minutes after three o'clock.	Üçden biraz minut geçdi
>>tuk<< My mouth was full so I couldn't answer.	Meñ agzym doly bolansoñ jogap berip bilmedim.
>>tuk<< My neighbor complained about the noise.	Goňşym goh barada zeýrendi.
>>tuk<< Neither Tom nor Mary went to Australia.	Ne Tom, ne-de Meri Awstraliýa gidip görmediler.
>>tuk<< She advised him to take a long holiday.	Ol gyz oňa uzyn dynç alyş almalydygyny maslahat berdi.
>>tuk<< Tell me how to use the washing machine.	Maňa aýdaýda egin-eşik yuwyjy enjamy nähili ulanmaly
>>tuk<< That's not what Tom really needs to do.	Bu gaty bir Tomuň etmeli zady däl.
>>tuk<< That's nothing you need to worry about.	Bu seniň alada etmeli zadyň däl.
>>tuk<< That's nothing you need to worry about.	Bu siziň alada etmeli zadyňyz däl.
>>tuk<< The answer Tom gave seemed wrong to me.	Tomyñ beren jogaby maña ýalñyş bolup göründi.
>>tuk<< The entire nation was glad at the news.	Hemme millet täzelikden minnetdar boldy.
>>tuk<< The man you saw yesterday was my uncle.	Seniň düýn gören kişiň menip daýym
>>tuk<< The sun went down behind the mountains.	Gün bugün daglaryn arkasyndan dogdy.
>>tuk<< These people are anything but innocent.	Bu adamlar hemme zat bolup biler ýöne bigünä däl.
>>tuk<< Tom and Mary often play chess together.	Tom bilen Mery şahmaty köplenç bile oýnaýarlar.
>>tuk<< Tom came home from Australia last week.	Tom öýüne Awstraliýadan geçen hepdede geldi.
>>tuk<< Tom couldn't tell what the problem was.	Tom näme mesele bolanyny aýdyp bilmedi.
>>tuk<< Tom couldn't think about anything else.	Tom başga zat barada pikirlenip bilmedi.
>>tuk<< Tom is going to be back in the morning.	Tom yzyna irden geler.
>>tuk<< Tom is going to tell us about his trip.	Tom bize gezelenji barada aýdyp berjek bolýar.
>>tuk<< Tom lay on a sofa with his eyes closed.	Tom diwanyñ üstüne gözleri ýumulgy ýatdy.
>>tuk<< Tom looks a lot like his older brother.	Tom uly doganyna juda meňzeýär.
>>tuk<< Tom promised to do that, but he didn't.	Tom ony etjekdigine söz berdi, emma öz sözünde durmady.
>>tuk<< Tom said that Mary was driving the car.	Tom Marynyň maşyn sürýändigini aýtdy
>>tuk<< Tom said that he might never come back.	Tom hiç haçan yzyna dolanip bilmezdigini aýtdy.
>>tuk<< Tom served as chairman for three years.	Tom üç ýyllap başlyk bolup hyzmat etdi.
>>tuk<< Tom teaches at three different schools.	Tim üç dürli mekdeplerde okadýar.
>>tuk<< Tom thought he had a chance to survive.	Tom onuň halas bolmagyna mümkinçilik bardyr diýip pikir etdi.
>>tuk<< Tom told Mary she was his one and only.	Tom Merä onuň özüniň ýeketägidini aýtdy.
>>tuk<< Tom went to visit his sister in Boston.	Tom Bostondaky uýasyny görmäge gitdi.
>>tuk<< Tom went to visit his sister in Boston.	Tom Bostondaky gyz doganyny görmäge gitdi.
>>tuk<< Tom went to visit his sister in Boston.	Tom Bostondaky aýal doganyny görmäge gitdi.
>>tuk<< Tom would like it if somebody did that.	Eger kimdir biri şony etse Toma gowy boljak.
>>tuk<< We have the death penalty for a reason.	Bizde ölüm jezasynyñ bolmagynyñ sebäbi bar.
>>tuk<< We should do away with this regulation.	Biz şu düzgünden dynmaly.
>>tuk<< We should probably get you to a doctor.	Belkim sizi bir doktora alyp gitmeli biz.
>>tuk<< When did you decide to let Tom do that?	Sen haçan Toma muny etmäge rugsat bermeli diýen netijä geldiň?
>>tuk<< When did you decide to let Tom do that?	Siz haçan Toma muny etmäge rugsat bermeli diýen netijä geldiňiz?
>>tuk<< Why don't we all go to Boston together?	Näme üçin biziň hemmämiz bile Bostona gidemzok?
>>tuk<< Wouldn't it be better to do that today?	Muny bu gün etsek gowy bolmazmy?
>>tuk<< Yesterday was your birthday, wasn't it?	Düýn seniň doglan günüňdimi?
>>tuk<< You made the same mistake as last time.	Iň soňky eden ýaalňyşyňy ýene etdiň.
>>tuk<< You ought to take your father's advice.	Men siziň kakaňyzyň maslahatyna eýermelidim.
>>tuk<< You ought to take your father's advice.	Men seniň kakaň maslahatyny almalydym.
>>tuk<< You should go to a dentist immediately.	Derrew bir diş lukmanyna ýüz tutmaly sen.
>>tuk<< All students have access to the library.	Hemme okuwçylaryñ kitaphana gitmäge haky bar.
>>tuk<< Are you still doing what you want to do?	Sen şu wagt hem öz edesiň gelýän zady edýärsiňmi?
>>tuk<< Brains consume 25% of the body's energy.	Beýni bedeniň energiýasynyň 25%-ni ulanýar.
>>tuk<< Can you please tell me what's happening?	Näme bolýandygyny maňa aýdyp bilersiňmi?
>>tuk<< Can you please tell me what's happening?	Näme bolýandygyny maňa aýdyp bilersiňizmi?
>>tuk<< Could you go get some wood for the fire?	O:t üçin biraz odun getirip bilerdiňizmi?
>>tuk<< Could you go get some wood for the fire?	O:t üçin odun getirip bilerdiňmi?
>>tuk<< Do you know the reason why Tom was late?	Tomyñ gijä galmagynyñ sebäbini bilýäñmi?
>>tuk<< He waited for the elevator to come down.	Ol liftiň aşak düşmegine garaşdy.
>>tuk<< How long do baseball games usually last?	Beýsbol oýny ortaça näçe wagt dowam edýär?
>>tuk<< How many novels did you read last month?	Sen geçen aý näçe eser okadyñ?
>>tuk<< How many novels did you read last month?	Siz geçen aý naçe eser okadyñyz?
>>tuk<< I couldn't tell you even if I wanted to.	Islesem hem saňa aýdyp bilmeýän.
>>tuk<< I didn't know why my car wouldn't start.	Men özümiň maşynyň näme üçin ýöräp başlamaýandygyny bilmeýärdim.
