>>pol<< Go.	Idź.
>>pol<< Somebody's elbow touched my back.	Czyjś łokieć dotknął moich pleców.
>>pol<< Someone is raking leaves outside.	Na dworze ktoś grabi liście.
>>pol<< Something has happened to my car.	Coś stało się z moim samochodem.
>>pol<< Sometimes I don't understand you.	Czasami Cię nie rozumiem.
>>pol<< Sorry, you have the wrong number.	Przykro mi, to pomyłka.
>>pol<< Study in the cool of the morning.	Ucz się w chłodzie o poranku.
>>pol<< Success depends mostly on effort.	Sukces zależy głównie od wysiłku.
>>pol<< Swimming is good for your health.	Pływanie jest dobre dla zdrowia.
>>pol<< Take a look at the attached page.	Spójrz na załączoną stronę.
>>pol<< Tell her not to get near the dog.	Powiedz jej, by nie zbliżała się do tego psa.
>>pol<< Ten years is a long time to wait.	Dziesięć lat to długi czas oczekiwania.
>>pol<< Thank you for the wonderful meal.	Dziękuję za wspaniały posiłek.
>>pol<< Thanks for helping me fix my car.	Dziękuje za pomoc w naprawianiu samochodu.
>>pol<< That old man caught a large fish.	Ten staruszek złapał dużą rybę.
>>pol<< That was a nifty way of doing it.	To był sprytny sposób na zrobienie tego.
>>pol<< That's not as simple as it looks.	To nie takie proste jak by się mogło wydawać.
>>pol<< That's not as simple as it looks.	To nie takie proste jak się wydaje.
>>pol<< That's not what I was hoping for.	To nie jest to na co liczyłem.
>>pol<< That's simple breach of contract.	To jest zwyczajne naruszenie umowy.
>>pol<< That's something I've never done.	Tego nigdy nie robiłem.
>>pol<< That's what I wanted to find out.	To jest to, czego chciałem się dowiedzieć.
>>pol<< That's what the government wants.	Tego chce rząd.
>>pol<< That's why I want to talk to Tom.	Dlatego chcę porozmawiać z Tomem.
>>pol<< The United States borders Canada.	Stany Zjednoczone graniczą z Kanadą.
>>pol<< The appendix is about 10 cm long.	Wyrostek ma około 10 cm długości.
>>pol<< The beauty is beyond description.	Piękno jest nie do opisania.
>>pol<< The bed in Tom's room was unmade.	Łóżko w pokoju Toma było niezrobione.
>>pol<< The boat anchored near the shore.	Łódź zakotwiczyła blisko brzegu.
>>pol<< The boy acknowledged having lied.	Chłopiec przyznał się do kłamstwa.
>>pol<< The boy acknowledged having lied.	Chłopiec przyznał, że skłamał.
>>pol<< The boy entered by the back door.	Chłopiec wszedł tylnymi drzwiami.
>>pol<< The boy threw a stone at the dog.	Chłopiec rzucił kamieniem w psa.
>>pol<< The bridge is under construction.	Most jest w budowie.
>>pol<< The bus leaves every ten minutes.	Autobus odjeżdża co dziesięć minut.
>>pol<< The cat is sleeping on the chair.	Kot śpi na krześle.
>>pol<< The cat is sleeping on the table.	Kotka śpi na stole.
>>pol<< The cat is sleeping on the table.	Kot śpi na stole.
>>pol<< The cat likes to sleep beside me.	Kot lubi ze mną spać.
>>pol<< The cat seems to want some water.	Ten kot zdaje się chcieć wody.
>>pol<< The cat seems to want some water.	Kot chyba chce się napić wody.
>>pol<< The cause of the fire is unknown.	Przyczyna pożaru nie jest znana.
>>pol<< The clock is above the fireplace.	Zegar jest nad kominkiem.
>>pol<< The computer repair took all day.	Naprawa komputera zajęła cały dzień.
>>pol<< The doctors thought it was funny.	Lekarze myśleli, że to śmieszne.
>>pol<< The door of the office is yellow.	Drzwi do biura są żółte.
>>pol<< The eagle soared through the air.	Orzeł wzbił się w powietrze.
>>pol<< The fuel tank in the car is full.	Zbiornik paliwa w samochodzie jest pełen.
>>pol<< The general inspected the troops.	Generał dokonał przeglądu wojsk.
>>pol<< The girl was trembling with fear.	Dziewczynka trzęsła się ze strachu.
>>pol<< The hat costs less than the coat.	Kapelusz kosztuje mniej niż płaszcz.
>>pol<< The heat of the sun hardens clay.	Słońce utwardza glinę.
>>pol<< The hermit lived in a wooden hut.	Pustelnik żył w drewnianej chatce.
>>pol<< The hotel has a homey atmosphere.	W tym hotelu panuje domowa atmosfera.
>>pol<< The ice cracked under the weight.	Lód załamał się pod ciężarem.
>>pol<< The ladies were in evening dress.	Damy były w wieczorowych sukniach.
>>pol<< The lake is a long way from here.	To jezioro jest daleko stąd.
>>pol<< The lamp is connected to a timer.	Lampa jest podłączona do zegara.
>>pol<< The loss amounted to 100 dollars.	Strata wyniosła 100 dolarów.
>>pol<< The medicine gave instant relief.	Ten lek dał natychmiastową ulgę.
>>pol<< The meeting won't last that long.	Spotkanie nie potrwa długo.
>>pol<< The moment he saw me he ran away.	Kiedy mnie zobaczył, uciekł.
>>pol<< The moment he saw me he ran away.	Uciekł kiedy mnie zobaczył.
>>pol<< The most expensive thing is land.	Najdroższą rzeczą jest ląd.
>>pol<< The mouse ran underneath the bed.	Mysz wbiegła pod łóżko.
>>pol<< The movie received mixed reviews.	Ten film zebrał mieszane recenzje.
>>pol<< The movie was a whopping success.	Ten film był ogromnym sukcesem.
>>pol<< The museum is not open on Monday.	Muzeum w poniedziałki jest nieczynne.
>>pol<< The museum is open to the public.	Muzeum jest otwarte dla zwiedzających.
>>pol<< The neighbor didn't see anything.	Sąsiad niczego nie widział.
>>pol<< The office was cleaned yesterday.	Biuro zostało wczoraj posprzątane.
>>pol<< The pain will eventually go away.	Ból w końcu przejdzie.
>>pol<< The parrot escaped from its cage.	Papuga uciekła z klatki.
>>pol<< The parrot escaped from its cage.	Papuga uciekła ze swojej klatki.
>>pol<< The patient's life was in danger.	Życie pacjenta było zagrożone.
>>pol<< The people demand social justice.	Ludzie domagają się sprawiedliwości społecznej.
>>pol<< The people demand social justice.	Naród domaga się sprawiedliwości społecznej.
>>pol<< The phone doesn't work right now.	Telefon teraz jest nieczynny.
>>pol<< The phone was out of order again.	Telefon był znowu popsuty.
>>pol<< The picnic hasn't been cancelled.	Nie odwołano pikniku.
>>pol<< The prawn cocktail was delicious.	Koktajl z krewetek był pyszny.
>>pol<< The prawn cocktail was delicious.	Krewetkowy koktajl był pyszny.
>>pol<< The prince was lost in the woods.	Książę został zgubiony w lesie.
>>pol<< The room is too small to play in.	Pokój jest za mały, żeby się w nim bawić.
>>pol<< The rumor is true to some extent.	Ta plotka jest w pewnym stopniu prawdą.
>>pol<< The second lesson is very simple.	Druga lekcja jest bardzo prosta.
>>pol<< The ship appeared on the horizon.	Na horyzoncie pojawił się statek.
>>pol<< The smell of food made me hungry.	Zapach jedzenia sprawił, że zgłodniałem.
>>pol<< The sound of rain is music to me.	Dźwięk deszczu jest dla mnie jak muzyka.
>>pol<< The stadium is accessible by bus.	Do stadionu można dotrzeć autobusem.
>>pol<< The sun always rises in the east.	Słońce zawsze wstaje na wschodzie.
>>pol<< The table doesn't take much room.	Stół nie zajmuje dużo miejsca.
>>pol<< The telephone rang several times.	Telefon dzwonił kilka razy.
>>pol<< The television set isn't working.	Telewizor nie działa.
>>pol<< The television set's not working.	Telewizor nie działa.
>>pol<< The traffic light changed to red.	Światła zmieniły się na czerwone.
>>pol<< The trail was not clearly marked.	Szlak nie był wyraźnie oznaczony.
>>pol<< The water flows under the bridge.	Woda płynie pod mostem.
>>pol<< The water is clear to the bottom.	Woda jest przejrzysta aż do dna.
>>pol<< The way you're doing it is wrong.	Źle to robisz.
>>pol<< The way you're doing it is wrong.	Nie robisz tego prawidłowo.
>>pol<< The wound left a scar on her arm.	Rana pozostawiła bliznę na jej ręce.
>>pol<< The wounded arrived by ambulance.	Ranni przybyli ambulansem.
>>pol<< There are few houses around here.	Jest kilka domów w okolicy.
>>pol<< There are limits to my knowledge.	O ile wiem, nie ma ograniczeń.
>>pol<< There are many beds in the manor.	W dworze jest wiele łóżek.
>>pol<< There are many islands in Greece.	W Grecji jest dużo wysp.
>>pol<< There are many parks in our town.	W naszym mieście jest wiele parków.
>>pol<< There are many problems to solve.	Jest dużo problemów do rozwiązania.
>>pol<< There are no chairs in this room.	W tym pokoju nie ma krzeseł.
>>pol<< There is no school during August.	W sierpniu nie ma szkoły.
>>pol<< There isn't a drop of water left.	Nie została już ani kropla wody.
>>pol<< There isn't going to be a change.	Nie będzie zmiany.
>>pol<< There was no mistake on his part.	Po jego stronie nie było błędu.
>>pol<< There's a basket under the table.	Pod stołem jest kosz.
>>pol<< There's a call for you. It's Tom.	Telefon do ciebie. To Tom.
>>pol<< There's a church behind my house.	Za moim domem jest kościół.
>>pol<< There's a white dove on the roof.	Na dachu jest biały gołąb.
>>pol<< There's an empty seat over there.	Tam jest wolne siedzenie.
>>pol<< There's milk in the refrigerator.	W lodówce jest mleko.
>>pol<< There's no cure for lovesickness.	Nie ma lekarstwa na chorobę z miłości.
>>pol<< There's no furniture in the room.	W pokoju nie ma mebli.
>>pol<< There's no need to speak so loud.	Nie ma potrzeby mówić tak głośno.
>>pol<< There's not a drop of water left.	Nie została już ani kropla wody.
>>pol<< There's one more item to discuss.	Jest jeszcze jedna rzecz do omówienia.
>>pol<< There's only one way to find out.	Jest tylko jeden sposób, żeby się dowiedzieć.
>>pol<< These pencils are the same color.	Te ołówki są tego samego koloru.
>>pol<< These rules are already in place.	Te zasady już obowiązują.
>>pol<< These suitcases are really heavy.	Te walizki są naprawdę ciężkie.
>>pol<< They are Japanese sumo wrestlers.	Oni są japońskimi zapaśnikami sumo.
>>pol<< They are always hard up for food.	Oni zawsze mają problem z jedzeniem.
>>pol<< They aren't doing anything wrong.	Nie robią nic złego.
>>pol<< They blamed him for the accident.	Obwiniają go za wypadek.
>>pol<< They didn't even know themselves.	Oni się nawet nie znali.
>>pol<< They elected her to be the mayor.	Wybrali ją na burmistrza.
>>pol<< They fell into each other's arms.	Padli sobie w ramiona.
>>pol<< They gave him a chance to escape.	Dali mu szansę uciec.
>>pol<< They haven't done anything wrong.	Nie zrobili nic złego.
>>pol<< They haven't done anything wrong.	Nie zrobili nic źle.
>>pol<< They mistook him for his brother.	Pomylili go z jego bratem.
>>pol<< They moved in just the other day.	Wprowadzili się tu ostatnio.
>>pol<< They must've skipped out of town.	Chyba wyskoczyli gdzieś za miasto.
>>pol<< They were listening to the radio.	Słuchali radia.
>>pol<< They were listening to the radio.	Słuchały radia.
>>pol<< They're not doing anything wrong.	Nie robią nic złego.
>>pol<< Things aren't getting any better.	Sprawy nie idą ku lepszemu.
>>pol<< Think carefully before answering.	Zastanów się dobrze, zanim odpowiesz.
>>pol<< Think carefully before answering.	Zastanówcie się dobrze, zanim odpowiecie.
>>pol<< Think carefully before answering.	Niech pani dobrze się zastanowi, zanim pani odpowie.
>>pol<< Think carefully before answering.	Niech pan dobrze się zastanowi, zanim pan odpowie.
>>pol<< Think carefully before answering.	Niech państwo dobrze się zastanowią, zanim państwo odpowiedzą.
>>pol<< This book is worth reading twice.	Ta książka jest warta przeczytania dwa razy.
>>pol<< This desk is a little low for me.	To biurko jest dla mnie odrobinę za niskie.
>>pol<< This desk takes up too much room.	To biurko zajmuje zbyt dużą część pokoju.
>>pol<< This extension cord is too short.	Ten przedłużacz jest za krótki.
>>pol<< This field has never been plowed.	To pole nigdy nie zostało zaorane.
>>pol<< This information is confidential.	Ta informacja jest poufna.
>>pol<< This is the house where he lives.	Oto dom, w którym mieszka.
>>pol<< This is the reason why he did it.	Zrobił to właśnie z tego powodu.
>>pol<< This is the reason why he did it.	To właśnie dlatego to zrobił.
>>pol<< This isn't the last train, is it?	To chyba nie jest ostatni pociąg?
>>pol<< This knife was very useful to me.	Ten nóż był dla mnie bardzo przydatny.
>>pol<< This medicine is good for a cold.	To lekarstwo jest dobre na przeziębienie.
>>pol<< This month was kind of difficult.	Ten miesiąc był raczej trudny.
>>pol<< This plant grew little by little.	Roślina ta rosła stopniowo.
>>pol<< This poem was written last night.	Ten wiersz został napisany wczoraj w nocy.
>>pol<< This problem is a real challenge.	Ten problem stanowi prawdziwe wyzwanie.
>>pol<< This sentence doesn't make sense.	To zdanie nie trzyma się kupy.
>>pol<< This sentence doesn't make sense.	To zdanie nie ma sensu.
>>pol<< This sentence doesn't make sense.	To zdanie jest bezsensowne.
>>pol<< This suit seems really expensive.	Ten garnitur wygląda na naprawdę drogi.
>>pol<< This sweater is too tight for me.	Ten sweter jest na mnie za ciasny.
>>pol<< This train stops at all stations.	Ten pociąg zatrzymuje się na wszystkich stacjach.
>>pol<< This used to be a beautiful city.	Kiedyś było to piękne miasto.
>>pol<< This wristwatch is very valuable.	Ten zegarek na rękę jest bardzo cenny.
>>pol<< Tired of reading, she took a nap.	Zmęczona czytaniem zdrzemnęła się.
>>pol<< To be honest, I didn't know that.	Szczerze mówiąc, nie wiedziałem tego.
>>pol<< Today's the twentieth of October.	Dzisiaj jest dwudziesty października.
>>pol<< Tom admires Mary for her honesty.	Tom podziwia Mary za jej uczciwość.
>>pol<< Tom almost didn't recognize Mary.	Tom prawie nie rozpoznał Mary.
>>pol<< Tom always seems to be confident.	Tom zawsze wydaje się pewny siebie.
>>pol<< Tom and I used to live in Boston.	Tom i ja mieszkaliśmy w Bostonie.
>>pol<< Tom and I were alone in the cave.	Ja i Tom byliśmy sami w jaskini.
>>pol<< Tom and Mary are always together.	Tom i Mary zawsze są razem.
>>pol<< Tom and Mary are in the audience.	Tom i Mary są na widowni.
>>pol<< Tom and Mary are my friends, too.	Tom i Mary też są moimi przyjaciółmi.
>>pol<< Tom and Mary are still in Boston.	Tom i Mary są wciąż w Bostonie.
>>pol<< Tom and Mary are still very busy.	Tom i Mary nadal są bardzo zajęci.
>>pol<< Tom and Mary are waiting outside.	Tom i Mary czekają na zewnątrz.
>>pol<< Tom and Mary aren't always right.	Tom i Mary nie zawsze mają rację.
>>pol<< Tom and Mary both did that again.	Tom i Maria oboje znowu to zrobili.
>>pol<< Tom asked Mary if she drank beer.	Tom spytał Mary, czy piła piwo.
>>pol<< Tom asked Mary if she was hungry.	Tom spytał Mary, czy jest głodna.
>>pol<< Tom asked Mary to call him later.	Tom poprosił Mary, by zadzwoniła do niego później.
>>pol<< Tom asked Mary where the dog was.	Tom spytał Mary, gdzie jest pies.
>>pol<< Tom asked Mary which way to turn.	Tom spytał Mary, w którą stronę skręcić.
>>pol<< Tom asked the old man who he was.	Tomek zapytał starca, kim jest.
>>pol<< Tom became famous as a violinist.	Tom został znanym skrzypkiem.
>>pol<< Tom became famous as a violinist.	Tom został słynnym skrzypkiem.
>>pol<< Tom believed in Mary's innocence.	Tom uwierzył w niewinność Mary.
>>pol<< Tom bought a bottle of olive oil.	Tom kupił butelkę oliwy z oliwek.
>>pol<< Tom bought a bottle of olive oil.	Tom kupił butelkę oliwy.
>>pol<< Tom bought this for me in Boston.	Tom kupił to dla mnie w Bostonie.
>>pol<< Tom bought three loaves of bread.	Tom kupił trzy bochenki chleba.
>>pol<< Tom can blame no one but himself.	Tom może obwiniać tylko siebie.
>>pol<< Tom can't come with me to Boston.	Tom nie może przyjechać ze mną do Bostonu.
>>pol<< Tom cleaned the floor with a mop.	Tom wymył podłogę mopem.
>>pol<< Tom comes back from Boston today.	Tom wraca dziś z Bostonu.
>>pol<< Tom crossed the border illegally.	Tom przekroczył nielegalnie granicę.
>>pol<< Tom decided not to go to college.	Tom postanowił nie iść do college'u.
