>>tha<< Hi.	สวัสดี
>>tha<< There are some eggs in the box.	มีไข่บางส่วนอยู่ในกล่อง
>>tha<< There's a monster under my bed.	มีสัตว์ประหลาดใต้เตียงฉัน
>>tha<< There's something I need to do.	มีบางอย่างที่ฉันต้องทำ
>>tha<< These plants are all poisonous.	พืชเหล่านี้ล้วนมีพิษ
>>tha<< This is a great place to start.	นี่เป็นจุดเริ่มต้นที่ดี
>>tha<< This is one of the basic rules.	นี่เป็นหนึ่งในกฎพื้นฐาน
>>tha<< This is some of your best work.	นี่คือผลงานที่ดีที่สุดของคุณ
>>tha<< This is where Tom used to work.	นี่คือที่ที่ทอมเคยทำงาน
>>tha<< This isn't as easy as it looks.	มันไม่ง่ายอย่างที่คิด
>>tha<< Those houses are 500 years old.	บ้านพวกนั้นมีอายุ 500 ปี
>>tha<< Tom and I are going to be fine.	ทอมกับฉันจะสบายดี
>>tha<< Tom and I went to the cemetery.	ทอมกับผมไปสุสาน
>>tha<< Tom doesn't go fishing anymore.	ทอมไม่ไปตกปลาแล้ว
>>tha<< Tom is definitely going to win.	ทอมจะชนะแน่นอน
>>tha<< Tom is going to sell his house.	ทอมกำลังจะขายบ้านของเขา
>>tha<< Tom is not able to drive a car.	ทอมขี่รถไม่ได้
>>tha<< Tom is pouring a glass of milk.	ทอมกำลังรินนมหนึ่งแก้ว
>>tha<< Tom is taller than his brother.	ทอมสูงกว่าพี่ชายของเขา
>>tha<< Tom isn't as old as you, is he?	ทอมอายุไม่เท่าคุณเหรอ
>>tha<< Tom isn't telling us the truth.	ทอมไม่ได้บอกความจริงกับพวกเรา
>>tha<< Tom knows nothing about Boston.	ทอมไม่รู้อะไรเลยเกี่ยวกับบอสตัน
>>tha<< Tom knows that we aren't happy.	ทอมรู้ว่าเราไม่มีความสุข
>>tha<< Tom often eats fish for dinner.	ทอมมักจะกินปลาเป็นอาหารเย็น
>>tha<< Tom owns an estate in Scotland.	ทอมเป็นเจ้าของที่ดินในสก๊อตแลนด์
>>tha<< Tom picked up the broken glass.	ทอมหยิบแก้วที่แตก
>>tha<< Tom thinks that he's so clever.	ทอมคิดว่าเขาฉลาดมาก
>>tha<< Tom walked back into the hotel.	ทอมเดินกลับเข้าไปในโรงแรม
>>tha<< Tom wanted to hire a detective.	ทอมต้องการจ้างนักสืบ
>>tha<< Tom was crying when I got home.	ทอมร้องไห้เมื่อฉันกลับถึงบ้าน
>>tha<< Tom's car was stuck in the mud.	รถของทอมติดอยู่ในโคลน
>>tha<< Tonight, I feel like going out.	คืนนี้ผมรู้สึกอยากไปข้างนอก
>>tha<< We have to plan for the future.	เราต้องวางแผนสำหรับอนาคต
>>tha<< We want a room for four nights.	เราต้องการห้องพักสำหรับสี่คืน
>>tha<< We've read what you've written.	เราอ่านสิ่งที่คุณเขียนแล้ว
>>tha<< What did you get for Christmas?	คุณได้อะไรสำหรับวันคริสต์มาส?
>>tha<< What else would you like to do?	คุณอยากทำอะไรอีก
>>tha<< What is the name of this river?	แม่น้ำนี้ชื่อว่าอะไร?
>>tha<< What were you even doing there?	คุณไปทำอะไรที่นั่น
>>tha<< What's that have to do with me?	สิ่งนั้นเกี่ยวข้องกับฉันอย่างไร?
>>tha<< When do you intend to visit us?	คุณตั้งใจจะมาเยี่ยมเราเมื่อไหร่
>>tha<< When does the next train leave?	รถไฟขบวนถัดไปจะออกเมื่อไหร่?
>>tha<< Where is the cathedral located?	มหาวิหารตั้งอยู่ที่ไหน?
>>tha<< Which is heavier, lead or gold?	อันไหนที่หนักกว่า ตะกั่วหรือทองคำ?
>>tha<< Which is heavier, lead or gold?	อะไรหนักกว่ากัน ตะกั่วหรือทองคำ?
>>tha<< Why don't you come to my place?	ทำไมคุณไม่มาที่บ้านผม
>>tha<< Why is everybody looking at us?	ทำไมทุกคนมองเรา
>>tha<< Why should I give money to you?	ทำไมผมต้องให้เงินคุณ
>>tha<< Will the weather be good today?	วันนี้อากาศจะดีไหม
>>tha<< You have always been a fighter.	คุณเป็นนักสู้เสมอ
>>tha<< You'll get everything you want.	คุณจะได้ทุกอย่างที่คุณต้องการ
>>tha<< You're just the person we need.	คุณคือคนที่เราต้องการ
>>tha<< Your glasses fell on the floor.	แว่นตาของคุณหล่นลงบนพื้น
>>tha<< A ship sank near here yesterday.	เรือจมใกล้ที่นี่เมื่อวานนี้
>>tha<< All plants need water and light.	พืชทุกชนิดต้องการน้ำและแสงสว่าง
>>tha<< Are you finished with your work?	คุณทำงานของคุณเสร็จแล้วหรือยัง?
>>tha<< Are you ready to talk to me now?	คุณพร้อมที่จะคุยกับฉันตอนนี้ไหม
>>tha<< Classes are starting again soon.	ชั้นเรียนจะเริ่มขึ้นอีกครั้งในไม่ช้า
>>tha<< Do Tom and Mary have to do that?	ทอมกับแมรี่ต้องทำอย่างนั้นเหรอ?
>>tha<< Do you feel like going swimming?	คุณรู้สึกอยากไปว่ายน้ำไหม?
>>tha<< Don't ever come back here again.	อย่ากลับมาที่นี่อีก
>>tha<< Don't forget to bring bug spray.	อย่าลืมนำสเปรย์กันแมลงมาด้วย
>>tha<< Don't forget to wash your hands.	อย่าลืมล้างมือนะ
>>tha<< Don't let opportunities pass by.	อย่าปล่อยให้โอกาสหลุดมือไป
>>tha<< Don't you want to see your kids?	คุณไม่อยากเจอลูกๆเหรอ
>>tha<< Everyone needs to work together.	ทุกคนต้องทำงานด้วยกัน
>>tha<< Five times seven is thirty-five.	ห้าคูณเจ็ดได้สามสิบห้า
