>>bul<< Hi.	Здрасти.
>>bul<< I thought I might be able to help.	Мислех, че мога да помогна.
>>bul<< I thought I told you to go to bed.	Мисля, че ти казах да си лягаш.
>>bul<< I thought it might be complicated.	Помислих си, че може да се окаже сложно.
>>bul<< I thought it might be significant.	Реших, че може да е важно.
>>bul<< I told you to watch Tom carefully.	Казах ти да наблюдаваш Том внимателно.
>>bul<< I want to be able to speak French.	Искам да мога да говоря френски.
>>bul<< I want to become a French teacher.	Искам да стана учител по френски.
>>bul<< I want to become a French teacher.	Искам да стана учителка по френски.
>>bul<< I want to know if he'll come here.	Искам да знам дали той ще дойде тук.
>>bul<< I was advised to visit the museum.	Посъветваха ме да посетя музея.
>>bul<< I was born the year the war ended.	Роден съм в годината, когато войната свърши.
>>bul<< I was born the year the war ended.	Родена съм в годината, когато войната свърши.
>>bul<< I was impressed with Tom's French.	Бях впечатлен от френския на Том.
>>bul<< I was impressed with Tom's French.	Бях впечатлена от френския на Том.
>>bul<< I was waiting for you to get back.	Чаках те да се върнеш.
>>bul<< I was waiting for you to get back.	Чаках ви да се върнете.
>>bul<< I wasn't expecting you to be here.	Не очаквах да си тук.
>>bul<< I wish I could have spoken French.	Ще ми се да можех да говоря на френски.
>>bul<< I wish I could have spoken French.	Иска ми се да можех да говоря на френски.
>>bul<< I wish Tom would smile more often.	Ще ми се Том да се усмихва по-често.
>>bul<< I wish Tom would smile more often.	Иска ми се Том да се усмихва по-често.
>>bul<< I wish my leg didn't hurt so much.	Ще ми се да не ме болеше кракът толкова много.
>>bul<< I won't be sorry to see Tom leave.	Няма да страдам, ако Том си тръгне.
>>bul<< I wonder where Tom studied French.	Чудя се къде Том е учил френски.
>>bul<< I wouldn't be too sure about that.	Не бих бил толкова сигурен.
>>bul<< I wouldn't be too sure about that.	Не бих била толкова сигурна.
>>bul<< I'd like to speak French fluently.	Искам да говоря френски гладко.
>>bul<< I'll put it back where it belongs.	Ще го върна обратно, където му е мястото.
>>bul<< I'll take that into consideration.	Ще го имам предвид.
>>bul<< I'm afraid that we can't help you.	Страхувам се, че не можем да ти помогнем.
