>>hye<< Run!	Վազի՛։
>>hye<< Tom doesn't agree with you.	Թոմը համաձայն չէ ձեզ հետ։
>>hye<< Tom has a beautiful garden.	Թոմը գեղեցիկ այգի ունի։
>>hye<< Tom has a good memory, too.	Թոմը նույնպես լավ հիշողություն ունի։
>>hye<< Tom has a very good memory.	Թոմը շատ լավ հիշողություն ունի։
>>hye<< Tom has blood on his hands.	Թոմի ձեռքերն արյունոտ են։
>>hye<< Tom has canceled his party.	Թոմը չեղարկել է իր երեկույթը։
>>hye<< Tom has enormous potential.	Թոմը հսկայական պոտենցիալ ունի։
>>hye<< Tom has never been in love.	Թոմը երբեք սիրահարված չի եղել։
>>hye<< Tom has no criminal record.	Թոմը քրեական անցյալ չունի։
>>hye<< Tom has no criminal record.	Թոմը դատվածություն չունի։
>>hye<< Tom has written many books.	Թոմը շատ գրքեր է գրել։
>>hye<< Tom has written many books.	Թոմը գրել է շատ գրքեր։
>>hye<< Tom hates his tiny bedroom.	Թոմը ատում է իր փոքրիկ ննջասենյակը։
>>hye<< Tom inspired me to do that.	Թոմը ինձ ոգեշնչեց դա անել։
>>hye<< Tom is a danger to society.	Թոմը վտանգ է ներկայացնում հանրության համար։
>>hye<< Tom is a very generous man.	Թոմը շատ առատաձեռն մարդ է։
>>hye<< Tom is an obstinate person.	Թոմը համառ անձնավորություն է։
>>hye<< Tom is faster than you are.	Թոմն ավելի արագ է, քան դու:
>>hye<< Tom is faster than you are.	Թոմն ավելի արագ է, քան դուք:
>>hye<< Tom is going to leave soon.	Թոմը շուտով հեռանալու է։
>>hye<< Tom is looking for a hotel.	Թոմը հյուրանոց է փնտրում։
>>hye<< Tom is looking for a hotel.	Թոմը հյուրանոց է ման գալիս։
>>hye<< Tom is looking for his car.	Թոմը փնտրում է իր մեքենան։
>>hye<< Tom is looking for his cat.	Թոմը փնտրում է իր կատվին։
>>hye<< Tom is looking for his dog.	Թոմը փնտրում է իր շանը։
>>hye<< Tom is looking for his pen.	Թոմը փնտրում է իր գրիչը։
>>hye<< Tom is looking for someone.	Թոմը փնտրում է ինչ-որ մեկին։
>>hye<< Tom is looking for someone.	Թոմը ման է գալիս ինչ-որ մեկին։
>>hye<< Tom is looking for you now.	Թոմը հիմա քեզ է փնտրում։
>>hye<< Tom is looking for you now.	Թոմը հիմա ձեզ է փնտրում։
>>hye<< Tom is looking for you now.	Թոմը հիմա քեզ է ման գալիս։
>>hye<< Tom is proud of his family.	Թոմը հպարտանում է իր ընտանիքով։
>>hye<< Tom is still not satisfied.	Թոմը դեռ գոհ չէ։
>>hye<< Tom isn't your name, is it?	Թոմը քո անունը չէ, չէ՞:
>>hye<< Tom isn't your name, is it?	Թոմը ձեր անունը չէ, չէ՞:
>>hye<< Tom just wants to help you.	Թոմը պարզապես ուզում է օգնել քեզ:
>>hye<< Tom just wants to help you.	Թոմը պարզապես ուզում է օգնել ձեզ:
>>hye<< Tom knows he can trust you.	Թոմը գիտի, որ կարող է վստահել քեզ:
>>hye<< Tom knows he can trust you.	Թոմը գիտի, որ կարող է վստահել ձեզ:
>>hye<< Tom knows that I'm married.	Թոմը գիտի, որ ես ամուսնացած եմ։
>>hye<< Tom knows what you've done.	Թոմը գիտի, թե ինչ ես արել:
>>hye<< Tom knows what you've done.	Թոմը գիտի, թե ինչ եք արել:
>>hye<< Tom lives in the mountains.	Թոմը ապրում է լեռներում։
>>hye<< Tom looks younger than you.	Թոմը քեզնից երիտասարդ է թվում:
>>hye<< Tom looks younger than you.	Թոմը ձեզնից երիտասարդ է թվում:
>>hye<< Tom moved into a new house.	Թոմը տեղափոխվեց նոր տուն։
>>hye<< Tom noticed the difference.	Թոմը նկատեց տարբերությունը։
>>hye<< Tom now has three children.	Թոմն այժմ երեք երեխա ունի։
>>hye<< Tom opened the door slowly.	Թոմը դանդաղ բացեց դուռը։
>>hye<< Tom ordered a Caesar salad.	Թոմը «Կեսար» աղցան պատվիրեց:
>>hye<< Tom ordered an apple juice.	Թոմը խնձորի հյութ պատվիրեց։
>>hye<< Tom ordered the dog to sit.	Թոմը հրամայեց շանը նստել։
>>hye<< Tom passed away last night.	Թոմը մահացավ անցած գիշեր։
>>hye<< Tom recently turned thirty.	Թոմը վերջերս դարձավ երեսուն տարեկան։
>>hye<< Tom refused to answer Mary.	Թոմը մերժեց պատասխանել Մերիին։
>>hye<< Tom said he liked the idea.	Թոմը ասաց, որ նրան դուր եկավ գաղափարը։
>>hye<< Tom says he intends to win.	Թոմն ասում է, որ մտադիր է հաղթել։
>>hye<< Tom says he won't ever win.	Թոմն ասում է, որ երբեք չի հաղթի:
>>hye<< Tom says that he knows you.	Թոմն ասում է, որ ճանաչում է քեզ։
>>hye<< Tom says that he knows you.	Թոմն ասում է, որ ճանաչում է ձեզ։
>>hye<< Tom seems pretty impatient.	Թոմը բավականին անհամբեր է թվում:
>>hye<< Tom showed us how to do it.	Թոմը մեզ ցույց տվեց, թե ինչպես դա անել:
>>hye<< Tom sometimes leaves early.	Թոմը երբեմն շուտ է հեռանում:
>>hye<< Tom started to walk faster.	Թոմը սկսեց ավելի արագ քայլել։
>>hye<< Tom stayed at home all day.	Թոմը ամբողջ օրը մնաց տանը։
>>hye<< Tom thinks you can do that.	Թոմը կարծում է, որ դու կարող ես դա անել:
>>hye<< Tom thinks you can do that.	Թոմը կարծում է, որ դուք կարող եք դա անել:
>>hye<< Tom thought Mary was lying.	Թոմը կարծում էր, որ Մերին ստում է։
>>hye<< Tom thought you were drunk.	Թոմը կարծում էր, որ դու հարբած ես։
>>hye<< Tom thought you were drunk.	Թոմը կարծում էր, որ դուք հարբած եք։
>>hye<< Tom tried to strangle Mary.	Թոմը փորձեց խեղդել Մերիին։
>>hye<< Tom turned down my request.	Թոմը մերժեց իմ խնդրանքը։
>>hye<< Tom wanted to be a teacher.	Թոմը ուզում էր ուսուցիչ դառնալ։
>>hye<< Tom wanted to study French.	Թոմը ուզում էր սովորել ֆրանսերեն։
>>hye<< Tom wanted to study abroad.	Թոմը ցանկանում էր սովորել արտասահմանում։
>>hye<< Tom wants to be successful.	Թոմը ցանկանում է հաջողակ լինել:
>>hye<< Tom was born in the winter.	Թոմը ծնվեց ձմռանը:
>>hye<< Tom was shaking with anger.	Թոմը դողում էր զայրույթից։
>>hye<< Tom was there this morning.	Թոմն այսօր առավոտյան այնտեղ էր։
>>hye<< Tom was very well prepared.	Թոմը շատ լավ էր պատրաստված։
>>hye<< Tom was worried about Mary.	Թոմը անհանգստանում էր Մերիի համար։
>>hye<< Tom wasn't listening to me.	Թոմն ինձ չէր լսում։
>>hye<< Tom watches lots of movies.	Թոմը շատ ֆիլմեր է դիտում։
>>hye<< Tom will go back home soon.	Թոմը շուտով կվերադառնա տուն։
>>hye<< Tom woke up quite suddenly.	Թոմը շատ հանկարծակի զարտնեց։
>>hye<< Tom woke up quite suddenly.	Թոմը բավականին հանկարծակի արթնացավ։
>>hye<< Tom won't ever forgive you.	Թոմը երբեք քեզ չի ների։
>>hye<< Tom won't ever forgive you.	Թոմը ձեզ երբեք չի ների։
>>hye<< Tom worked as a dishwasher.	Թոմը աշխատում էր որպես աման լվացող։
>>hye<< Tom's answers were correct.	Թոմի պատասխանները ճիշտ էին։
>>hye<< Tom's father is my brother.	Թոմի հայրը եղբայրս է։
>>hye<< Tom's house has a basement.	Թոմի տունը նկուղ ունի։
>>hye<< Tom's house is in the city.	Թոմի տունը քաղաքում է։
>>hye<< Tom's parents are teachers.	Թոմի ծնողները ուսուցիչներ են։
>>hye<< Tom's parents believed him.	Թոմի ծնողները հավատացել են նրան։
>>hye<< Tom's parents got divorced.	Թոմի ծնողները բաժանվել են։
>>hye<< Tom's parents speak French.	Թոմի ծնողները խոսում են ֆրանսերեն։
>>hye<< Tom's parents were doctors.	Թոմի ծնողները բժիշկներ են եղել։
>>hye<< Tom's parents were lawyers.	Թոմի ծնողները իրավաբաններ էին։
>>hye<< Tom's parents were lawyers.	Թոմի ծնողները փաստաբաններ են եղել։
>>hye<< Tom's parents were shocked.	Թոմի ծնողները շոկի մեջ էին:
>>hye<< Tomorrow I'll quit smoking.	Վաղը ես կթողնեմ ծխելը։
>>hye<< Tomorrow I'll quit smoking.	Ես վաղը կթողնեմ ծխելը։
>>hye<< Try to keep your eyes open.	Փորձեք աչքերը բաց պահել։
>>hye<< Vegetarians don't eat meat.	Բուսակերները միս չեն ուտում։
>>hye<< Wait here till I come back.	Սպասեք այստեղ, մինչև ես վերադառնամ։
>>hye<< Wait here till I come back.	Սպասի այստեղ, մինչև ես վերադառնամ։
>>hye<< We all learn by experience.	Մենք բոլորս սովորում ենք փորձառությամբ։
>>hye<< We both know what Tom said.	Մենք երկուսս էլ գիտենք, թե ինչ ասաց Թոմը։
>>hye<< We both know what Tom said.	Մենք երկուսս էլ գիտենք, թե ինչ է ասել Թոմը:
>>hye<< We can't do it without you.	Մենք չենք կարող դա անել առանց քեզ:
>>hye<< We can't do it without you.	Մենք չենք կարող անել դա առանց ձեզ:
>>hye<< We don't need these things.	Մեզ այս բաները պետք չեն։
>>hye<< We hope Tom gets well soon.	Հուսով ենք, որ Թոմը շուտով առողջանա:
>>hye<< We just wanted you to know.	Մենք պարզապես ուզում էինք, որ դուք իմանաք:
>>hye<< We just wanted you to know.	Մենք պարզապես ուզում էինք, որ դու իմանաս:
>>hye<< We know Tom didn't do that.	Մենք գիտենք, որ Թոմը դա չի արել։
>>hye<< We need a few more minutes.	Մեզ պետք է ևս մի քանի րոպե։
>>hye<< We walked about five miles.	Մենք քայլեցինք մոտ հինգ մղոն։
>>hye<< We were together in Boston.	Մենք միասին էինք Բոստոնում։
>>hye<< We weren't afraid of death.	Մենք չէինք վախենում մահվանից։
>>hye<< We'll always remember this.	Մենք միշտ կհիշենք սա։
>>hye<< We'll be there in a minute.	Մենք մեկ րոպեից այնտեղ կլինենք։
>>hye<< We're building a new house.	Մենք նոր տուն ենք կառուցում։
>>hye<< We're building a new house.	Մենք կառուցում ենք նոր տուն:
>>hye<< We're going to the kitchen.	Մենք գնում ենք խոհանոց։
>>hye<< We're making a big mistake.	Մենք մեծ սխալ ենք գործում:
>>hye<< We're not on the same team.	Մենք նույն թիմից չենք։
>>hye<< Weapons are forbidden here.	Զենքն այստեղ արգելված է։
>>hye<< Were you expecting someone?	Ինչ-որ մեկին սպասու՞մ էիր։
>>hye<< Were you expecting someone?	Ինչ-որ մեկին սպասու՞մ էիք։
>>hye<< What a charming young girl!	Ի՜նչ հմայիչ երիտասարդ աղջիկ է։
>>hye<< What are the other choices?	Որո՞նք են մյուս ընտրությունները:
>>hye<< What are you most proud of?	Ինչո՞վ եք ամենից շատ հպարտանում:
>>hye<< What are you talking about?	Ինչի՞ մասին ես խոսում։
>>hye<< What are you talking about?	Ինչի՞ մասին եք խոսում։
>>hye<< What browser are you using?	Ո՞ր բրաուզերն եք օգտագործում:
>>hye<< What color car did you buy?	Ի՞նչ գույնի մեքենա գնեցիր։
>>hye<< What color car did you buy?	Ի՞նչ գույնի մեքենա գնեցիք։
>>hye<< What color is Mary's scarf?	Ի՞նչ գույնի է Մերիի շարֆը։
>>hye<< What color is your bicycle?	Ի՞նչ գույնի է քո հեծանիվը։
>>hye<< What color is your bicycle?	Ի՞նչ գույնի է ձեր հեծանիվը։
>>hye<< What color is your bicycle?	Ի՞նչ գույնի է հեծանիվդ։
>>hye<< What color is your new car?	Ի՞նչ գույնի է քո նոր մեքենան։
>>hye<< What color is your new car?	Ի՞նչ գույնի է ձեր նոր մեքենան։
>>hye<< What did Tom want from you?	Ի՞նչ էր ուզում Թոմը քեզանից։
>>hye<< What did Tom want from you?	Ի՞նչ էր ուզում Թոմը ձեզանից։
>>hye<< What did you ask Tom to do?	Ի՞նչ խնդրեցիր Թոմին անել։
>>hye<< What did you ask Tom to do?	Ի՞նչ խնդրեցիք Թոմին անել։
>>hye<< What did you expect to see?	Ի՞նչ էիք սպասում տեսնել։
>>hye<< What did you expect to see?	Ի՞նչ էիր սպասում տեսնել։
>>hye<< What did you name your dog?	Ի՞նչ անունը եք դրել ձեր շան։
>>hye<< What did you name your dog?	Ի՞նչ անունը ես դրել քո շան։
>>hye<< What did you take with you?	Ի՞նչ տարար քեզ հետ։
>>hye<< What did you take with you?	Ի՞նչ տարաք քեզ հետ։
>>hye<< What did you want me to do?	Ի՞նչ էիր ուզում, որ ես անեմ։
>>hye<< What did you want me to do?	Ի՞նչ էիք ուզում, որ ես անեմ։
