>>yue<< Fire!	著火啦！
>>yue<< I spent a lot of time listening to music.	我花好多時間聽音樂。
>>yue<< I spent the whole day reading that novel.	我睇本小說睇咗成日。
>>yue<< I think you should come stay at my place.	我覺得你應該嚟我屋企瞓。
>>yue<< I was watching TV at this time yesterday.	我尋日呢個時間喺度睇緊電視。
>>yue<< I will give you a bike for your birthday.	你生日嗰陣，我送架單車俾你吖。
>>yue<< I won't forgive you if you do that again.	如果你再咁做，我唔會原諒你。
>>yue<< I wonder if life exists on other planets.	唔知第二啲星球度有冇生物嘅呢？
>>yue<< I'll talk the matter over with my father.	我會同我老豆傾吓呢件事㗎喇。
>>yue<< I'll write you as soon as I arrive there.	我一去到就會寫信俾你㗎喇。
>>yue<< I'm available in case you need something.	有咩需要我會喺度。
>>yue<< I'm sorry that you got dragged into this.	拖埋你落水真係唔好意思呀。
>>yue<< If you want to take a break, just say so.	如果你想抖吓就出聲啦。
>>yue<< In doing anything, you must do your best.	做咩事都要做到最好。
>>yue<< Is this a picture that you yourself drew?	呢幅畫係咪你自己畫㗎？
>>yue<< Is this the first time you've eaten here?	你係咪第一次嚟呢到食嘢呀？
>>yue<< It is not easy to get rid of a bad habit.	壞習慣好難改。
>>yue<< It was foolish of him to do such a thing.	佢做噉嘅事好蠢啊。
>>yue<< It was raining on and off all night long.	成晚又落吓雨，又停吓雨。
>>yue<< It won't be long before they get married.	佢哋好快就拉埋天窗喇。
>>yue<< It's been a while since I've been skiing.	我都好耐無滑雪喇。
>>yue<< Just out of curiosity, what would you do?	我好奇想問吓呢，你會點做呀？
>>yue<< Long bibliographies don't impress anyone.	參考書目寫到鬼咁長，冇人會覺得你好勁。
>>yue<< Nobody can foresee when the war will end.	無人知場仗幾時會打完。
>>yue<< Please tell me how to get to the airport.	唔該你話我聽機場點去吖。
>>yue<< Remember what we talked about last night?	重記唔記得尋晚講咗啲乜啊？
>>yue<< Sometimes you just want to eat chocolate.	有時會無啦啦好想食朱古力。
>>yue<< The building will be completed in a year.	嗰座建築物會喺一年之內起完。
>>yue<< The children are out playing in the snow.	班細路喺出面玩緊雪。
>>yue<< The elephant is liked by little children.	隻大笨象好受小朋友歡迎。
>>yue<< The houses caught fire one after another.	啲屋一間一間噉著咗火。
>>yue<< The man tried to install his own antenna.	個人嘗試裝自己條天線。
>>yue<< The quiz competition was a piece of cake.	個問答比賽簡直易過借火。
>>yue<< There are hundreds of books in his study.	佢間書房有幾百本書。
>>yue<< There are many beautiful parks in London.	倫敦有好多好靚嘅公園。
>>yue<< There were only three people in the room.	間房得三個人。
>>yue<< There's almost no milk left in the glass.	個杯入面冇乜牛奶淨喇。
>>yue<< There's no money left in my bank account.	我個銀行戶口冇錢淨。
>>yue<< These photos were taken three months ago.	啲相係三個月前影嘅。
>>yue<< They installed a vending machine at work.	佢哋喺辦公室度裝咗部自動販賣機。
>>yue<< They refused to believe what I told them.	佢哋唔肯相信我話俾佢哋聽嘅嘢。
>>yue<< This sentence is grammatically incorrect.	呢句句子文法唔啱。
>>yue<< Tom didn't look anything like I imagined.	阿湯嗰樣同我恁嘅完全唔同。
>>yue<< Tom got teased a lot when he was a child.	阿湯細個嗰陣，成日都畀人笑。
>>yue<< Tom has a strong sense of responsibility.	阿Tom好有責任感。
>>yue<< Tom is afraid someone will recognize him.	阿湯驚有人認得渠。
>>yue<< Tom is the captain of this baseball team.	湯姆係呢隊棒球隊嘅隊長。
>>yue<< Tom joined his high school's debate team.	阿Tom參加咗佢間中學嘅辯論隊。
>>yue<< Tom looked around, but didn't see anyone.	阿Tom周圍望，但係見唔到有人。
>>yue<< Tom poured some cold water over his head.	阿Tom倒咗啲凍水落個頭到。
>>yue<< Tom said that he isn't making much money.	阿湯話渠無賺好多錢。
>>yue<< We must sleep at least seven hours a day.	我哋一日至少要瞓七個鐘。
>>yue<< We watched a baseball game on television.	我哋喺電視上面睇咗場棒球比賽。
>>yue<< What do you study a foreign language for?	你點解要學外語呀？
>>yue<< When can we have a discussion about this?	我哋幾時可以傾吓呢樣嘢呀？
>>yue<< Which came first, the chicken or the egg?	有雞先定有蛋先？
>>yue<< Who cared for the dog when you were away?	你走咗嗰陣邊個幫你睇住隻狗呀？
>>yue<< Who's the boy that's swimming over there?	喺嗰度游緊水嗰個男仔係邊個嚟㗎？
>>yue<< Why didn't you call me yesterday evening?	點解你琴晚冇打電話畀我嘅？
>>yue<< Why must you give away all of my secrets?	你點解係都要講晒我啲秘密俾人知㗎？
>>yue<< Would you like to go see a movie with me?	不如一齊去睇戲吖。
>>yue<< Would you please not leave the door open?	你可唔可以唔好開住道門呀？
>>yue<< You can't pick who you fall in love with.	你冇得揀自己會鍾意邊個。
>>yue<< You don't seem to be yourself these days.	你最近唔係好似你。
>>yue<< You have a lot of money, and I have none.	你有好多錢，但係我就冇。
>>yue<< You're not allowed to take pictures here.	呢到唔俾影相。
>>yue<< Your new hair style makes you look older.	你個新髮型望落好似老咗。
>>yue<< "When do you get up?" "I get up at eight."	「你幾點鐘起身㗎？」「我八點鐘起身。」
>>yue<< After a while, the man came into the room.	過咗一陣，嗰個人就走咗入間房度。
>>yue<< All you have to do is sign your name here.	你喺度簽個名就得㗎喇。
>>yue<< Although he may be clever, he is not wise.	佢只不過係有啲小聰明。
>>yue<< Anything that can go wrong, will go wrong.	只要有可能出事，就遲早會出事。
>>yue<< Are you going to eat all of that yourself?	你諗住一個人食晒㗎？
>>yue<< Aren't you supposed to be at school today?	你今日唔使返學咩？
>>yue<< At first glance, the question seemed easy.	第一眼望落去，嗰條題目好似好易噉。
>>yue<< Could you tell me a little about yourself?	你可唔可以介紹吓自己呀？
>>yue<< Do you consider yourself a good guitarist?	你認唔認為自己係一個好嘅結他手？
>>yue<< Give us two knives and four forks, please.	唔該俾兩把刀同埋四支叉我哋吖。
>>yue<< He conducted us on a tour around the lake.	佢帶我哋沿住個湖行咗一個圈。
>>yue<< He is richer than anyone else in the town.	佢係成座城最有錢嗰個。
>>yue<< He must be very angry to say such a thing.	佢實係嬲得好犀利喇，如果唔係佢唔會講埋啲噉嘅嘢㗎。
>>yue<< He took over the business from his father.	渠繼承父業。
>>yue<< How did you celebrate Christmas last year?	你舊年點慶祝聖誕呀？
>>yue<< I don't like heavy makeup on a young girl.	我唔鍾意啲後生女仔咁濃妝。
>>yue<< I don't want to go outside this afternoon.	我今日晏晝唔想出街。
>>yue<< I forgot to stick a stamp on the envelope.	我唔記得咗黐張郵票落個信封到。
>>yue<< I had been reading a book when he came in.	佢入嚟嗰陣我睇緊書。
>>yue<< I had instant noodles as a midnight snack.	我宵夜食咗公仔麵。
>>yue<< I made friends with a student from abroad.	我同個外國學生做咗好朋友。
>>yue<< I must remember to buy that book tomorrow.	我聽日一定要記得去買嗰本書。
>>yue<< I pretended that I didn't know what to do.	我扮唔知點算咁。
>>yue<< I promise I'll be nice to you from now on.	我應承你從今開始對你好。
>>yue<< I saw all eight of them about an hour ago.	我大約一個鐘之前見到佢哋八個。
>>yue<< I went to many shops to look for the book.	我去咗好多間舖頭度搵嗰本書。
>>yue<< I wish I had treated the girl more kindly.	我好後悔以前無好好咁對佢。
>>yue<< I'd like to play tennis with you some day.	我想搵日同你打返場網球。
>>yue<< I'll pay for the damage I did to your car.	我整壞咗你架車，會賠返錢俾你。
>>yue<< I'm hungry because I didn't eat breakfast.	我冇食早餐，所以好肚餓。
>>yue<< I'm so tired that I can't walk any longer.	我攰到行唔郁喇。
>>yue<< If God is with us, then who is against us?	如果主與我們同在，邊個會同我哋作對？
>>yue<< If you need an umbrella I'll lend you one.	如果你要遮嘅話我就借把俾你啦。
>>yue<< If you want this pen, I'll lend it to you.	你想用呢支筆，我就借俾你啦。
>>yue<< It will not be long before she comes back.	佢好快就會返嚟㗎喇。
>>yue<< Let's let the workers go home early today.	我哋今日俾班伙記早啲返屋企啦。
>>yue<< Many economists are ignorant of that fact.	好多經濟學家都唔知道呢樣嘢。
>>yue<< Most Hollywood movies have a happy ending.	荷李活啲電影多數都係大團圓結局。
>>yue<< My mother is still working in the kitchen.	我阿媽仲喺廚房度做緊嘢。
>>yue<< Nothing is more valuable than good health.	冇乜嘢重要得過健康。
>>yue<< Now we have enough people to play mahjong.	夠腳開枱喇。
>>yue<< She accompanied her friend to the concert.	佢陪佢朋友去音樂會。
>>yue<< She depends on her husband for everything.	佢咩事都靠晒個老公。
>>yue<< She looked as if she hadn't eaten in days.	佢個樣好似幾日冇食過嘢噉。
>>yue<< She looks pretty no matter what she wears.	佢著咩都咁靚。
>>yue<< She was late because of the heavy traffic.	佢塞車遲到。
>>yue<< Some of my friends can speak English well.	我有啲朋友講英文講得好好。
>>yue<< The bus drivers are going on strike today.	啲巴士司機今日罷工。
>>yue<< The garden was larger than I had expected.	個花園比我想像中大。
>>yue<< The president laughed in spite of himself.	個總統忍唔住笑咗出嚟。
>>yue<< There are a lot of kids on the playground.	遊樂場入面有好多小朋友。
>>yue<< There is a stranger in front of the house.	有個生人企向屋前。
>>yue<< There were only six people at the meeting.	個會淨係得六個人去咗。
>>yue<< This machine is too heavy for me to carry.	呢部機重得濟喇，我拎唔郁。
>>yue<< Tom is actually a very good soccer player.	湯姆腳法係幾好嘅
>>yue<< We live in the neighborhood of the school.	我哋喺間學校附近住。
>>yue<< We need carrots and tomatoes for the soup.	我哋要買啲紅蘿蔔同蕃茄嚟煲湯。
>>yue<< Which color do you like more, blue or red?	你鍾意藍色定係紅色？
>>yue<< Why don't you have dinner with me tonight?	今晚同我食晚飯好無？
>>yue<< Will you look after my dog while I'm away?	我走咗嗰陣，你可唔可以幫我照顧我隻狗呀？
>>yue<< You can't see anything because of the fog.	因為好大霧，所以乜都睇唔到。
>>yue<< You ought to finish your homework at once.	你應該即刻做晒啲功課佢。
>>yue<< You should prepare a room for the visitor.	你應該要準備間房畀訪客。
>>yue<< You'd better do as the doctor advised you.	你最好聽個醫生講。
>>yue<< Actually, I don't know anything about this.	其實呢樣嘢我乜嘢都唔知㗎。
>>yue<< All of a sudden, the door shut with a bang.	道門突然之間砰一聲閂埋咗。
>>yue<< As he talked, he got more and more excited.	佢越講越興奮。
>>yue<< Could you please turn your television down?	可唔可以將部電視較細聲少少呀？
>>yue<< Did the newspaper say it was going to rain?	報紙有冇話會落雨呀？
>>yue<< Did you have any trouble finding the place?	嗰到難唔難搵呀？
>>yue<< He often walks with his hand in his pocket.	佢行路嗰陣成日插隻手落個褲袋度。
>>yue<< How about going out for a drink after work?	我哋放工不如去飲返杯囉？
>>yue<< How did you know I didn't want to kiss Tom?	你點知我當刻唔想惜阿湯？
>>yue<< How much do these two honey doughnuts cost?	呢兩個蜜糖冬甩幾多錢呀？
>>yue<< I admire your determination to not give up.	你矢志不渝，令我敬佩有加。
>>yue<< I caught my son stealing from a cookie jar.	我捉到我個仔喺個罌度偷曲奇食。
>>yue<< I don't like him any more than he likes me.	我同佢已經無晒感情喇。
>>yue<< I don't like walking home alone after dark.	我唔鍾意天黑之後一個人行返屋企。
>>yue<< I overslept because my alarm didn't go off.	我個鬧鐘冇響到，所以我瞓過咗龍。
>>yue<< I shouldn't have made this many sandwiches.	我唔應該整咁多件三文治。
>>yue<< I think Tom will probably be there tonight.	阿湯今晚應該喺度。
>>yue<< I thought you said you'd do that on Monday.	乜你唔係話禮拜一先做咩。
>>yue<< I waited for an hour, but he didn't appear.	我等咗一個鐘，但係佢冇出現。
>>yue<< I wonder what the weather will be tomorrow.	唔知聽日天氣會點呢？
>>yue<< I'll let you know when it has been decided.	決定咗我就會話俾你聽㗎喇。
>>yue<< I'm planning to leave for Europe next week.	我諗住下個禮拜去歐洲。
