>>nno<< Run!	Laup!
>>nno<< Tom got married, didn't he?	Tom gifta seg, ikkje sant?
>>nno<< Tom is likely to be hungry.	Tom er sannsynlegvis svolten.
>>nno<< Tom is making a cup of tea.	Tom lagar ein kopp te.
>>nno<< Tom kept talking all night.	Tom berre snakka heile natta.
>>nno<< Tom knew something was off.	Tom visste at noko ikkje var rett.
>>nno<< Tom knows a lot about dogs.	Tom kan mykje om hundar.
>>nno<< Tom loved playing football.	Tom elska å spela fotball.
>>nno<< Tom might've already eaten.	Tom har kanskje allereie ete.
>>nno<< Tom said that he was lucky.	Tom sa at han var uheldig.
>>nno<< Tom showed us his new oboe.	Tom viste oss den nye oboen sin.
>>nno<< Tom took off like a rocket.	Tom tok av som ein rakett.
>>nno<< Tom was killed by a sniper.	Tom vart drepen av ein skarpskyttar.
>>nno<< Tom was killed by a sniper.	Tom blei drepen av ein skarpskyttar.
>>nno<< Tom went to get cigarettes.	Tom gjekk for å finna sigarettar.
>>nno<< Tom's reputation is ruined.	Tom sitt rykte er øydelagt.
>>nno<< Trees are living organisms.	Tre er levande organismar.
>>nno<< We can do nothing about it.	Vi kan ikkje gjera noko med det.
>>nno<< We studied French together.	Vi studerte fransk i lag.
>>nno<< We talked about time zones.	Vi snakka om tidssoner.
>>nno<< We talked about time zones.	Vi prata om tidssoner.
>>nno<< We're not on the same team.	Me er ikkje på same laget.
>>nno<< What can it be compared to?	Kva kan ein samanlikna det med?
>>nno<< What does this phrase mean?	Kva betyr denne frasen?
>>nno<< What happened to the goats?	Kva skjedde med geitene?
>>nno<< What's your favorite opera?	Kva er favorittoperaen din?
>>nno<< What's your favorite opera?	Kva er din favorittopera?
>>nno<< When was this castle built?	Når vart dette slottet bygt?
>>nno<< When was this castle built?	Når blei dette slottet bygt?
>>nno<< When you're ready, tell me.	Når du er klar, sei ifrå.
>>nno<< Where did you learn karate?	Kor lærte du karate?
>>nno<< Where did you learn karate?	Kor lærte de karate?
>>nno<< Who organized that meeting?	Kven organiserte det møtet?
>>nno<< Who organized that meeting?	Kven organiserte dette møtet?
>>nno<< You must record his speech.	Du må taka opp talen hans.
>>nno<< You still have enough time.	Du har framleis nok tid.
>>nno<< A good memory is his weapon.	Eit godt minne er våpenet hans.
>>nno<< All you have to do is smile.	Alt du treng å gjera er å smila.
>>nno<< Are you good at mathematics?	Er du flink med matematikk?
>>nno<< Aren't you ever coming back?	Kjem du aldri tilbake?
>>nno<< Aren't you ever coming back?	Kjem du aldri attende?
>>nno<< Be more careful from now on.	Ver varsamare i framtida.
>>nno<< Be more careful from now on.	Ver forsiktigare i framtida.
>>nno<< Be more careful from now on.	Ver meir forsiktig i framtida.
>>nno<< Be more careful from now on.	Ver meir varsam i framtida.
>>nno<< Can we force Tom to do that?	Kan vi tvinga Tom til å gjera det?
>>nno<< Candy is bad for your teeth.	Godteri er dårleg for tennene dine.
>>nno<< Could you solve the problem?	Klarte du å løysa problemet?
>>nno<< Cross this bridge carefully.	Gå forsiktig over brua.
>>nno<< Did you have a good workout?	Hadde du ei god treningsøkt?
>>nno<< Did you know my grandmother?	Kjende du bestemor mi?
>>nno<< Did you like what you heard?	Likte du det du høyrde?
>>nno<< Did you make the sandwiches?	Laga du smørbrøda?
>>nno<< Did you report the accident?	Rapporterte du ulykka?
>>nno<< Did you talk to the victims?	Snakka du med offera?
>>nno<< Did you think I'd leave you?	Trudde du at eg ville gå frå deg?
>>nno<< Did you turn off the engine?	Skrudde du av motoren?
>>nno<< Do you have any French wine?	Har du fransk vin?
>>nno<< Do you have any French wine?	Har de fransk vin?
>>nno<< Do you want mashed potatoes?	Vil du ha potetmos.
>>nno<< Everybody wants to be happy.	Alle har lyst til å vera lukkelege.
>>nno<< Everyone here speaks French.	Alle her snakkar fransk.
>>nno<< Get here as fast as you can.	Kom deg hit så fort du kan.
>>nno<< He did not buy it after all.	Han kjøpte det ikkje likevel.
>>nno<< He failed the entrance exam.	Han greidde ikkje opptaksprøven.
>>nno<< He should have known better.	Han burde ha visst betre.
>>nno<< Horses are friendly animals.	Hestar er venlege dyr.
>>nno<< How long is summer vacation?	Kor lang er sommarferien?
>>nno<< How long is summer vacation?	Kor lang er sumarferien?
>>nno<< How often do you go hunting?	Kor ofte går du på jakt?
>>nno<< I bought the book yesterday.	Eg kjøpte boka i går.
>>nno<< I didn't know you were back.	Eg visste ikkje at du var tilbake.
>>nno<< I don't think that it's Tom.	Eg trur ikkje at det er Tom.
>>nno<< I have everything memorized.	Eg har alt memorert.
>>nno<< I have nothing better to do.	Eg har ikkje noko betre å gjera.
>>nno<< I have to admit I was proud.	Eg må innrømma at eg var stolt.
>>nno<< I have to admit I was wrong.	Eg må innrømma at eg hadde feil.
>>nno<< I have to admit I was wrong.	Eg må innrømma at eg tok feil.
>>nno<< I have to admit I'm curious.	Eg må innrømma at eg er nysgjerrig.
>>nno<< I just wanted to say thanks.	Eg ville berre seia takk.
>>nno<< I met your father yesterday.	Eg trefte far din i går.
>>nno<< I occasionally speak French.	Eg snakkar av og til fransk.
>>nno<< I saw the gifts you brought.	Eg såg presangane du hadde med.
>>nno<< I saw the gifts you brought.	Eg såg presangane de hadde med.
>>nno<< I shouldn't have interfered.	Eg skulle ikkje ha blanda meg inn.
>>nno<< I shouldn't have logged off.	Eg skulle ikkje ha logga av.
>>nno<< I shouldn't have logged off.	Eg skulle ikkje ha logga ut.
>>nno<< I speak French occasionally.	Eg snakkar fransk av og til.
>>nno<< I study French occasionally.	Eg studerer av og til fransk.
>>nno<< I teach French occasionally.	Eg underviser av og til i fransk.
>>nno<< I tried solving the problem.	Eg prøvde å løysa problemet.
>>nno<< I wish you a Happy New Year.	Eg ynskjer deg eit godt nyttår.
>>nno<< I wish you a happy new year.	Eg ynskjer deg eit godt nyttår.
>>nno<< I'd never study French here.	Eg hadde aldri studert fransk her.
>>nno<< I'm glad you know the truth.	Eg er glad for at du veit sanninga.
>>nno<< I'm happy that Tom is happy.	Eg er glad at Tom er glad.
>>nno<< I'm happy that Tom is happy.	Eg er glad for at Tom er glad.
>>nno<< I'm happy that you're happy.	Eg er glad for at du er glad.
>>nno<< I'm not letting you do this.	Eg lèt deg ikkje gjera dette.
>>nno<< I'm suddenly feeling sleepy.	Eg kjenner meg plutseleg trøytt.
>>nno<< I'm the wrong person to ask.	Eg er feil person å spørja.
>>nno<< Iceland belonged to Denmark.	Island tilhøyrde Danmark.
>>nno<< If I could do that, I would.	Om eg kunne ha gjort det, hadde eg gjort det.
>>nno<< If Tom comes, give him this.	Viss Tom kjem, gjev han denne.
>>nno<< If Tom comes, give him this.	Viss Tom kjem, gjev han dette.
>>nno<< If Tom comes, give him this.	Dersom Tom kjem, gjev han denne.
>>nno<< If Tom comes, give him this.	Dersom Tom kjem, gjev han dette.
>>nno<< Is this wine from Argentina?	Er denne vinen frå Argentina?
>>nno<< Isn't just that a fairytale?	Er ikkje det berre eit eventyr?
>>nno<< It happened three hours ago.	Det skjedde for tre timar sidan.
>>nno<< It happened three hours ago.	Det hende for tre timar sidan.
>>nno<< It was me that started this.	Det var eg som starta dette.
>>nno<< It's a school, not a prison.	Det er ein skule, ikkje eit fengsel.
>>nno<< Many of the men became sick.	Mange av mennene vart sjuke.
>>nno<< May I join you on your walk?	Kan eg slå følgje med deg?
>>nno<< Most people think I'm crazy.	Dei fleste synest eg er galen.
>>nno<< Most people think I'm crazy.	Dei fleste synest at eg er galen.
>>nno<< Mushrooms are in season now.	Soppar er i sesong no.
>>nno<< My backpack is on the table.	Ryggsekken min ligg på bordet.
>>nno<< Nobody can break his record.	Ingen kan slå rekorden hans.
>>nno<< One day Tom will understand.	Ein dag kjem Tom til å forstå.
>>nno<< People are so friendly here.	Folk er so venlege her.
>>nno<< People are so friendly here.	Folk er så venlege her.
>>nno<< Playing the harp isn't easy.	Det er ikkje lett å spela harpe.
>>nno<< Playing the oboe isn't easy.	Det er ikkje lett å spela obo.
>>nno<< Police caught the criminals.	Politiet fanga dei kriminelle.
>>nno<< Richard Wagner wrote operas.	Richard Wagner skreiv operaar.
>>nno<< Run away as fast as you can.	Spring av garde så fort du kan.
>>nno<< Run away as fast as you can.	Spring av garde so fort du kan.
>>nno<< Several roads remain closed.	Fleire vegar er framleis stengde.
>>nno<< Smoking is not allowed here.	Røyking er ikkje tillate her.
>>nno<< Sugar is bad for your teeth.	Sukker er dårleg for tennene dine.
>>nno<< Thanks for your explanation.	Takk for forklåringa di.
>>nno<< Thanks so much for the help.	Tusen takk for hjelpa.
>>nno<< That comedian is very funny.	Den komikaren er veldig morosam.
>>nno<< The castle looked abandoned.	Slottet såg forlate ut.
>>nno<< The castle might be haunted.	Slottet er kanskje heimsøkt.
>>nno<< The computer's color is red.	Farga på datamaskina er raud.
>>nno<< The stadium was quite still.	Stadionet var ganske stilt.
>>nno<< The summer vacation is over.	Sommarferien er over.
>>nno<< The summer vacation is over.	Sumarferien er over.
>>nno<< The troops landed in Greece.	Troppane landa i Hellas.
>>nno<< There is no place like home.	Borte bra, heime best.
>>nno<< These glasses are beautiful.	Desse brillene er nydelege.
>>nno<< They forgot their umbrellas.	Dei gløymde paraplyane sine.
>>nno<< They organized a state army.	Dei organiserte ein statshær.
>>nno<< They replaced coal with oil.	Dei erstatta kol med olje.
>>nno<< They swam with the dolphins.	Dei sumde med delfinane.
>>nno<< This house is uninhabitable.	Dette huset er ubueleg.
>>nno<< This issue is controversial.	Dette temaet er kontroversielt.
>>nno<< This issue is controversial.	Dette temaet er omstridt.
>>nno<< This issue is controversial.	Dette emnet er kontroversielt.
>>nno<< This issue is controversial.	Dette emnet er omstridt.
>>nno<< This song's in the key of G.	Denne songen er i G-dur.
>>nno<< This song's in the key of G.	Denne songen går i G-dur.
>>nno<< This topic is controversial.	Dette temaet er kontroversielt.
>>nno<< This topic is controversial.	Dette temaet er omstridt.
>>nno<< This topic is controversial.	Dette emnet er kontroversielt.
>>nno<< This topic is controversial.	Dette emnet er omstridt.
>>nno<< Tom called again last night.	Tom ringde igjen i går.
>>nno<< Tom couldn't have said that.	Tom kunne ikkje ha sagt det.
>>nno<< Tom has diplomatic immunity.	Tom har diplomatisk immunitet.
>>nno<< Tom heard the water running.	Tom høyrde vatnet renna.
>>nno<< Tom is happy that Mary came.	Tom er glad for at Mary kom.
>>nno<< Tom is my saxophone teacher.	Tom er saksofonlæraren min.
>>nno<< Tom kissed Mary on the neck.	Tom kyssa Mary på halsen.
>>nno<< Tom likes historical novels.	Tom likar historiske romanar.
>>nno<< Tom might understand French.	Tom forstår kanskje fransk.
>>nno<< Tom read a historical novel.	Tom las ein historisk roman.
>>nno<< Tom said he found something.	Tom sa at han fann noko.
>>nno<< Tom said he wasn't Canadian.	Tom sa at han ikkje var kanadisk.
>>nno<< Tom said that Mary is bored.	Tom sa at Mary keia seg.
>>nno<< Tom saw you taking pictures.	Tom såg deg taka bilete.
>>nno<< Tom saw you taking pictures.	Tom såg deg fotografera.
>>nno<< Tom sometimes speaks French.	Tom snakkar av og til fransk.
>>nno<< Tom speaks French sometimes.	Tom snakkar fransk av og til.
>>nno<< Tom thinks I can do the job.	Tom trur at eg kan gjera jobben.
>>nno<< Tom thought this was Mary's.	Tom trudde dette var Mary sin.
>>nno<< Tom thought this was Mary's.	Tom trudde dette var Mary si.
>>nno<< Tom thought this was Mary's.	Tom trudde dette var Mary sitt.
>>nno<< Tom walked all the way home.	Tom sprang heile vegen heim.
>>nno<< Tom walked all the way home.	Tom gjekk heile vegen heim.
>>nno<< Tom wants to buy some books.	Tom har lyst til å kjøpa nokre bøker.
>>nno<< Tom wants to buy some books.	Tom vil kjøpa nokre bøker.
>>nno<< Tom was always a mama's boy.	Tom var alltid ein mammadalt.
>>nno<< Tom was forced to improvise.	Tom vart tvungen til å improvisera.
>>nno<< Tom, did you find your book?	Tom, fann du boka di?
>>nno<< Uyghur is a Turkic language.	Uigurisk er eit tyrkisk språk.
>>nno<< We haven't even seen it yet.	Me har ikkje eingong sett ho enno.
>>nno<< We haven't even seen it yet.	Me har ikkje eingong sett han enno.
>>nno<< We haven't even seen it yet.	Me har ikkje eingong sett det enno.
>>nno<< We've already paid our rent.	Vi har allereie betalt leiga vår.
>>nno<< What would I do without Tom?	Kva skulle eg ha gjort utan Tom?
>>nno<< Who here understands French?	Kven her forstår fransk?
>>nno<< Why are people afraid of us?	Kvifor er folk redde for oss?
>>nno<< Why didn't Tom open the box?	Kvifor opna ikkje Tom øskja?
>>nno<< Why didn't Tom open the box?	Kvifor opna ikkje Tom kassa?
>>nno<< Write your name in capitals.	Skriv namnet ditt med store bokstavar.
>>nno<< You saw everything yourself.	Du såg alt saman sjølv.
>>nno<< All my classes are in French.	Alle timane mine er på fransk.
>>nno<< Are you going to the dentist?	Skal du til tannlegen?
>>nno<< Are you going to the dentist?	Skal de til tannlegen?
>>nno<< December has thirty-one days.	Desember har trettiein dagar.
>>nno<< Democracy encourages freedom.	Demokrati fremjar fridom.
>>nno<< Democracy encourages freedom.	Demokrati hjelper fram fridom.
>>nno<< Did you get here early today?	Kom du deg hit tidleg i dag?
>>nno<< Did you get my text messages?	Fekk du tekstmeldingane mine?
>>nno<< Did you get my text messages?	Fekk du meldingane mine?
>>nno<< Did you go into the basement?	Gjekk du ned i kjellaren?
>>nno<< Did you go straight to sleep?	Gjekk du og la deg med ein gong?
>>nno<< Did you have any good dreams?	Drøymte du noko bra?
>>nno<< Did you have anything to eat?	Hadde du noko å eta?
>>nno<< Did you look in the basement?	Har du sett i kjellaren?
>>nno<< Did you run all the way home?	Sprang du heile vegen heim?
>>nno<< Did you run all the way home?	Laupte du heile vegen heim?
>>nno<< Dolphins are playful animals.	Delfinar er leikne dyr.
>>nno<< Elephants are strong animals.	Elefantar er sterke dyr.
>>nno<< Everybody here speaks French.	Alle her snakkar fransk.
>>nno<< French is difficult to learn.	Fransk er vanskeleg å læra seg.
>>nno<< Have you ever sung in French?	Har du nokon gong sunge på fransk?
>>nno<< Have you ever sung in public?	Har du nokon gong sunge offentleg?
>>nno<< He did not turn up after all.	Han dukka ikkje opp likevel.
>>nno<< He is twice as old as she is.	Han er dobbelt så gamal som ho.
>>nno<< He tried solving the problem.	Han prøvde å løysa problemet.
>>nno<< His application was rejected.	Søknaden vart avslegen.
>>nno<< His application was rejected.	Søknaden blei avslegen.
>>nno<< I appreciate your directness.	Eg set pris på kor direkte du er.
>>nno<< I appreciate your directness.	Eg set pris på at du er så direkte.
>>nno<< I appreciate your directness.	Eg set pris på at du er so direkte.
>>nno<< I argued with Tom about that.	Eg krangla med Tom om det.
>>nno<< I brush my teeth twice a day.	Eg pussar tennene to gongar om dagen.
>>nno<< I brush my teeth twice a day.	Eg pussar tennene to gonger om dagen.
>>nno<< I can't explain why I did it.	Eg kan ikkje forklara kvifor eg gjorde det.
>>nno<< I didn't want this to happen.	Eg ville ikkje at dette skulle skje.
>>nno<< I don't want to buy that bag.	Eg har ikkje lyst å kjøpa den posen.
>>nno<< I don't want to buy that bag.	Eg vil ikkje kjøpa den posen.
>>nno<< I don't want to go to school.	Eg vil ikkje gå på skulen.
>>nno<< I feel better than yesterday.	Eg kjenner meg betre enn i går.
>>nno<< I give up. What's the answer?	Eg gjev opp. Kva er svaret?
>>nno<< I had to climb over the wall.	Eg måtte klatra over veggen.
>>nno<< I have to admit you're right.	Eg må inrømma at du har rett.
>>nno<< I helped organize everything.	Eg hjelpte å organisera alt.
>>nno<< I lived abroad for ten years.	Eg budde i utlandet i ti år.
>>nno<< I think that's a better idea.	Eg synest at det er ein betre idé.
>>nno<< I want you to come to Boston.	Eg vil at du skal koma til Boston.
>>nno<< I want you to come to Boston.	Eg vil at de skal koma til Boston.
>>nno<< I was happy that it happened.	Eg var glad for at det skjedde.
>>nno<< I'll return as soon as I can.	Eg kjem attende så snart eg kan.
>>nno<< I'm a freelance photographer.	Eg er frilansfotograf.
>>nno<< I'm going to be an architect.	Eg skal bli arkitekt.
>>nno<< I'm going to be an architect.	Eg skal verta arkitekt.
>>nno<< I'm going to have to go back.	Eg må gå tilbake.
