>>pes<< Who?	چه کسی؟
>>pes<< Tom hid the book under his pillow.	تام کتاب را زیر بالشش پنهان کرد.
>>pes<< Tom is still officially in charge.	تام هنوز به صورت رسمی مسئول است.
>>pes<< Tom wouldn't do that without Mary.	تام نمی‌خواست آن را بدون ماری انجام دهد.
>>pes<< Unexpected results were announced.	نتایج غیر منتظره اعلام شد.
>>pes<< Volcanic ash disrupted air travel.	خاکستر آتشفشانی سفر هوایی را مختل کرد.
>>pes<< We must abolish the death penalty.	ما باید مجازات اعدام را ملغی کنیم.
>>pes<< We're not accepting any more bids.	ما هیچ پیشنهاد بیش‌تری را نمی‌پذیریم.
>>pes<< We're not accepting any more bids.	ما هیچ پیشنهاد دیگری را نمی‌پذیریم.
>>pes<< We're not accepting any more bids.	ما دیگر پیشنهادی را نمی‌پذیریم.
>>pes<< What are the minimum requirements?	کمترین قیود چه هستند؟
>>pes<< What are the minimum requirements?	کمترین قیود چیستند؟
>>pes<< Why are you afraid to go to sleep?	چرا از به خواب‌رفتن می‌ترسی؟
>>pes<< Why won't Tom let you use his car?	چرا تام اجازه نمی دهد از ماشین اش استفاده کنی؟
>>pes<< Words can't express our gratitude.	کلمات قادر به بیان قدردانی ما نیستند.
>>pes<< You still need to wash the dishes.	شما هنوز باید ظرف‌ها را بشویید.
>>pes<< You underestimate your importance.	شما اهمیت خودتان را دستکم نگیرید.
>>pes<< A mirage is said to be an illusion.	می‌گویند سراب یک توهم است.
>>pes<< All the man could do was obey them.	همه کاری که آن مرد می توانست انجام دهد، اطاعت کردن از آنها بود.
>>pes<< Attack is the best form of defense.	حمله بهترین دفاع است.
>>pes<< Being with you makes me feel happy.	با تو بودن مرا خوشحال می کند.
>>pes<< Bricks can't be made without straw.	خشت نمی‌تواند بدون کاه ساخته شود.
>>pes<< Can you recommend a good carpenter?	آیا می‌توانی یک درودگر خوب معرفی کنی؟
>>pes<< Can you recommend any other hotels?	می‌توانی هتل‌های دیگری پیشنهاد کنی؟
>>pes<< Could you pass me the salt, please?	می شود به من نمک را بدهی، لطفا؟
>>pes<< Do you know what's happened to Tom?	آیا می دانی چه اتفاقی برای تام افتاد؟
>>pes<< Do you know where your father went?	آیا می دانید که پدرتان کجا رفتند؟
>>pes<< Don't burn your bridges behind you.	پلها را پشت سر خود خراب نکن.
>>pes<< Dr. Jackson is a prominent surgeon.	دکتر جاکسون یک جراح مشهور است.
>>pes<< Everything comes to those who wait.	صبر مفتاح کارها باشد.
>>pes<< Everything happened simultaneously.	همه چیز همزمان اتفاق افتاد.
>>pes<< Everything here is covered in dust.	اینجا، همه چیز در خاک پوشیده شده است.
>>pes<< Good things come in small packages.	چیزهای خوب در بسته‌های کوچک می‌آیند.
>>pes<< Haggling is normal in this country.	چانه زدن در این کشور عادی است.
>>pes<< He arched his eyebrows in surprise.	او ابروهایش را به حالت تعجب بالا انداخت.
>>pes<< He grasped the rope with two hands.	او طناب را با دو دست به چنگ گرفت.
>>pes<< He is nothing but a minor composer.	او کسی نیست جز یک آهنگساز کوچک.
>>pes<< He must have taken the wrong train.	می بایست او اشتباهی سوار قطار شده باشد.
>>pes<< He said that he would be back soon.	او گفته بود که به زودی بر می گردد.
>>pes<< He taught me how to spell the word.	او به من آموخت که چگونه آن کلمه را تلفظ کنم.
>>pes<< I cannot help laughing at the joke.	من نتوانستم جلو خنده ام را به آن جوک بگیرم.
>>pes<< I clean my ears using cotton swabs.	من گوشهایم را با گوش پاک کن تمیز می‌کنم.
>>pes<< I don't like mathematics very much.	من زیاد ریاضیات را دوست ندارم.
>>pes<< I gave Tom everything he asked for.	من به تام هر چیزی را که خواسته بود، دادم.
>>pes<< I have no time to engage in gossip.	من وقت درگیرشدن با شایعات را ندارم.
>>pes<< I iron my clothes almost every day.	من تقریبا هر روز لباسهایم را اتو میزنم.
>>pes<< I never had any reason to hurt Tom.	من هیچگاه دلیلی برای صدمه زدن به تام نداشتم.
>>pes<< I prefer going out to staying home.	ترجیح می دهم به جای ماندن در خانه بیرون بروم.
>>pes<< I read a book of adventure stories.	من کتابی در مورد داستانهای ماجراجویانه خواندم.
>>pes<< I studied English when I was there.	وقتی آنجا بودم، زبان انگلیسی را مطالعه کردم.
>>pes<< I think I'll wear this red sweater.	فکر کنم که سویت شرت قرمز را بپوشم.
>>pes<< I think that Tom is looking for us.	من فکر کنم تام دارد دنبالمان می گردد.
>>pes<< I wish Tom were my younger brother.	ای کاش (تام) برادر کوچکتر من بود.
>>pes<< I'd like to get this working again.	دوست دارم که این دوباره کار کند.
>>pes<< I'm not going to explain it to you.	برایت توضیح نمی‌دهم.
>>pes<< I'm not mentally prepared for that.	از نظر روحی برایش آماده نیستم.
>>pes<< I'm waiting for someone to help me.	منتظرم تا کسی کمکم کند.
>>pes<< If you are here, it means you care.	اگر تو اینجا هستی، به این معناست که اهمیت می دهی.
>>pes<< It's not polite to stare at others.	ذل زدن به افراد دیگر کار مودبانه‌ای نیست.
>>pes<< It's the longest night of the year.	یلداست.
>>pes<< Jack of all trades, master of none.	همه‌کاره‌ی هیچ‌کاره.
>>pes<< My grandmother can't see very well.	مادر بزرگم نمی تواند خیلی خوب ببیند.
>>pes<< My husband is watering the flowers.	شوهرم دارد به گل‌ها آب می‌دهد.
>>pes<< My wife has just cleared the table.	همسرم تازه میز را پاک کرده است.
>>pes<< Never bite the hand that feeds you.	هرگز دستی را گاز نگیر که به تو غذا می دهد.
>>pes<< Not every book deserves to be read.	هر کتابی استحقاق خوانده شدن ندارد.
>>pes<< Nothing is achieved without effort.	هیچ چیز بدون کوشش به نتیجه نمی‌رسد.
>>pes<< People scattered in all directions.	مردم در همهٔ جهات پراکنده شدند.
>>pes<< She baked her husband an apple pie.	او برای شوهرش پای سیب پخت.
>>pes<< She gave me a smile of recognition.	او به من لبخندی از سر آشنایی تقدیم کرد.
>>pes<< She is an old acquaintance of mine.	او یک آشنای قدیمی من است.
>>pes<< Some newspapers distorted the news.	بعضی روزنامه‌ها اخبار را تحریف می‌کنند.
>>pes<< Someone is obviously telling a lie.	یکی آشکارا دروغ می گوید.
>>pes<< The best defense is a good offense.	حمله بهترین دفاع است.
>>pes<< The committee lifted the sanctions.	کمیته تحریم‌ها را برداشت.
>>pes<< The door is locked at nine o'clock.	ساعت نه در قفل است.
>>pes<< The goods were transported by ship.	کالاها به وسیلهٔ کشتی انتقال یافتند.
>>pes<< The more we have, the more we want.	هر چه بیشتر داشته باشیم، بیشتر می خواهیم.
>>pes<< The school is two kilometers ahead.	مدرسه دو کیلومتر به سمت جلو است.
>>pes<< The trains are running behind time.	قطارها دیرتر از موعد حرکت می‌کنند.
>>pes<< The world isn't what it used to be.	جهان آن چیزی نیست که بشود به آن عادت کرد.
>>pes<< There is nothing new under the sun.	بر زیر خورشید هیچ چیز جدیدی نیست.
>>pes<< They crossed the border into Spain.	آنها از مرز عبور کرده و داخل اسپانیا شدند.
>>pes<< This climate doesn't agree with me.	این اقلیم با من سازگار نیست.
>>pes<< This climate doesn't agree with me.	این آب‌وهوا به من نمی‌سازد.
>>pes<< This database contains many errors.	این پایگاه داده ها حاوی اشتباهات بسیاری است.
>>pes<< This is always the way it has been.	کارها همیشه به این قرار بود.
>>pes<< Those who want to remain may do so.	کسانی که می خواهند بمانند، می توانند این کار را انجام دهند.
>>pes<< Tom and Mary are very much in love.	تام و مری خیلی عاشق یکدیگر هستند.
>>pes<< Tom didn't believe it for a second.	تام یک لحظه هم آن را باور نکرد.
>>pes<< Tom has already decided to do that.	تام از قبل تصمیم گرفته بود که آن کار را بکند.
>>pes<< Tom has never let me drive his car.	تام هرگز نگذاشته است که من خودرویش را برانم.
>>pes<< Tom promised he'd do that for Mary.	تام قول داد که آن را برای ماری انجام دهد.
>>pes<< Tom's diet is deficient in protein.	رژیم غذایی تام از نظر پروتئین کمبود دارد.
>>pes<< We were all present at her wedding.	همه ما در جشن عروسی او حضور داشیم.
>>pes<< Write your name in capital letters.	نام خود را با حروف بزرگ بنویسید.
