>>ber<< Go.	Ṛuḥ.
>>ber<< I was just trying to help you.	Lliɣ kan ttarmeɣ ad ken-alleɣ.
>>ber<< I was just trying to help you.	Lliɣ kan ttarmeɣ ad kent-alleɣ.
>>ber<< I was just trying to help you.	D tallalt kan ay lliɣ ttarmeɣ ad k-alleɣ.
>>ber<< I was just trying to help you.	D tallalt kan ay lliɣ ttarmeɣ ad kem-alleɣ.
>>ber<< I was just trying to help you.	D tallalt kan ay lliɣ ttarmeɣ ad ken-alleɣ.
>>ber<< I was just trying to help you.	D tallalt kan ay lliɣ ttarmeɣ ad kent-alleɣ.
>>ber<< I was late for work yesterday.	Iḍelli, ɛeḍḍleɣ ɣef umahil.
>>ber<< I was late for work yesterday.	Iḍelli, ɛeṭṭleɣ ɣef umahil.
>>ber<< I was on close terms with him.	Lliɣ qerbeɣ ɣer-s.
>>ber<< I was pretty happy about that.	Ummareɣ aṭas s waya.
>>ber<< I was punished for doing that.	Ttwaweddbeɣ imi ay giɣ ayen.
>>ber<< I was punished for doing that.	Ttwaweddbeɣ imi ay giɣ ayenni.
>>ber<< I was surprised to see a lion.	Wehmeɣ mi walaɣ izem-nni.
>>ber<< I was told you would be alone.	Nnan-iyi-d ad teqqimed i yiman-nnek.
>>ber<< I was told you would be alone.	Nnan-iyi-d ad teqqimed i yiman-nnem.
>>ber<< I was told you would be alone.	Nnan-iyi-d ad teqqimeḍ i yiman-nnek.
>>ber<< I was told you would be alone.	Nnan-iyi-d ad teqqimeḍ i yiman-nnem.
>>ber<< I was told you would be alone.	Nnan-iyi-d ad tilid i yiman-nnek.
>>ber<< I was told you would be alone.	Nnan-iyi-d ad tilid i yiman-nnem.
>>ber<< I was told you would be alone.	Nnan-iyi-d ad tiliḍ i yiman-nnek.
>>ber<< I was told you would be alone.	Nnan-iyi-d ad tiliḍ i yiman-nnem.
>>ber<< I was too astonished to speak.	Seg wakken wehmeɣ armi ay iyi-yeɛreq wawal.
>>ber<< I wasn't able to buy a ticket.	Ur ssawḍeɣ ara ad d-sɣeɣ tanfult.
>>ber<< I wasn't able to get a ticket.	Ur ssawḍeɣ ara ad d-ḍebbreɣ tanfult.
>>ber<< I wasn't able to get a ticket.	Ur ssawḍeɣ ara ad d-sɣeɣ tanfult.
>>ber<< I wasn't able to work at home.	Ur ssawḍeɣ ara ad mahleɣ deg uxxam.
>>ber<< I wasn't expecting to see you.	Ur bniɣ ara ad k-ẓreɣ.
>>ber<< I wasn't expecting to see you.	Ur bniɣ ara ad kem-ẓreɣ.
>>ber<< I wasn't expecting to see you.	Ur bniɣ ara ad ken-ẓreɣ.
>>ber<< I wasn't expecting to see you.	Ur bniɣ ara ad kent-ẓreɣ.
>>ber<< I wasn't fat when I was a kid.	Asmi ay lliɣ d agrud, ur lliɣ ara d azuran.
>>ber<< I wasn't fat when I was a kid.	Asmi ay lliɣ d agrud, ur lliɣ ara zureɣ.
>>ber<< I wasn't hurt in the accident.	Ur tent-uɣeɣ ara deg usehwu-nni.
>>ber<< I wasn't looking for anything.	Mačči d taɣawsa n menwala iɣef lliɣ la ttnadiɣ.
>>ber<< I wasn't looking for anything.	Ur lliɣ ttqellibeɣ acemma.
>>ber<< I wasn't looking for anything.	Ur lliɣ ttqellibeɣ ɣef wacemma.
>>ber<< I wasn't that smart in school.	Ur yelli ara uswir-inu izad deg uɣerbaz.
>>ber<< I went shopping last Saturday.	Ssebt yezrin, ddiɣ ad d-qḍuɣ.
>>ber<< I went there by bus and train.	Lliɣ ttedduɣ ɣer din s usakal d tmacint.
>>ber<< I went to Australia by myself.	Ṛuḥeɣ ɣer Ustṛalya nekk s timmad-iw.
>>ber<< I went to Australia for a job.	D yiwen n yiniḍi i iyi-yewwin ɣer Ustṛalya.
>>ber<< I went to Australia last year.	Ṛuḥeɣ ɣer Ustṛalya aseggas iεeddan.
>>ber<< I went to a pretty big school.	Zerweɣ deg yiwen n uɣerbaz d ameqqran.
>>ber<< I went to school in Australia.	Zerweɣ deg Ustṛalya.
>>ber<< I went to the airport by taxi.	Ddiɣ ɣer unafag s uṭaksi.
>>ber<< I went to the airport by taxi.	S uṭaksi ay ddiɣ ɣer unafag.
>>ber<< I went to the beach yesterday.	Ddiɣ ɣer teftist iḍelli.
>>ber<< I went to the beach yesterday.	Iḍelli ddiɣ ɣer teftist.
>>ber<< I will deal with this problem.	Ad d-lhuɣ s wugur-a.
>>ber<< I will find you a good doctor.	Ad ak-d-nadiɣ imsujji yelhan.
>>ber<< I will find you a good doctor.	Ad am-d-nadiɣ imsujji yelhan.
>>ber<< I will find you a good doctor.	Ad awen-d-nadiɣ imsujji yelhan.
>>ber<< I will find you a good doctor.	Ad awent-d-nadiɣ imsujji yelhan.
>>ber<< I will find you a good doctor.	Ad ak-d-nadiɣ timsujjit yelhan.
>>ber<< I will find you a good doctor.	Ad am-d-nadiɣ timsujjit yelhan.
>>ber<< I will find you a good doctor.	Ad awen-d-nadiɣ timsujjit yelhan.
>>ber<< I will find you a good doctor.	Ad awent-d-nadiɣ timsujjit yelhan.
>>ber<< I will have to work on Sunday.	Ad mahleɣ ass n usamas.
>>ber<< I will have to work on Sunday.	Ad mahleɣ ass n lḥedd.
>>ber<< I will have to work on Sunday.	Ad iyi-terr tmara ad mahleɣ ass n usamas.
>>ber<< I will have to work on Sunday.	Ad iyi-terr tmara ad mahleɣ ass n lḥedd.
>>ber<< I will pick you up after work.	Ad d-aseɣ ad k-awiɣ deffir umahil.
>>ber<< I will pick you up after work.	Ad d-aseɣ ad kem-awiɣ deffir umahil.
>>ber<< I will pick you up after work.	Ad d-aseɣ ad ken-awiɣ deffir umahil.
>>ber<< I will pick you up after work.	Ad d-aseɣ ad kent-awiɣ deffir umahil.
>>ber<< I will pick you up around six.	Ad d-ɛeddiɣ ad k-awyeɣ ɣef tizi n ssetta.
>>ber<< I will pick you up around six.	Ad d-ɛeddiɣ ad k-awyeɣ ɣef tizi n tis sḍiset.
>>ber<< I will win the game next time.	Tikkelt ay d-itteddun, ad rebḥeɣ deg wurar-a.
>>ber<< I wish I hadn't taken the bus.	Mennaɣ lemmer ur ṭṭifeɣ ara asakal-nni.
>>ber<< I wish I were as young as you.	Mennaɣ lemmer d ay lliɣ meẓẓiyeɣ am kecc.
>>ber<< I wish that I had a boyfriend.	Mennaɣ lemmer sεiɣ ameddakel.
>>ber<< I wish to visit Egypt someday.	Bɣiɣ ad rzuɣ ɣef Maṣer kra n wass.
>>ber<< I wish we'd visited Australia.	Mennaɣ mer nerzif ɣer Ustṛalya.
>>ber<< I woke up when the phone rang.	Mi yesserser usawal, ukiɣ-d.
>>ber<< I won a camera in the lottery.	Rebḥeɣ-d timseknewt deg tlutrit.
>>ber<< I won't be able to work today.	Ur zemmreɣ ara ad mahleɣ ass-a.
>>ber<< I won't be able to work today.	Ass-a, ur zemmreɣ ara ad mahleɣ.
>>ber<< I won't do anything like that.	Ur xeddmeɣ acemma yecban aya.
>>ber<< I wonder if Tom is eating now.	Wissen ma yella la isett Tom tura.
>>ber<< I wonder what happened to Tom.	Wissen d acu i as-yeḍran i Tom?
>>ber<< I wonder when Tom bought this.	Wiss ayweq i d-yuɣ Tom aya.
>>ber<< I wonder whether Tom resigned.	Wissen ma yettaxer Tom.
>>ber<< I wonder who sent the flowers.	Wissen anwa i d-iceyyɛen tijeǧǧigin-nni?
>>ber<< I work as an ambulance driver.	Ttmahaleɣ d anehhaṛ n tmenḍayt.
>>ber<< I work as an ambulance driver.	Ttmahaleɣ d tanehhaṛt n tmenḍayt.
>>ber<< I work for a Canadian company.	Ttmahaleɣ deg yiwet n teṛmist takanadit.
>>ber<< I work for a shipping company.	Xeddmeɣ deg yiwet n teṛmist n umesni awlal.
>>ber<< I work with lots of Canadians.	Ttmahaleɣ d waṭas n Yikanadiyen.
>>ber<< I work with lots of Canadians.	Ttmahaleɣ d waṭas n Tkanadiyin.
>>ber<< I work with lots of Canadians.	Aṭas n Yikanadiyen ay yettmahalen yid-i.
>>ber<< I work with lots of Canadians.	Aṭas n Tkanadiyin ay yettmahalen yid-i.
>>ber<< I would rather die than do it.	Smenyafeɣ ad mmteɣ wala ad geɣ aya.
>>ber<< I wouldn't like to live there.	Ur bɣiɣ ad ddreɣ din.
>>ber<< I wouldn't like to live there.	Ur iyi-iɛejjeb lḥal lemmer ad ddreɣ din.
>>ber<< I write letters to my friends.	Ttaruɣ tibṛatin i yimeddukal-inu.
>>ber<< I wrote a letter to my mother.	Uriɣ tabṛat i yemma.
>>ber<< I wrote a letter to my mother.	Uriɣ-as tabraţ i yemma.
>>ber<< I wrote down her phone number.	Uriɣ uḍḍun-nnes n usawal.
>>ber<< I wrote down his phone number.	Uriɣ uḍḍun-nnes n usawal.
>>ber<< I wrote to Tom from Australia.	Uriɣ-as-d i Tom seg Ustṛalya.
>>ber<< I'd be happy to work with you.	Ad mahleɣ yid-k s tumert.
>>ber<< I'd be happy to work with you.	Ad mahleɣ yid-m s tumert.
>>ber<< I'd be happy to work with you.	Ad mahleɣ yid-wen s tumert.
>>ber<< I'd be happy to work with you.	Ad mahleɣ yid-went s tumert.
>>ber<< I'd be happy to work with you.	S tumert ara mahleɣ yid-k.
>>ber<< I'd be happy to work with you.	S tumert ara mahleɣ yid-m.
>>ber<< I'd be happy to work with you.	S tumert ara mahleɣ yid-wen.
>>ber<< I'd be happy to work with you.	S tumert ara mahleɣ yid-went.
>>ber<< I'd bought it the week before.	Sɣiɣ-t-id dduṛt uqbel.
>>ber<< I'd like some popcorn, please.	Bɣiɣ cwiṭ n upupkuṛn, ma ulac aɣilif.
>>ber<< I'd like some popcorn, please.	Awi-d cwiṭ n upupkuṛn, ma ulac aɣilif.
>>ber<< I'd like some popcorn, please.	Efk-iyi-d cwiṭ n upupkuṛn, ma ulac aɣilif.
>>ber<< I'd like to believe otherwise.	Bɣiɣ ad amneɣ akken nniḍen.
>>ber<< I'd like to buy this computer.	Bɣiɣ ad d-sɣeɣ aselkim-a.
>>ber<< I'd like to buy this computer.	Ɣseɣ ad d-sɣeɣ aselkim-a.
>>ber<< I'd like to change some money.	Bɣiɣ ad d-beddleɣ ciṭṭaḥ n yiṣurdiyen.
>>ber<< I'd like to do something else.	Bɣiɣ ad xedmeɣ lḥaǧa tayeḍnin.
>>ber<< I'd like to go abroad someday.	Bɣiɣ ad dduɣ ɣer lbeṛṛani kra n wass.
>>ber<< I'd like to improve my French.	Bɣiɣ ad sselhuɣ tafṛensist-inu.
>>ber<< I'd like to insure my luggage.	Bɣiɣ ad d-geɣ asenkid i ufecku-inu.
>>ber<< I'd like to live in Australia.	Bɣiɣ mer ad zedɣeɣ deg Ustṛalya.
>>ber<< I'd like to make a phone call.	Bdiɣ ɣɣareɣ deg usawal.
>>ber<< I'd like to move to Australia.	Bɣiɣ ad giǧǧeɣ ɣer Ustṛalya.
>>ber<< I'd like to take this with me.	Bɣiɣ ad awyeɣ wa yid-i.
>>ber<< I'd like to try this dress on.	Bɣiɣ ad qisseɣ taqendurt-a.
>>ber<< I'd like to try this dress on.	Ɣseɣ ad qisseɣ taqendurt-a.
>>ber<< I'd like to work in Australia.	Bɣiɣ ad mahleɣ deg Ustṛalya.
>>ber<< I'd like to work in Australia.	Ɣseɣ ad mahleɣ deg Ustṛalya.
>>ber<< I'd like to work in Australia.	Bɣiɣ lemmer ad mahleɣ deg Ustṛalya.
>>ber<< I'd like to work in Australia.	Ɣseɣ lemmer ad mahleɣ deg Ustṛalya.
>>ber<< I'd rather you stayed at home.	Yif-it ma teqqimeḍ deg uxxam.
>>ber<< I'd rather you stayed at home.	Yif-it ma teqqimemt deg uxxam.
>>ber<< I'd rather you stayed at home.	Yif-it ma teqqimem deg uxxam.
>>ber<< I'll be arriving an hour late.	Ad ɛeṭṭleɣ asrag akken ad d-awḍeɣ.
>>ber<< I'll be back in a few minutes.	Imir-a ad d-qqleɣ.
>>ber<< I'll be back in a few minutes.	Akka cwiṭ ad d-qqleɣ.
>>ber<< I'll be back in a few minutes.	Tadqiqt kan ad d-qqleɣ.
>>ber<< I'll be back in three minutes.	Ad d-uɣaleɣ seg-a ɣef 3 n tmikin.
>>ber<< I'll be home right after work.	Akken kan ara d-ffɣeɣ seg umahil, ad dduɣ ɣer uxxam.
>>ber<< I'll be looking forward to it.	Ad ṛjuɣ aya s ccuq.
>>ber<< I'll bring it to you tomorrow.	Ad ak-t-id-awyeɣ azekka.
>>ber<< I'll buy the tickets tomorrow.	Ad d-sɣeɣ tinfulin-nni azekka.
>>ber<< I'll buy the tickets tomorrow.	Azekka ara d-sɣeɣ tinfulin.
>>ber<< I'll buy the tickets tomorrow.	Ad d-sɣeɣ tinfulin azekka.
>>ber<< I'll buy you something to eat.	Ad ak-d-sɣeɣ ayen ara teččed.
>>ber<< I'll buy you something to eat.	Ad am-d-sɣeɣ ayen ara teččed.
>>ber<< I'll buy you something to eat.	Ad awen-d-sɣeɣ ayen ara teččem.
>>ber<< I'll buy you something to eat.	Ad awent-d-sɣeɣ ayen ara teččemt.
>>ber<< I'll consider your suggestion.	Ad xemmemeɣ ɣef usumer-nnek.
>>ber<< I'll consider your suggestion.	Ad xemmemeɣ ɣef usumer-nnem.
>>ber<< I'll consider your suggestion.	Ad xemmemeɣ ɣef usumer-nwen.
>>ber<< I'll consider your suggestion.	Ad xemmemeɣ ɣef usumer-nwent.
>>ber<< I'll consider your suggestion.	Ad swingmeɣ ɣef usumer-nnek.
>>ber<< I'll consider your suggestion.	Ad swingmeɣ ɣef usumer-nnem.
>>ber<< I'll consider your suggestion.	Ad swingmeɣ ɣef usumer-nwen.
>>ber<< I'll consider your suggestion.	Ad swingmeɣ ɣef usumer-nwent.
>>ber<< I'll do anything but that job.	Ad geɣ kullec, ala axeddim-a.
>>ber<< I'll do that even if it rains.	Ad xedmeɣ aya ɣas ma twet lehwa.
>>ber<< I'll draw water from the well.	A nečč ad d-jebdeɣ aman seg lbir.
>>ber<< I'll draw water from the well.	A nečč ad d-agmeɣ aman seg lbir.
>>ber<< I'll drive you to the airport.	Ad k-awyeɣ ɣer unafag.
>>ber<< I'll drive you to the airport.	Ad k-ssiwḍeɣ ɣer unafag.
>>ber<< I'll drive you to the airport.	Ad kem-ssiwḍeɣ ɣer unafag.
>>ber<< I'll drive you to the airport.	Ad k-awiɣ ɣer unafag.
>>ber<< I'll drive you to the airport.	Ad kem-awiɣ ɣer unafag.
>>ber<< I'll drive you to the airport.	Ad ken-ssiwḍeɣ ɣer unafag.
>>ber<< I'll drive you to the airport.	Ad kent-ssiwḍeɣ ɣer unafag.
>>ber<< I'll drive you to the airport.	Ad ken-awiɣ ɣer unafag.
>>ber<< I'll drive you to the airport.	Ad kent-awiɣ ɣer unafag.
>>ber<< I'll finish this work somehow.	Ad d-afeɣ amek ara fakeɣ amahil-a.
>>ber<< I'll finish this work somehow.	Ad d-afeɣ amek ara ssaliɣ amahil-a.
>>ber<< I'll give you my phone number.	Ad ak-fkeɣ uṭṭun-inu n usawal.
>>ber<< I'll give you my phone number.	Ad am-fkeɣ uṭṭun-inu n usawal.
>>ber<< I'll give you my phone number.	Ad awen-fkeɣ uṭṭun-inu n usawal.
>>ber<< I'll give you my phone number.	Ad awent-fkeɣ uṭṭun-inu n usawal.
>>ber<< I'll go back to work tomorrow.	Ad qqleɣ ɣer umahil azekka.
>>ber<< I'll go back to work tomorrow.	Azekka, ad qqleɣ ɣer umahil.
>>ber<< I'll go back to work tomorrow.	Azekka ara qqleɣ ɣer umahil.
>>ber<< I'll go to the beach tomorrow.	Azekka ara dduɣ ɣer teftist.
>>ber<< I'll go to the hospital today.	Ass-a, ad dduɣ ɣer usegnaf.
>>ber<< I'll lend you one if you like.	Ad ak-reḍleɣ yiwen ma tebɣiḍ.
>>ber<< I'll lend you one if you like.	Ad am-reḍleɣ yiwen ma tebɣiḍ.
>>ber<< I'll lend you one if you like.	Ad awen-reḍleɣ yiwen ma tebɣam.
>>ber<< I'll lend you one if you like.	Ad awent-reḍleɣ yiwen ma tebɣamt.
>>ber<< I'll lend you one if you like.	Ad ak-reḍleɣ yiwet ma tebɣiḍ.
>>ber<< I'll lend you one if you like.	Ad am-reḍleɣ yiwet ma tebɣiḍ.
>>ber<< I'll lend you one if you like.	Ad awen-reḍleɣ yiwet ma tebɣam.
>>ber<< I'll lend you one if you like.	Ad awent-reḍleɣ yiwet ma tebɣamt.
>>ber<< I'll lend you one if you like.	Ad ak-reḍleɣ yiwen seg-sen ma tebɣiḍ.
>>ber<< I'll lend you one if you like.	Ad am-reḍleɣ yiwen seg-sen ma tebɣiḍ.
>>ber<< I'll lend you one if you like.	Ad awen-reḍleɣ yiwen seg-sen ma tebɣam.
>>ber<< I'll lend you one if you like.	Ad awent-reḍleɣ yiwen seg-sen ma tebɣamt.
>>ber<< I'll lend you one if you like.	Ad ak-reḍleɣ yiwet seg-sent ma tebɣiḍ.
>>ber<< I'll lend you one if you like.	Ad am-reḍleɣ yiwet seg-sent ma tebɣiḍ.
>>ber<< I'll lend you one if you like.	Ad awen-reḍleɣ yiwet seg-sent ma tebɣam.
>>ber<< I'll lend you one if you like.	Ad awent-reḍleɣ yiwet seg-sent ma tebɣamt.
>>ber<< I'll let you get back to work.	Ad k-ǧǧeɣ ad teqqled ɣer umahil.
>>ber<< I'll let you get back to work.	Ad kem-ǧǧeɣ ad teqqled ɣer umahil.
>>ber<< I'll let you get back to work.	Ad ken-ǧǧeɣ ad teqqlem ɣer umahil.
>>ber<< I'll let you get back to work.	Ad kent-ǧǧeɣ ad teqqlemt ɣer umahil.
>>ber<< I'll let you get back to work.	Ad k-ǧǧeɣ ad tkemmled amahil-nnek.
>>ber<< I'll let you get back to work.	Ad kem-ǧǧeɣ ad tkemmled amahil-nnem.
>>ber<< I'll let you get back to work.	Ad ken-ǧǧeɣ ad tkemmlem amahil-nwen.
>>ber<< I'll let you get back to work.	Ad kent-ǧǧeɣ ad tkemmlemt amahil-nwent.
>>ber<< I'll make sure Tom isn't late.	Ad ḥeṛseɣ Tom akken ur yettεeṭṭil ara.
>>ber<< I'll never see Tom ever again.	Werǧin ad alseɣ ad ẓreɣ Tom.
>>ber<< I'll never see Tom ever again.	Werǧin ad ɛawdeɣ ad ẓreɣ Tom.
>>ber<< I'll phone you before I start.	Ad ak-d-ɣreɣ uqbel ma bdiɣ.
>>ber<< I'll race you to the bus stop.	Ad msizzleɣ yid-k ɣer tenbeddit n usakal.
>>ber<< I'll race you to the bus stop.	Ad nemsizzel ɣer tenbeddit n usakal.
>>ber<< I'll race you to the bus stop.	Ad neg timsizzelt ɣer tenbeddit n usakal.
>>ber<< I'll race you to the bus stop.	Ad geɣ timsizzelt yid-k ɣer tenbeddit n usakal.
>>ber<< I'll race you to the bus stop.	Ad geɣ timsizzelt yid-m ɣer tenbeddit n usakal.
>>ber<< I'll race you to the bus stop.	Ad geɣ timsizzelt yid-wen ɣer tenbeddit n usakal.
>>ber<< I'll race you to the bus stop.	Ad geɣ timsizzelt yid-went ɣer tenbeddit n usakal.
>>ber<< I'll see the president myself.	D nekk s timmad-inu ara yeẓren aselway.
>>ber<< I'll show you up to your room.	Ad k-ssiwḍeɣ ɣer texxamt-nnek.
>>ber<< I'll show you up to your room.	Ad kem-ssiwḍeɣ ɣer texxamt-nnem.
>>ber<< I'll show you up to your room.	Ad ken-ssiwḍeɣ ɣer texxamt-nnem.
>>ber<< I'll show you up to your room.	Ad kent-ssiwḍeɣ ɣer texxamt-nwent.
>>ber<< I'll take you to the bus stop.	Ad k-ssiwḍeɣ ɣer tenbeddit n usakal.
>>ber<< I'll take you to the bus stop.	Ad kem-ssiwḍeɣ ɣer tenbeddit n usakal.
>>ber<< I'll take you to the bus stop.	Ad ken-ssiwḍeɣ ɣer tenbeddit n usakal.
>>ber<< I'll take you to the bus stop.	Ad kent-ssiwḍeɣ ɣer tenbeddit n usakal.
>>ber<< I'll take you to the bus stop.	Ad k-awiɣ ɣer tenbeddit n usakal.
>>ber<< I'll take you to the bus stop.	Ad kem-awiɣ ɣer tenbeddit n usakal.
>>ber<< I'll take you to the bus stop.	Ad ken-awiɣ ɣer tenbeddit n usakal.
>>ber<< I'll take you to the bus stop.	Ad kent-awiɣ ɣer tenbeddit n usakal.
>>ber<< I'll tell you about Australia.	Ad ak-d-ḥkuɣ ɣef Ustṛalya.
>>ber<< I'll work in Boston next year.	Aseggas ay d-yetteddun, ad mahleɣ deg Boston.
>>ber<< I'm afraid it'll rain tonight.	Ugadeɣ lemmer ad d-iwet wenẓar tameddit-a.
>>ber<< I'm afraid it'll rain tonight.	Ugadeɣ lemmer ad d-iwet wenẓar deg yiḍ-a.
>>ber<< I'm afraid that Tom will lose.	Cukkteɣ Tom ad yexṣer.
>>ber<< I'm always going to work hard.	Dima ad rebbleɣ.
>>ber<< I'm at a loss for what to say.	Lliɣ jemḍeɣ s wiwal i tennid.
>>ber<< I'm busy talking on the phone.	Aql-iyi ceɣleɣ, la ssawaleɣ deg usawal.
>>ber<< I'm calling from a cell phone.	La d-ɣɣareɣ s usawal n ufus.
>>ber<< I'm definitely feeling better.	La ttḥassaɣ i yiman-iw xir s tidet.
>>ber<< I'm done watering the flowers.	Fukeɣ assway n tjeǧǧigin.
>>ber<< I'm enjoying myself immensely.	Yeɛjeb-iyi lḥal aṭas, aṭas.
>>ber<< I'm going to Boston this fall.	Ad ṛuḥeɣ ɣer Boston deg umwan-a.
>>ber<< I'm going to be late for work.	Ad ɛeṭṭleɣ ɣef umahil.
>>ber<< I'm going to be late for work.	Ad ɛeḍḍleɣ ɣef umahil.
>>ber<< I'm going to buy a new camera.	Ad d-sɣeɣ takamra tamaynut.
>>ber<< I'm going to buy a new camera.	Ad d-sɣeɣ tasewlaft tamaynut.
>>ber<< I'm going to do that some day.	Ad geɣ aya kra n wass.
>>ber<< I'm going to fly to Australia.	Ad ṭṭfeɣ asafag ɣer Ustṛalya.
>>ber<< I'm going to go find a doctor.	Ad d-nadiɣ imsujji.
>>ber<< I'm going to go get some milk.	Ad dduɣ ad d-awiɣ cwiṭ n ukeffay.
>>ber<< I'm going to grow wheat there.	Ad sfullḥeɣ irden dinna.
>>ber<< I'm going to see him tomorrow.	Ad t-ẓreɣ azekka.
>>ber<< I'm going to teach you French.	Ad ak-slemdeɣ tafṛansit.
>>ber<< I'm here because I want to be.	Aql-iyi da acku d nekk ay yebɣan aya.
>>ber<< I'm hoping Tom will call soon.	Ssarameɣ ur yettɛeḍḍil Tom ad d-iɣer.
>>ber<< I'm learning French on my own.	Lemmdeɣ tafṛensist i yiman-inu.
>>ber<< I'm looking for a better deal.	La ttnadiɣ ssuq yelhan ugar.
>>ber<< I'm looking for a better deal.	La ttqellibeɣ ssuq yelhan ugar.
>>ber<< I'm looking for a cheap hotel.	La ttmahaleɣ deg yiwen n usensu rxisen.
>>ber<< I'm meeting Tom for breakfast.	Ad mlileɣ d Tom akken ad nečč imekli n tnezzayt.
>>ber<< I'm not authorized to do that.	Ur iyi-yettwaɛemmed ara ad geɣ ayenni.
>>ber<< I'm not interested in science.	Ur nneknaɣ ara ɣer tussna.
>>ber<< I'm not leaving the door open.	Ur ttaǧǧaɣ ara tawwurt terẓem.
>>ber<< I'm not sure that that's true.	Ur cikkeɣ ara belli anect-aggi d ṣṣeḥ.
>>ber<< I'm not sure that that's true.	Ur ḍunneɣ ara belli anect-aggi yella.
>>ber<< I'm not sure what I should do.	Ur ẓriɣ d acu ara geɣ.
>>ber<< I'm not very good at swimming.	Ur ssineɣ ara ad ɛumeɣ mliḥ.
>>ber<< I'm on the phone with Tom now.	Aql-iyi la ssawaleɣ ed Tom deg usawal.
>>ber<< I'm originally from Australia.	Laṣel-inu seg Ustṛalya.
>>ber<< I'm pretty helpless right now.	Tura, ur sɛiɣ ara amɛawen.
>>ber<< I'm pretty sure I'm not crazy.	Lliɣ tebteɣ ul lliɣ d abeddiw.
>>ber<< I'm pretty sure I'm not crazy.	Tabet ul bbiddweɣ.
>>ber<< I'm ready to leave this place.	Wejdeɣ ad dduɣ seg-a.
>>ber<< I'm really worried about this.	Yerḥa-iyi waya s tidet.
>>ber<< I'm relying on you to help us.	Ttekleɣ fell-ak ad aɣ-tɛawneḍ.
>>ber<< I'm so happy I left Australia.	Feṛḥeɣ mliḥ imi i ṛuḥeɣ seg Ustṛalya.
>>ber<< I'm sorry I called you a liar.	Ssuref-iyi imi ay ak-nniɣ "a akeddab".
>>ber<< I'm sorry I called you a liar.	Ssuref-iyi imi ay am-nniɣ "a takeddabt".
>>ber<< I'm sorry to upset your plans.	Ssuref-iyi imi ay ak-sxeṣreɣ iɣawasen-nnek.
>>ber<< I'm sorry to upset your plans.	Ssuref-iyi mi ay ak-sxeṣreɣ ayen tessefraḍ ad t-tgeḍ.
>>ber<< I'm sorry, I really messed up.	Ssuref-iyi, rwiɣ-tt s tidet.
>>ber<< I'm sorry, but I'm going home.	Ssuref-iyi, maca nekk ad dduɣ s axxam.
