>>tgl<< Run.	Takbo.
>>tgl<< I grow orchids in my greenhouse.	Nagpapalaki ako ng mga orkid sa grinhaws ko.
>>tgl<< I hope they aren't deceiving me.	Sana'y hindi nila ako niloloko.
>>tgl<< I memorized many of those poems.	Kinabisado ko ang karamihan sa mga tulang ito.
>>tgl<< I received her letter yesterday.	Natanggap ko ang kaniyang liham kahapon.
>>tgl<< I think he ate about 10 oysters.	Mga sampung talaba yata ang kinain niya.
>>tgl<< I thought Tom was Mary's father.	Akala ko tatay ni Mary si Tom.
>>tgl<< I want to go back there tonight.	Gusto kong bumalik doon ngayong gabi.
>>tgl<< I want you to tell me the truth.	Sabihin mo sa akin ang katotohanan.
>>tgl<< I will finish this work somehow.	Basta tatapusin ko itong trabaho.
>>tgl<< I would never have guessed that.	Di ko yun mahuhulaan.
>>tgl<< I'm supposed to be in Australia.	Nasa Australia dapat ako.
>>tgl<< If I were you, I wouldn't worry.	Hindi ako mag aalala kung ako sa'yo.
>>tgl<< If I were you, I'd study harder.	Kung ako ikaw, mag-aaral ako nang mas mabuti.
>>tgl<< In England, Labor Day is in May.	Sa Inglatera, ang Labor Day ay ginaganap tuwing Mayo.
>>tgl<< Is English harder than Japanese?	Mas mahirap ba ang Ingles kaysa sa Hapon?
>>tgl<< Is that to eat here or take out?	Kakain ba rito, o magteteyk-awt?
>>tgl<< It doesn't have to be like this.	Hindi kailangang maging ganito.
>>tgl<< It is getting warmer and warmer.	Umiinit nang umiinit na.
>>tgl<< It's getting darker outside now.	Kumukulimlim na sa labas.
>>tgl<< It's more complicated than that.	Mas komplikado kaysa sa iyan.
>>tgl<< Last night, I listened to radio.	Kagabi, nakinig ako sa radyo.
>>tgl<< Let's have a drink or something.	Inom tayo o kung ano man.
>>tgl<< Mary put her purse on the table.	Nilagay ni Mary ang kanyang pitaka sa mesa.
>>tgl<< My sister is playing with dolls.	Naglalaro ng manika ang kapatid ko.
>>tgl<< Please excuse me for being rude.	Pawalang galang, po.
>>tgl<< Pollution is damaging our earth.	Nakakasira ng ating Tiyera ang polusyon.
>>tgl<< She asked him why he was crying.	Tinanong niya kung ba't siya umiiyak.
>>tgl<< She has a cat. The cat is white.	May pusa siya. Puti ang pusa niya.
>>tgl<< She knows your mother very well.	Kilalang-kilala niya ang nanay mo.
>>tgl<< She says that she likes flowers.	Sabi niya'y gusto niya ng mga bulaklak.
>>tgl<< She took the taxi to the museum.	Nag-taxi siya papunta sa museo.
>>tgl<< She wrote a book about the bird.	Nagsulat siya ng libro tungkol sa ibon.
>>tgl<< Tell us what you know about Tom.	Sabihin mo samin kung anong alam mo tungkol kay Tom.
>>tgl<< That old woman lives by herself.	Nag-iisang nakatira ang matandang babae.
>>tgl<< The bottle is filled with water.	Puno ang bote na ng tubig.
>>tgl<< The boy ran away when he saw me.	Tumakbo 'yong bata nang nakita niya ako.
>>tgl<< The city has a large population.	Malaki ang populasyon ng siyudad.
>>tgl<< The moon moves around the earth.	Nililibot ng Buwan ang Tiyera.
>>tgl<< The rules were recently relaxed.	Kamakailan lamang pinaluwag ang mga alituntunin.
>>tgl<< The rumor turned out to be true.	Tunay pala yung tsismis.
>>tgl<< There is a heavy tax on tobacco.	May mabigat na buwis sa tabako.
>>tgl<< They had no choice but to leave.	Wala silang tsoys kundi umalis.
>>tgl<< They sell imports at that store.	Nagbebenta ng mga angkat sila sa tindahang iyon.
>>tgl<< Tom and Mary think I don't know.	Tingin ni Tom at Mary, hindi ko alam.
>>tgl<< Tom didn't want to be a fireman.	Hindi ginusto ni Tom maging bombero.
>>tgl<< Tom died with a gun in his hand.	Namatay si Tom nang may hawak na baril.
>>tgl<< Tom had every right to be angry.	May rason si Tomas na magalit.
>>tgl<< Tom has never asked for my help.	Hinding hindi humingi ng tulong si Tom sa akin.
>>tgl<< Tom needs time to think it over.	Kailangan ni Tomas ng oras para mag-isip.
>>tgl<< Tom's parents are John and Mary.	Ang mga magulang ni Tom ay si John at Mary.
>>tgl<< Two families live in that house.	Dalawang pamilya ang nakatira sa bahay na iyon.
>>tgl<< We are eating breakfast indoors.	Nag-aalmusal kami sa loob ng gusali.
>>tgl<< We weren't invited to the party.	Hindi ka imbitado sa party.
>>tgl<< What are you punishing them for?	Bakit mo sila pinaparusahan?
>>tgl<< What do you need this money for?	Saan mo gagamitin ang perang 'to?
>>tgl<< What time will dinner be served?	Anong oras isisilbi ang hapunan?
>>tgl<< Where are the rest of the files?	Nasaan na yung iba pang files?
>>tgl<< Where are the rest of the files?	Nasaan na yung iba pang mga file?
>>tgl<< Where's the nearest supermarket?	Nasaan ang pinakamalapit na pamilihan?
>>tgl<< Why did you paint the bench red?	Ba't mo pininturahang pula ang bangkito?
>>tgl<< Why don't you tell her directly?	Bakit di mo sabihin sa kanya nang diretso?
>>tgl<< Won't you join our conversation?	Di ka ba sasama sa aming pagdaldalan?
>>tgl<< You know that I don't like eggs.	Alam mong ayaw ko ng itlog.
>>tgl<< You love your mother, don't you?	Mahal mo ang nanay mo, hindi ba?
>>tgl<< You should refrain from smoking.	Dapat huwag ka nang manigarilyo.
>>tgl<< You were a soldier, weren't you?	Dati kang sundalo, hindi ba?
>>tgl<< You won't be in time for school.	Mahuhuli ka sa eskuwela.
>>tgl<< You'd better consult the doctor.	Magpatingin ka na sa doktor.
>>tgl<< You're drunk. Give me your keys.	Lasing ka. Ibigay mo sa akin ang iyong mga susi.
>>tgl<< You've eaten lunch, haven't you?	Kumain ka na ng tanghalian, di ba?
>>tgl<< Your problem is similar to mine.	Ang problema mo'y parang yung akin.
>>tgl<< A driver was sleeping in the car.	Tumutulog ang tsuper sa kotse.
>>tgl<< All of the students were present.	Naroon ang lahat ng mag-aaral.
>>tgl<< Are you thinking of helping them?	Isip mo bang tulungan sila?
>>tgl<< Autumn is just around the corner.	Malapit na ang taglagas.
>>tgl<< Behave yourselves while I'm gone.	Umasal kayo nang maayos habang wala ako.
>>tgl<< Can we roller-skate in this park?	Puwede bang magrolerskeyt sa parkeng ito?
>>tgl<< Can you pass me the salt, please?	Pakiabot nga ng asin?
>>tgl<< Dolphins and whales are not fish.	Di isda ang lumba-lumba at balyena.
>>tgl<< Dolphins and whales are not fish.	Ang mga dolphin at balyena ay hindi mga uri ng isda.
>>tgl<< Father showed him into the study.	Pinapasok siya ni tatay sa study.
>>tgl<< Go away before they see you here.	Umalis ka na bago makita ka nila dito.
>>tgl<< Have you taken your medicine yet?	Uminom ka na ba ng gamot?
>>tgl<< He eats nothing other than fruit.	Wala siyang kinakain kundi prutas.
>>tgl<< He handed me the letter and left.	Binigay niya sa akin ang sulat at umalis.
>>tgl<< He has not come home yet, has he?	Di pa siya umuwi, ano?
>>tgl<< He introduced his daughter to me.	Ipinakilala niya sa akin ang anak niyang babae.
>>tgl<< He just ate sushi and drank beer.	Kakakain lang niya ng sushi at uminom ng serbesa.
>>tgl<< He lives in a village near Osaka.	Nakatira siya sa nayong katabi ng Osaka.
>>tgl<< He lives in a village near Osaka.	Nakatira siya sa isang baranggay malapit sa Osaka.
>>tgl<< He pretended not to be listening.	Nagkunyari siyang hindi nakikinig.
>>tgl<< He said that it was nine o'clock.	Sabi niya'y alas nuwebe na.
>>tgl<< He seems disappointed in his son.	Mukhang nabigo siya sa kanyang anak.
>>tgl<< He thinks of nothing but himself.	Wala siyang iniisip kung hindi sarili niya.
>>tgl<< He was killed by a single bullet.	Pinatay siya gamit lamang ng isang bala.
>>tgl<< His face is known to many people.	Kilala ng maraming tao ang mukha niya.
>>tgl<< His invention deserves attention.	Marapat ang imbensiyon niya ng atensiyon.
>>tgl<< How do you know all these things?	Paano mo nalaman itong mga bagay na ito?
>>tgl<< I can't believe you're giving up.	Hindi ako makapaniwala na sumusuko ka na.
>>tgl<< I can't do anything but obey him.	Wala akong magawa kung hindi sundin siya.
>>tgl<< I don't remember how tall she is.	Hindi ko matandaan kung kaanong kataas siya.
>>tgl<< I don't understand him sometimes.	Kung minsan, hindi ko siya maintindihan.
>>tgl<< I know why you wanted to do that.	Alam ko kung bakit ginusto mong gawin iyon.
>>tgl<< I like winter better than summer.	Mas gusto ko ang tag-lamig kaysa sa tag-init.
>>tgl<< I love you more than you love me.	Mas malaki ang pagmamahal ko sa'yo kaysa sa pagmamahal mo sa akin.
>>tgl<< I may go out if the rain lets up.	Baka lumabas ako kung tumila na ang ulan.
>>tgl<< I still haven't eaten dinner yet.	Hindi pa rin ako kumakain ng hapunan.
>>tgl<< I think you're a really nice guy.	Isip kong talagang mabait na tao ka.
>>tgl<< I was raised eating Mexican food.	Lumaki akong nakain ng pagkaing Meksikano.
>>tgl<< I was vaccinated against the flu.	Na-bakunahan ako laban sa trangkaso.
>>tgl<< I will not go to school tomorrow.	Di ako pupunta sa paaralan bukas.
>>tgl<< I'm certain that he has finished.	Sigurado akong tapos na siya.
>>tgl<< I'm going to bring Tom back here.	Pababalikin ko si Tom dito.
>>tgl<< I'm looking for my ballpoint pen.	Hinahanap ko ang aking bolpen.
>>tgl<< I've changed my website's layout.	Iniba ko ang ley-awt ng websayt ko.
>>tgl<< I've just arrived at the airport.	Kararating ko lang sa paliparan.
>>tgl<< Is there a golf course near here?	May golpkors bang malapit dito?
>>tgl<< Is there a supermarket near here?	May supermarket bang malapit dito?
>>tgl<< Is this your first time in Japan?	Unang beses mo ba ito sa Hapon?
>>tgl<< It has been raining since Sunday.	Umuulan nang linggo pa.
>>tgl<< It is impossible for me to do so.	Imposibleng gawin kong ganoon.
>>tgl<< It looks like we have everything.	Parang meron na tayo ng lahat.
>>tgl<< It seems to me that he is honest.	Sa tingin ko ay matapat siya.
>>tgl<< Let me know where you're staying.	Ipaalam mo sa akin kung saan ka mananatili.
>>tgl<< Let's wait and see how things go.	Tingnan natin kung anong mangyayari.
>>tgl<< Mary set the basket on the table.	Nilagay ni Maria ang buslo sa ibabaw ng mesa.
>>tgl<< May I talk with you for a moment?	Puwede ba kitang makausap sandali?
>>tgl<< My hobby is collecting old coins.	Libangan kong mangolekta ng lumang barya.
>>tgl<< Nobody says you can't go fishing.	Wala namang nagsasabing hindi ka pwedeng mangisda.
>>tgl<< Not all of the staff was present.	Hindi lahat ng mga tauhan ay dumalo.
>>tgl<< Oh, no! We're running out of gas.	Ay naku! Nauubusan tayo ng gasolina.
>>tgl<< Oh, no! We're running out of gas.	Ay naku! Nauubusan kami ng gasolina.
>>tgl<< Peel the apple before you eat it.	Balatan mo ang mansanas bago mo kainin.
>>tgl<< Please come to our town some day.	Punta naman kayo sa bayan namin minsan.
>>tgl<< She advised him against doing it.	Pinaalala niyang huwag niyang gawin.
>>tgl<< She doesn't smile for me anymore.	Hindi na siya ngumingiti para sa akin.
>>tgl<< She is fond of singing old songs.	Gusto niyang kumanta ng mga lumang kanta.
>>tgl<< She postponed her trip to Mexico.	Pinospon niya ang biyahe niya sa Meksiko.
>>tgl<< Some people pursue only pleasure.	Humahabol ang ilang tao ng kagalakan lamang.
>>tgl<< Something has happened to my car.	May nangyari sa kotse ko.
>>tgl<< Speaking English is a lot of fun.	Nakakatuwa ang pagsasalita ng Ingles.
>>tgl<< Success depends mostly on effort.	Ang tagumpay ay depende sa ginagawa mo.
>>tgl<< Tell me when you'd like to order.	Pakisabi sa akin kung kailan ninyo gustong mag-order.
>>tgl<< That plane will take off at five.	Maglalayag ang eroplano sa ika-5.
>>tgl<< That was the best day of my life.	Iyon ang pinakamagaling na araw sa buhay ko.
>>tgl<< That's a waste of time and money.	Aksaya iyon ng oras at pera.
>>tgl<< The cat is sleeping on the table.	Natutulog ang pusa sa mesa.
>>tgl<< The man was branded as a traitor.	Nabansagang traydor ang lalaki.
>>tgl<< The old castle is in a sad state.	Gula-gulanit na ang lumang kastilyo.
>>tgl<< The police need someone to blame.	Naghahanap ang pulisya ng masisisi.
>>tgl<< The water flows under the bridge.	Umaagos ang tubig sa ilalim ng tulay.
>>tgl<< There is an apple under the desk.	May mansanas sa ilalim ng pupitre.
>>tgl<< These chairs are not comfortable.	Di komportable ang mga upuang ito.
>>tgl<< They dried themselves in the sun.	Nagbilad sila sa araw.
>>tgl<< They talked over a cup of coffee.	Nagsalita silang nagkakape.
>>tgl<< They want to talk about religion.	Gusto nilang pag-usapan ang mga bagay tungkol sa relihiyon.
>>tgl<< They want to talk about religion.	Gusto nilang pag-usapan ang relihiyon.
>>tgl<< This T-shirt is too small for me.	Masyadong maliit itong T-shirt sa akin.
>>tgl<< This is a difficult math problem.	Ito'y mahirap na problemang matematika.
>>tgl<< This is going to be a long night.	Magiging mahaba ang gabing ito.
>>tgl<< This watch is not mine but yours.	Di akin itong relo, kundi iyo.
>>tgl<< Today is the best day of my life.	Pinakamagandang araw ito ng buhay ko.
>>tgl<< Tom and Mary both are architects.	Parehong arkitekto si Tom at Mary.
>>tgl<< Tom doesn't know what else to do.	Di alam ni Tomas kung ano pang gagawin niya.
>>tgl<< Tom likes coffee better than tea.	Mas gusto ni Tomas ang kape kaysa sa tsa.
>>tgl<< Tom loves pizza and french fries.	Gusto ni Tomas ang pizza at pritong patatas.
>>tgl<< Tom may be having a heart attack.	Baka inaatake sa puso si Tom.
>>tgl<< Tom pays Mary to clean his house.	Binabayaran ni Tom si Mary para linisin ang kanyang bahay.
>>tgl<< Tom wasn't in a hurry to do that.	Hindi nagmadali si Tom gawin iyan.
>>tgl<< Triton is one of Neptune's moons.	Ang Triton ay isang buwan ng Neptuno.
>>tgl<< Wake us up in time for breakfast.	Gisingin mo kami para sa almusal.
>>tgl<< We can't really predict anything.	Di natin talagang mahuhulaan ang anuman.
>>tgl<< We can't really predict anything.	Di namin talagang mahuhulaan ang anuman.
>>tgl<< We don't want to do that anymore.	Ayaw na namin gawin iyon.
>>tgl<< We must not speak in the library.	Dapat huwag tayong magdaldalan sa aklatan.
>>tgl<< We've walked all around the lake.	Naglakad kaming palibot ng lawa.
>>tgl<< What do you do in your free time?	Anong ginagawa mo sa mga libreng oras mo?
>>tgl<< What do you think you have to do?	Ano sa tingin mo ang kailangan mong gawin?
>>tgl<< What have you done with your car?	Ano ang ginawa mo sa iyong kotse?
>>tgl<< What have you done with your car?	Ano'ng ginawa mo sa kotse mo?
>>tgl<< When will his new novel come out?	Kailan lalabas ang bago niyang nobela?
>>tgl<< Where there's life, there's hope.	Kung saan may buhay, may pag-asa.
>>tgl<< Will you go to the party tonight?	Pupunta ka ba sa party mamayang gabi?
>>tgl<< You never see a fault in anybody.	Wala kang makitang kamalian sa kahit sino.
>>tgl<< You shouldn't eat anything spicy.	Hindi ka dapat kumain ng kahit anong maanghang.
>>tgl<< Your friends are waiting for you.	Iniintay ka ng mga kaibigan mo.
>>tgl<< Accidents arise from carelessness.	Ang aksidente ay bunga ng kawalang-isip.
>>tgl<< After I watched TV, I went to bed.	Pagkatapos manuod ng tibi, natulog na ako.
>>tgl<< Are you going to buy one of these?	Bibilhin mo ba isa sa mga ito?
>>tgl<< Cherries are ripe in June or July.	Hinog ang seresa sa Hunyo o Hulyo.
>>tgl<< Close your eyes for three minutes.	Sarhan mo ang mga mata mo nang tatlong minuto.
>>tgl<< Did Tom help his mother yesterday?	Tinulungan ba ni Tomas ang nanay niya kahapon?
>>tgl<< Did Tom say where he wanted to go?	Sinabi ba ni Tom kung saan niya nais na magpunta?
>>tgl<< Did you enter the singing contest?	Sumali ka ba sa singing contest?
>>tgl<< Do you have this in a bigger size?	Meron ba kayo nito sa mas malaking says?
>>tgl<< Don't be afraid to make a mistake.	Huwag kang matakot magkamali.
>>tgl<< Don't you want to go to the party?	Ayaw mo bang pumunta sa party?
>>tgl<< Have you ever eaten Japanese food?	Nakakain ka na ba ng pagkaing Hapon?
>>tgl<< He got up at eight in the morning.	Gumising siya nang alas-otso ng umaga.
>>tgl<< He is an archeologist's assistant.	Katulong ng arkeyologo siya.
>>tgl<< He is busy preparing for the trip.	Abala siya sa paghahanda para sa biyahe.
>>tgl<< He is eager to go to the hospital.	Atat siyang pumunta sa ospital.
>>tgl<< He lives in that house over there.	Nakatira siya sa bahay doon.
>>tgl<< He refused to say more about that.	Ayaw na niyang pag-usapan pa tungkol doon.
>>tgl<< He showed me the way to the store.	Ipinakita niya sa akin ang daan papunta sa tindahan.
>>tgl<< He smokes twenty cigarettes a day.	Dalawampung sigarilyo siya sa isang araw.
>>tgl<< He wants to live in North America.	Gusto niyang tumira sa Hilagang Amerika.
>>tgl<< He wants to study music and dance.	Gusto niyang mag-aral ng musika at sayaw.
>>tgl<< How many people are in your group?	Gaano karami ang mga tao sa iyong grupo?
>>tgl<< How many people are in your group?	Ilang tao ang nasa grupo mo?
>>tgl<< I didn't promise anybody anything.	Wala akong pinangako na kahit ano sa kahit na sino.
>>tgl<< I don't exercise a lot these days.	Hindi ako masyadong nakakapag-ehersisyo nitong mga nakaraang araw.
>>tgl<< I don't have any homework tonight.	Wala akong takdang aralin ngayong gabi.
>>tgl<< I found a good Mexican restaurant.	May nahanap akong isang mahusay na Mehikanong karinderya.
>>tgl<< I have just come back from school.	Kababalik ko lamang galing sa paaralan.
>>tgl<< I like to study foreign languages.	Gusto kong mag-aral ng mga wikang dayuhan.
>>tgl<< I like to study foreign languages.	Gusto kong mag-aral ng wikang dayuhan.
>>tgl<< I saw a wolf, a fox, and a rabbit.	Nakakita ako ang isang lobo, isang soro at isang kuneho.
>>tgl<< I think Tom looks a lot like John.	Sa tingin ko masyadong kamukha ni Tom si John.
