>>ukr<< Go.	Йди.
>>ukr<< It's makes absolutely no sense.	Це взагалі не має сенсу.
>>ukr<< It's not a very good orchestra.	Це не дуже добрий оркестр.
>>ukr<< It's not as simple as it seems.	Це не так просто, як здається.
>>ukr<< It's not easy, but it's doable.	Це непросто, але це можна зробити.
>>ukr<< It's not likely Tom went there.	Малоймовірно, що Том туди пішов.
>>ukr<< It's not likely Tom went there.	Навряд чи Том туди ходив.
>>ukr<< It's obvious that Tom is wrong.	Цілком очевидно, що Том помиляється.
>>ukr<< It's obvious that Tom is wrong.	Цілком очевидно, що Том не має рації.
>>ukr<< It's obvious that you're lying.	Цілком очевидно, що ти брешеш.
>>ukr<< It's obvious that you're wrong.	Це ж ясно, що ти неправий.
>>ukr<< It's obvious that you're wrong.	Це очевидно, що Ви неправі.
>>ukr<< It's obvious that you're wrong.	Ясно, що ти помиляєшся.
>>ukr<< It's one of my favorite movies.	Це один з моїх улюблених фільмів.
>>ukr<< It's simpler and more reliable.	Це простіше і надійніше.
>>ukr<< It's so nice to be appreciated.	Приємно, коли тебе цінують.
>>ukr<< It's supposed to rain tomorrow.	Завтра має йти дощ.
>>ukr<< It's time for you to come home.	Тобі час йти додому.
>>ukr<< It's time for you to come home.	Тобі час додому.
>>ukr<< It's time to try something new.	Час спробувати щось нове.
>>ukr<< It's too hot to exercise today.	Сьогодні занадто спекотно, щоб робити зарядку.
>>ukr<< It's too late to apologize now.	Тепер вже запізно вибачатися.
>>ukr<< It's too late to apologize now.	Тепер вже занадо пізно вибачатися.
>>ukr<< It's unlikely Tom will do that.	Навряд чи Том це зробить.
>>ukr<< It's unlikely Tom will do that.	Навряд чи Том це робитиме.
>>ukr<< It's up to the court to decide.	Вирішувати суду.
>>ukr<< It's very cold today, isn't it?	Сьогодні дуже холодно, еге ж?
>>ukr<< I‘m ironing my handkerchiefs.	Я прасую свої носовички.
>>ukr<< I‘m ironing my handkerchiefs.	Я прасую свої носові хустки.
>>ukr<< Japan is an industrial country.	Японія — промислова країна.
>>ukr<< Keep the money in a safe place.	Тримайте гроші у безпечному місці.
>>ukr<< Keep your hands off my bicycle.	Не чіпай мій велосипед.
>>ukr<< Keep your hands off my bicycle.	Не торкайся мого велосипеда.
>>ukr<< Keep your hands off my bicycle.	Не рухай мого ровера.
>>ukr<< Keep your hands off my bicycle.	Не займай мого велосипеда.
>>ukr<< Kyiv is the capital of Ukraine.	Київ - столиця України.
>>ukr<< Kyiv is the capital of Ukraine.	Столиця України - Київ.
>>ukr<< Kyiv is the capital of Ukraine.	Київ — столиця України.
>>ukr<< Last night I had a weird dream.	Вчора вночі мені наснився дивний сон.
>>ukr<< Last night I had a weird dream.	Мені наснився дивний сон цієї ночі.
>>ukr<< Learning a language takes time.	Вивчення мов вимагає часу.
>>ukr<< Learning a language takes time.	Вивчення мов потребує часу.
>>ukr<< Lend me your book for a moment.	Позич мені свою книжку на хвильку.
>>ukr<< Let Tom read whatever he wants.	Хай Том читає, що хоче.
>>ukr<< Let Tom read whatever he wants.	Нехай Том читає, що хоче.
>>ukr<< Let me iron your shirt for you.	Дозволь я випрасую тобі сорочку.
>>ukr<< Let me tell you something else.	Дай-но я скажу тобі щось ще.
>>ukr<< Let me tell you something else.	Дайте-но я скажу тобі щось ще.
>>ukr<< Let's ask Tom to give a speech.	Попрохаймо Тома виступити з промовою.
>>ukr<< Let's begin with that question.	Почнімо з цього питання.
>>ukr<< Let's go and swim in the river.	Ходімо поплаваємо в річці.
>>ukr<< Let's go see if Tom is at home.	Підемо подивимося, чи Том вдома.
>>ukr<< Let's go straight to the beach.	Ходімо просто на пляж.
>>ukr<< Let's go to Australia together.	Поїхали разом до Австралії.
>>ukr<< Let's go to a concert together.	Ходімо разом на концерт.
>>ukr<< Let's hope that doesn't happen.	Сподіваймося, що цього не трапиться.
>>ukr<< Let's learn this poem by heart.	Давайте вивчемо цей вірш на пам'ять.
>>ukr<< Let's leave when you are ready.	Давай підемо, коли ти будеш готовий.
>>ukr<< Let's move on to another topic.	Давай перейдемо до іншої теми.
>>ukr<< Let's not exaggerate the facts.	Давайте не перебільшувати факти.
>>ukr<< Let's not get into an argument.	Давай не будем влаштовувати суперечки.
>>ukr<< Let's not talk about Australia.	Давайте не будемо говорити про Австралію.
>>ukr<< Let's play tennis after school.	Давай після уроків пограємо в теніс.
>>ukr<< Let's play tennis after school.	Давайте після уроків пограємо в теніс.
>>ukr<< Let's say you're offered a job.	Примустімо, тобі запронували роботу.
>>ukr<< Let's say you're offered a job.	Примустімо, вам запронували роботу.
>>ukr<< Let's talk about what happened.	Поговорімо про те, що трапилося.
>>ukr<< Let's talk about what happened.	Поговорімо про те, що сталося.
>>ukr<< Let's wait until Tom gets back.	Зачекаймо, допоки повернеться Том.
>>ukr<< Let's wait until Tom gets back.	Зачекаймо на повернненя Тома.
>>ukr<< Lions are stronger than wolves.	Леви сильніші за волків.
>>ukr<< Look at yourself in the mirror.	Подивись на себе у дзеркало.
>>ukr<< Look out! There's a car coming.	Озирнись! Машина їде.
>>ukr<< Luckily, Tom had a good lawyer.	На щастя, у Тома був добрий адвокат.
>>ukr<< Luckily, it was warm this week.	На щастя, цього тижня було тепло.
>>ukr<< Madrid is the capital of Spain.	Мадрид - столиця Іспанії.
>>ukr<< Make sure you save the receipt.	Упевнись, що ти маєш чек.
>>ukr<< Mary is a naïve young actress.	Мері — наївна молода акторка.
>>ukr<< Mary is an extraordinary woman.	Мері — дивовижна жінка.
>>ukr<< Mary is hanging up the laundry.	Мері розмішує білизну.
