>>nob<< Run!	Løp!
>>nob<< This is the table Tom gave me.	Dette er bordet Tom ga meg.
>>nob<< This one is definitely better.	Denne er definitivt bedre.
>>nob<< Tom and I ate stew for dinner.	Tom og jeg spiste stuing til middag.
>>nob<< Tom and Mary are really drunk.	Tom og Mary er veldig fulle.
>>nob<< Tom could scarcely believe it.	Tom kunne knapt tro det.
>>nob<< Tom did something very stupid.	Tom gjorde noe veldig dumt.
>>nob<< Tom didn't think it was funny.	Tom syntes ikke det var morsomt.
>>nob<< Tom felt lonely and abandoned.	Tom følte seg alene og forlatt.
>>nob<< Tom got stopped by the police.	Tom ble stoppet av politiet.
>>nob<< Tom grew up in a tough suburb.	Tom vokste opp i en farlig forstad.
>>nob<< Tom had no reason to be angry.	Tom hadde ingen grunn til å være sint.
>>nob<< Tom has a very expensive bike.	Tom har en veldig dyr sykkel.
>>nob<< Tom has an eye for modern art.	Tom har øye for moderne kunst.
>>nob<< Tom has as many books as I do.	Tom har like mange bøker som meg.
>>nob<< Tom has never stolen anything.	Tom har aldri stjålet noe.
>>nob<< Tom is a Canadian billionaire.	Tom er en kanadisk milliardær.
>>nob<< Tom is both stupid and greedy.	Tom er både dum og grådig.
>>nob<< Tom is in Australia, isn't he?	Tom er i Australia, er han ikke?
>>nob<< Tom is still looking for work.	Tom leter fremdeles etter arbeid.
>>nob<< Tom made spaghetti for dinner.	Tom laget spagetti til middag.
>>nob<< Tom neither smokes nor drinks.	Tom verken røyker eller drikker.
>>nob<< Tom never gave me the details.	Tom ga meg aldri detaljene.
>>nob<< Tom never visits Mary anymore.	Tom besøker aldri Maria lenger.
>>nob<< Tom probably knows I like him.	Tom vet sannsynligvis at jeg liker ham.
>>nob<< Tom quickly opened the letter.	Tom åpnet fort brevet.
>>nob<< Tom said that he was innocent.	Tom sa at han var uskyldig.
>>nob<< Tom said you would understand.	Tom sa du ville forstå.
>>nob<< Tom was killed with a crowbar.	Tom ble drept med et brekkjern.
>>nob<< Tom was unsure how to proceed.	Tom var usikker på hvordan han skulle gå frem.
>>nob<< Tom works for a large company.	Tom jobber for et stort firma.
>>nob<< Tom would like to talk to you.	Tom vil snakke med deg.
>>nob<< Tom's advice was very helpful.	Toms råd var meget til hjelp.
>>nob<< Tomorrow he lands on the moon.	I morgen lander han på månen.
>>nob<< Two tickets to Boston, please.	To billetter til Boston, takk.
>>nob<< We both know this isn't right.	Vi vet begge at dette ikke er riktig.
>>nob<< We both know what's out there.	Vi vet begge hva som er der ute.
>>nob<< We can't postpone the meeting.	Vi kan ikke utsette møtet.
>>nob<< We didn't know you were there.	Vi visste ikke at du var der.
>>nob<< We need to get a blood sample.	Vi trenger en blodprøve.
>>nob<< We need to start from scratch.	Vi må begynne på nytt.
>>nob<< We never actually got to that.	Vi kom aldri til det.
>>nob<< We play soccer every Saturday.	Vi spiller fotball hver lørdag.
>>nob<< We seem to be making progress.	Det ser ut som om vi gjør fremskritt.
>>nob<< We should go back to the ship.	Vi burde gå tilbake til skipet.
>>nob<< We talked late into the night.	Vi pratet til langt på natt.
>>nob<< We took the usual precautions.	Vi tok de normale hensynene.
>>nob<< We voted against the proposal.	Vi stemte imot forslaget.
>>nob<< We'll take a two-week holiday.	Vi skal ha en to ukers ferie.
>>nob<< We're leaving in half an hour.	Vi drar om en halvtime.
>>nob<< We're ready when you're ready.	Vi er klar når du er klar.
>>nob<< We've got to get back to work.	Vi må komme oss tilbake til arbeidet.
>>nob<< What are you so nervous about?	Hva er du så nærvøs for?
>>nob<< What are your plans for today?	Hvilke planer har du i dag?
>>nob<< What language do you think in?	Hvilket språk tenker du på?
>>nob<< What time does boarding begin?	Når begynner boarding?
>>nob<< What time does boarding begin?	Når begynner ombordstigning?
>>nob<< What time does the play begin?	Når starter teaterstykket?
>>nob<< What's that restaurant's name?	Hva heter den restauranten?
>>nob<< When does she come home again?	Når kommer hun hjem igjen?
>>nob<< When was this article written?	Når ble denne artikkelen skrevet?
>>nob<< Why do rabbits have long ears?	Hvorfor har kaniner lange ører?
>>nob<< Why do you want to be a nurse?	Hvorfor vil du bli sykepleier?
>>nob<< Why do you want to talk to me?	Hvorfor vil du snakke med meg?
>>nob<< Why were you absent yesterday?	Hvorfor var du fraværende i går?
>>nob<< Yes, but that's not important.	Ja, men det er ikke viktig.
>>nob<< Yes, it's such a nice evening.	Ja, det er slik en fin aften.
>>nob<< You and I are the same height.	Du og jeg er like høye.
>>nob<< You aren't ready yet, are you?	Du er ikke klar ennå, er du?
>>nob<< You can borrow my car anytime.	Du kan låne bilen min når som helst.
>>nob<< You don't need to study today.	Du trenger ikke studere i dag.
>>nob<< You have ketchup on your face.	Du har ketchup i ansiktet ditt.
>>nob<< You must conform to the rules.	Du må føye deg etter reglene.
>>nob<< You should learn self-defense.	Du bør lære selvforsvar.
>>nob<< You should stay away from Tom.	Du burde holde deg vekke fra Tom.
>>nob<< You spend too much time alone.	Du tilbringer for mye tid alene.
>>nob<< You still love Tom, don't you?	Du elsker fortsatt Tom, gjør du ikke?
>>nob<< You still love Tom, don't you?	Du elsker fortsatt Tom, ikke sant?
>>nob<< You won't finish this project.	Du blir ikke ferdig med dette prosjektet.
>>nob<< You won't finish this project.	Du kommer ikke til å fullføre dette prosjektet.
>>nob<< You'd better do what they say.	Du bør gjøre som de sier.
>>nob<< You'd better go back home now.	Du bør dra hjem nå.
>>nob<< You're a lot younger than Tom.	Du er mye yngre enn Tom.
>>nob<< You're not as smart as Tom is.	Du er ikke like smart som Tom.
>>nob<< You're not ready yet, are you?	Du er ikke klar ennå, er du?
>>nob<< You're supposed to be resting.	Det er meningen du skal hvile nå.
>>nob<< You're unemployed, aren't you?	Du er arbeidsledig, er du ikke?
>>nob<< Your bike is better than mine.	Sykkelen din er bedre enn min.
>>nob<< Answer the telephone, will you?	Du må ta telefonen!
>>nob<< Are there any pens on the desk?	Er pennene på skrivebordet?
>>nob<< Are you going to school by bus?	Skal du ta buss til skolen?
>>nob<< Avocados are rich in vitamin E.	Avokado er rik på vitamin E.
>>nob<< Can I use my medical insurance?	Kan jeg bruke helseforsikringen min?
>>nob<< Can you give me a better price?	Har du en bedre pris å tilby?
>>nob<< Can't you stay a little longer?	Kan du ikke bli litt til?
>>nob<< Come and see what Tom is doing.	Kom og se hva Tom gjør.
>>nob<< Could you please drive me home?	Kan du være så snill og kjøre meg hjem?
>>nob<< Do you have a driver's license?	Har du førerkort?
>>nob<< Do you think Tom is unpleasant?	Synes du Tom er usympatisk?
>>nob<< Do you want something to drink?	Vil du ha noe å drikke?
>>nob<< Does Tom live in this building?	Bor Tom i denne bygningen?
>>nob<< Don't confuse desire with love.	Ikke forveksle begjær med kjærlighet.
>>nob<< Drivers should wear seat belts.	Sjåfører bør bruke sikkerhetsbelte.
>>nob<< Each child will receive a gift.	Hvert barn får en gave.
>>nob<< Excuse me. Where's the library?	Unnskyld meg. Hvor er biblioteket?
>>nob<< Gold is far heavier than water.	Gull er mye tyngre enn vann.
>>nob<< Gold is far heavier than water.	Gull er langt tyngre enn vann.
>>nob<< Have you ever climbed Mt. Fuji?	Har du klatret opp på Mt. Fuji?
>>nob<< Have you finished the work yet?	Er du ferdig med arbeidet?
>>nob<< Have you turned in your report?	Har du levert inn rapporten?
>>nob<< Have you turned in your report?	Har du levert inn stilen?
>>nob<< He accused the man of stealing.	Han beskyldte mannen for stjeling.
>>nob<< He disappeared without a trace.	Han forsvant uten et spor.
>>nob<< He disappeared without a trace.	Han forsvant sporløst.
>>nob<< He is curious about everything.	Han er nysgjerrig på alt mulig.
>>nob<< He likes to sing popular songs.	Han liker å synge populære sanger.
>>nob<< He looks older than my brother.	Han ser eldre ut enn broren min.
>>nob<< He wants a glass of cold water.	Han vil ha et glass kaldt vann.
>>nob<< He wants a glass of cold water.	Han vil ha et glass med kaldt vann.
>>nob<< He wants to be a tennis player.	Han vil bli en tennisspiller.
>>nob<< His clothes are out of fashion.	Klærene hans er ute av mote.
>>nob<< How could you say such a thing?	Hvordan kunne du si noe sånt?
>>nob<< How did you kill the cockroach?	Hvordan drepte du kakkerlakken?
>>nob<< How long have you been married?	Hvor lenge har du vært gift?
>>nob<< How long you will be in Boston?	Hvor lenge kommer du til å bli i Boston?
>>nob<< How often do you feed the fish?	Hvor ofte mater du fiskene?
>>nob<< How will Tom come to Australia?	Hvordan skal Tom komme til Australia?
>>nob<< I accidentally poisoned myself.	Jeg forgiftet meg ved et uhell.
>>nob<< I agree with you on this issue.	Jeg er enig med deg om denne saken.
>>nob<< I always speak French with Tom.	Jeg snakker alltid fransk med Tom.
>>nob<< I ate dinner while watching TV.	Jeg spiste middag mens jeg så på TV.
>>nob<< I bought a dozen pencils today.	Jeg kjøpte et dusin blyanter i dag.
>>nob<< I can tell that you're worried.	Jeg kan se at du er bekymret.
>>nob<< I can't live that kind of life.	Jeg kan ikke leve et slikt liv.
>>nob<< I can't live that kind of life.	Jeg kan ikke leve den slags liv.
>>nob<< I completely disagree with you.	Jeg er fullstendig uenig med deg.
>>nob<< I decided to stay one more day.	Jeg bestemte meg for å bli en dag til.
>>nob<< I didn't know that she was ill.	Jeg visste ikke at hun var syk.
>>nob<< I didn't want Tom to bother me.	Jeg ville ikke at Tom skulle forstyrre meg.
>>nob<< I didn't want to use the phone.	Jeg ville ikke bruke telefonen.
>>nob<< I didn't want you to read that.	Jeg ville ikke at du skulle lese det.
>>nob<< I don't care how much it costs.	Jeg blåser i hvor mye det koster.
>>nob<< I don't care how much it costs.	Jeg bryr meg ikke om hvor mye den koster.
>>nob<< I don't have any close friends.	Jeg har ingen nære venner.
>>nob<< I don't know if I'll have time.	Jeg vet ikke om jeg får tid.
>>nob<< I don't know what I want to do.	Jeg vet ikke hva jeg vil gjøre.
>>nob<< I don't know where you are now.	Jeg vet ikke hvor du er nå.
>>nob<< I don't know why Tom does that.	Jeg vet ikke hvorfor Tom gjør det.
>>nob<< I don't know why Tom is so mad.	Jeg vet ikke hvorfor Tom er så sint.
>>nob<< I don't know why Tom picked me.	Jeg vet ikke hvorfor Tom valgte meg.
>>nob<< I don't want Tom getting upset.	Jeg vil ikke at Tom skal bli opprørt.
>>nob<< I don't want Tom to go to jail.	Jeg vil ikke at Tom skal i fengsel.
>>nob<< I don't want anything from you.	Jeg vil ikke ha noe fra deg.
>>nob<< I don't want people to hate me.	Jeg vil ikke at folk skal hate meg.
>>nob<< I don't want to be alone again.	Jeg vil ikke være alene igjen.
>>nob<< I don't want to be here either.	Jeg vil heller ikke være her.
>>nob<< I don't want to be here either.	Jeg vil ikke være her heller.
>>nob<< I don't want to be rude to Tom.	Jeg vil ikke være frekk mot Tom.
>>nob<< I don't want to disappoint Tom.	Jeg vil ikke skuffe Tom.
>>nob<< I don't want to do that either.	Jeg vil ikke gjøre det heller.
>>nob<< I don't want to fight with you.	Jeg vil ikke slåss med deg.
>>nob<< I don't want to live with that.	Jeg vil ikke leve med det.
>>nob<< I don't want to lose you again.	Jeg vil ikke miste deg igjen.
>>nob<< I don't want to play this game.	Jeg vil ikke spille dette spillet.
>>nob<< I don't want to see that again.	Jeg vil ikke se det igjen.
>>nob<< I don't want to see this again.	Jeg vil ikke se dette igjen.
>>nob<< I don't want to speak with you.	Jeg vil ikke snakke med deg.
>>nob<< I don't want to talk about Tom.	Jeg vil ikke snakke om Tom.
>>nob<< I don't want to turn myself in.	Jeg vil ikke melde meg til politiet.
>>nob<< I don't want to turn myself in.	Jeg vil ikke melde meg for politiet.
>>nob<< I forget your telephone number.	Jeg har glemt telefonnummeret ditt.
>>nob<< I had a good laugh at her joke.	Jeg lo godt av spøken hennes.
>>nob<< I had no idea Tom was on board.	Jeg ante ikke at Tom var om bord.
>>nob<< I had to get my tattoo removed.	Jeg måtte få fjernet tatoveringen min.
>>nob<< I have no idea what this means.	Jeg har ingen anelse om hva dette betyr.
>>nob<< I held my breath in excitement.	Jeg holdt pusten i spenning.
>>nob<< I hope I sing better next time.	Jeg håper jeg synger bedre neste gang.
>>nob<< I hope the weather will be dry.	Jeg håper det blir tørt vær.
>>nob<< I really like hard-boiled eggs.	Jeg liker hardkokte egg veldig godt.
>>nob<< I simply don't understand this.	Dette skjønner jeg rett og slett ikke.
>>nob<< I slept comfortably last night.	Jeg sov godt i natt.
>>nob<< I slept eight hours last night.	Jeg sov åtte timer i natt.
>>nob<< I spoke to the actress herself.	Jeg snakket med skuespillerinnen i egen person.
>>nob<< I still haven't heard from him.	Jeg har fremdeles ikke hørt fra ham.
>>nob<< I talked with our sales people.	Jeg snakket med salgsfolkene våre.
>>nob<< I think everything tasted good.	Jeg synes alt smakte godt.
>>nob<< I think my suitcase was stolen.	Jeg tror kofferten min har blitt stjålet.
>>nob<< I think that Tom is very smart.	Jeg tror Tom er ganske smart.
>>nob<< I think that's very sweet, Tom.	Det synes jeg var veldig koselig, Tom.
>>nob<< I think your answer is correct.	Jeg tror svaret ditt er rett.
>>nob<< I thought that we were friends.	Jeg trodde vi var venner.
>>nob<< I used to play here as a child.	Jeg pleide å leke her som liten.
>>nob<< I want something cold to drink.	Jeg vil ha noe kaldt å drikke.
>>nob<< I was tempted to go home early.	Jeg ble fristet til å gå hjem tidlig.
>>nob<< I wasn't quite sure about that.	Jeg var ikke helt sikker på det.
>>nob<< I will go to Hokkaido tomorrow.	Jeg drar til Hokkaido i morgen.
>>nob<< I wish I could fly like a bird.	Jeg skulle ønske at jeg kunne fly som en fugl.
>>nob<< I wish I could give up smoking.	Jeg skulle ønske jeg kunne slutte å røyke.
>>nob<< I wish I had a house of my own.	Jeg skulle ønske jeg hadde et hus for meg selv.
>>nob<< I wish I had solar-powered car.	Jeg skulle ønske jeg hadde en solcellebil.
>>nob<< I wish that I were young again.	Jeg skulle ønske jeg var ung igjen.
>>nob<< I would like to make a request.	Jeg vil gjerne komme med et ønske.
>>nob<< I'd like to buy a refrigerator.	Jeg vil gjerne kjøpe et kjøleskap.
>>nob<< I'd like to drink a cup of tea.	Jeg har lyst på en kopp te.
>>nob<< I'd like to tell you the truth.	Jeg vil fortelle deg sannheten.
>>nob<< I'll go if the weather is nice.	Jeg drar hvis været er fint.
>>nob<< I'll have to take this with me.	Jeg må ta denne med meg.
>>nob<< I'm expecting a customer today.	Jeg venter en kunde i dag.
>>nob<< I'm fed up with his long talks.	Jeg er lei av de lange talene hans.
>>nob<< I'm just trying to be friendly.	Jeg prøver bare å være hyggelig.
>>nob<< I'm never going to drink again.	Jeg skal aldri drikke igjen.
>>nob<< I'm not the best person to ask.	Jeg er ikke den beste personen å spørre.
>>nob<< I'm sorry, but it's impossible.	Beklager, men det er umulig.
>>nob<< I'm sure everything'll be okay.	Alt ordner seg nok skal du se.
>>nob<< I'm the same height as you are.	Jeg er like høy som deg.
>>nob<< I'm very glad to see you again.	Jeg er veldig glad for å se deg igjen.
>>nob<< I've always wanted to meet you.	Jeg har alltid ønsket å treffe deg.
>>nob<< I've always wanted to meet you.	Jeg har alltid ville møte deg.
>>nob<< I've played sports all my life.	Jeg har drevet med sport hele livet.
>>nob<< I've seen Tom dance many times.	Jeg har sett Tom danse mange ganger.
