>>mar<< Go.	जा.
>>mar<< I'm taking good care of Tom.	मी टॉमची चांगली काळजी घेतोय.
>>mar<< I'm the owner of this house.	मी या घराचा मालक आहे.
>>mar<< I'm the owner of this house.	मी या घराची मालकीण आहे.
>>mar<< I'm used to driving a truck.	मला ट्रक चालवायची सवय आहे.
>>mar<< I'm very proud of my father.	मला माझ्या वडिलांचा अभिमान वाटतो.
>>mar<< I'm very proud of my father.	मला माझ्या बाबांचा अभिमान वाटतो.
>>mar<< I've decided to forgive you.	मी तुला माफ करायचं ठरवलं आहे.
>>mar<< I've decided to forgive you.	मी तुम्हाला माफ करायचं ठरवलं आहे.
>>mar<< I've decided to lose weight.	मी वजन कमी करायचं ठरवलं आहे.
>>mar<< I've decided to lose weight.	मी वजन कमी करायचा निर्णय घेतला आहे.
>>mar<< I've decided to study kanji.	मी कान्जींचा अभ्यास करण्याचा निर्णय घेतला आहे.
>>mar<< I've learned a lot from Tom.	टॉमकडून मी भरपूर काही शिकलो आहे.
>>mar<< I've learned a lot from Tom.	टॉमकडून मी भरपूर काही शिकले आहे.
>>mar<< I've learned a lot from you.	तुझ्याकडून मी भरपूर काही शिकलो आहे.
>>mar<< I've learned a lot from you.	तुझ्याकडून मी भरपूर काही शिकले आहे.
>>mar<< I've learned a lot from you.	तुमच्याकडून मी भरपूर काही शिकलो आहे.
>>mar<< I've learned a lot from you.	तुमच्याकडून मी भरपूर काही शिकले आहे.
>>mar<< I've made that same mistake.	मीही तीच चूक केली आहे.
>>mar<< I've never climbed Mt. Fuji.	मी कधीही फुजी पर्वत चढलो नाहीये.
>>mar<< I've never climbed Mt. Fuji.	मी फुजी पर्वत कधीच चढले नाहीये.
>>mar<< I've never had Chinese food.	मी चायनीज जेवण कधीच खाल्लं नाहीये.
>>mar<< I've never had Chinese food.	मी चायनीज खाणं कधीच खाल्लं नाहीये.
>>mar<< I've never seen anybody die.	मी कधीच कोणाला मरताना पाहिलं नाहीये.
>>mar<< I've put on weight recently.	मी हल्लीच वजन वाढवलंय.
>>mar<< I've read that book already.	ते पुस्तक मी आधीच वाचलं आहे.
>>mar<< I've seen Tom once or twice.	मी टॉमला एकदोनदा पाहिलं आहे.
>>mar<< I've seen Tom once or twice.	टॉम मला एकदोनदा दिसला आहे.
>>mar<< I've seen nobody except you.	मी तुला सोडून कोणालाही पाहिलं नाहीये.
>>mar<< I've seen nobody except you.	मी तुम्हाला सोडून कोणालाही पाहिलं नाहीये.
>>mar<< I've seen this movie before.	मी हा पिक्चर आधी पाहिला आहे.
>>mar<< I've seen this movie before.	हा चित्रपट मी आधी पाहिलाय.
>>mar<< I've told Tom where Mary is.	मेरी कुठे आहे हे मी टॉमला सांगितलं आहे.
>>mar<< Iceland belonged to Denmark.	आइसलँड डेनमार्कच्या मालकीचा होता.
>>mar<< If it rains, please call me.	पाऊस पडला तर मला जरा बोलवा.
>>mar<< If it rains, please call me.	पाऊस पडला तर मला जरा बोलव.
>>mar<< If it rains, please call me.	पाऊस पडला तर मला जरा फोन कर.
>>mar<< If it rains, please call me.	पाऊस पडला तर मला जरा फोन करा.
>>mar<< If you want to dance, dance.	नाचायचं असेल तर नाच.
