>>dan<< Go.	Gå!
>>dan<< Kiss me if you really love me.	Kys mig hvis du virkelig elsker mig.
>>dan<< Let me know what you're up to.	Sig mig hvad du pønser på.
>>dan<< Let me tell you a funny story.	Lad mig fortælle dig en sjov historie.
>>dan<< Let's ask Tom why he was late.	Lad os spørge Tom om hvorfor han var forsinket.
>>dan<< Let's go get a Christmas tree.	Lad os få fat i et juletræ.
>>dan<< Let's go have a chat with Tom.	Lad os få en snak med Tom.
>>dan<< Let's have a ten-minute break.	Lad os tage ti minutters pause.
>>dan<< Let's look at the big picture.	Lad os se på de store linjer.
>>dan<< Let's never speak of it again.	Lad os aldrig tale om det igen.
>>dan<< Let's see if this makes sense.	Lad os se om det giver mening.
>>dan<< Let's take a ten-minute break.	Lad os tage en pause på ti minutter.
>>dan<< Let's take a ten-minute break.	Lad os holde pause i ti minutter.
>>dan<< Let's take a ten-minute break.	Lad os tage ti minutters pause.
>>dan<< Life begins when you're forty.	Livet begynder når du er fyrre.
>>dan<< Long story short, I was fired.	Lang historie kort, jeg blev fyret.
>>dan<< Look through the yellow pages.	Søg på de gule sider!
>>dan<< Look! There's a shooting star.	Se! Der er et stjerneskud.
>>dan<< Look! There's a shooting star.	Se der! Et stjerneskud.
>>dan<< Luxembourg is a small country.	Luxemburg er et lille land.
>>dan<< Luxembourg is a small country.	Luxembourg er et lille land.
>>dan<< Many Americans like fast cars.	Mange amerikanere kan lide hurtige biler.
>>dan<< Many students bought the book.	Mange studerende købte bogen.
>>dan<< Many students bought the book.	Mange elever har købt bogen.
>>dan<< Mary entered a beauty contest.	Mary deltog i en skønhedskonkurrence.
>>dan<< Mary entered a beauty pageant.	Mary deltog i en skønhedskonkurrence.
>>dan<< Mary's maiden name is Jackson.	Marys pigenavn er Jackson.
>>dan<< May I speak to you in private?	Må jeg tale med dig under fire øjne?
>>dan<< Maybe Tom likes somebody else.	Måske holder Tom af en anden.
>>dan<< Maybe Tom likes somebody else.	Tom holder måske af en anden.
>>dan<< Measles can be very dangerous.	Mæslinger kan være meget farlige.
>>dan<< Money is the root of all evil.	Penge er roden til alt ondt.
>>dan<< My brother watches television.	Min bror ser fjernsyn.
>>dan<< My brother watches television.	Min bror ser tv.
>>dan<< My canary was killed by a cat.	Min kanariefugl blev dræbt af en kat.
>>dan<< My computer is my best friend.	Min computer er min bedste ven.
>>dan<< My dream is to become a pilot.	Min drøm er at blive pilot.
>>dan<< My father died of lung cancer.	Min far døde af lungekræft.
>>dan<< My grandfather is a carpenter.	Min bedstefar er tømrer.
>>dan<< My hobby is collecting stamps.	Min hobby er at samle på frimærker.
>>dan<< My husband's going to kill me.	Min mand slår mig ihjel.
>>dan<< My kid is being potty trained.	Mit barn bliver pottetrænet.
>>dan<< My kid is being potty trained.	Mit barn er ved at blive pottetrænet.
>>dan<< My mother likes tea very much.	Min mor holder meget af te.
>>dan<< My mother took my temperature.	Min mor har taget min temperatur.
>>dan<< My neighbor is a kleptomaniac.	Min nabo er kleptoman.
>>dan<< My opinion of Tom has changed.	Min mening om Tom har ændret sig.
>>dan<< My school grades were average.	Mine karakterer i skolen var gennemsnitlige.
>>dan<< My son is now as tall as I am.	Min søn er nu lige så høj som jeg.
>>dan<< My uncle gave me an hourglass.	Min onkel gav mig et timeglas.
>>dan<< My watch is five minutes slow.	Mit ur er fem minutter bagefter.
>>dan<< My wife likes apple pie a lot.	Min kone elsker æblekage.
>>dan<< My wife likes apple pie a lot.	Min kone holder meget af æblekage.
>>dan<< My wife works in a nearby pub.	Min kone arbejder i en nærliggende pub.
>>dan<< My younger brother watches TV.	Min lillebror ser fjernsyn.
>>dan<< My younger brother watches TV.	Min lillebror ser tv.
>>dan<< No one knew Tom was an ex-con.	Ingen vidste at Tom var tidligere straffet.
>>dan<< No one knew Tom was an ex-con.	Ingen vidste at Tom var en tidligere straffet person.
>>dan<< No one remembered my birthday.	Ingen huskede min fødselsdag.
>>dan<< Nobody can predict the future.	Ingen er i stand til at forudsige fremtiden.
>>dan<< Nobody has solved the problem.	Der er ingen der har løst problemet.
>>dan<< Nobody knew Tom was an ex-con.	Ingen vidste at Tom var tidligere straffet.
>>dan<< Nobody knew Tom was an ex-con.	Ingen vidste at Tom var en tidligere straffet person.
>>dan<< Nobody remembered my birthday.	Ingen huskede min fødselsdag.
>>dan<< Nobody seems to be in control.	Ingen lod til at have styr på det.
>>dan<< Nobody seems to be in control.	Ingen lod til at have kontrol.
>>dan<< Not everyone succeeds in life.	Ikke alle har succes i livet.
>>dan<< On Monday, it was really cold.	I mandags var det rigtigt koldt.
>>dan<< On Monday, it was really cold.	I mandags var det rigtig koldt.
>>dan<< One is never too old to learn.	Man er aldrig for gammel til at lære.
>>dan<< Only my mother understands me.	Kun min mor forstår mig.
>>dan<< Our class consists of 40 boys.	Vores klasse består på 40 drenge.
>>dan<< Our water is about to run out.	Vi er næsten løbet tør for vand.
>>dan<< People should wash themselves.	Mennesker burde vaske sig.
>>dan<< Perhaps you've made a mistake.	Måske har du lavet en fejl.
>>dan<< Please don't feed the pigeons.	Lad venligst være med at fodre duerne.
>>dan<< Please don't misunderstand me.	Misforstå mig ikke!
>>dan<< Please give me another chance.	Vær sød at give mig en ekstra chance.
>>dan<< Please hold the line a moment.	Bliv venligst på linjen et øjeblik.
>>dan<< Please put out your cigarette.	Sluk din cigaret.
>>dan<< Please put out your cigarette.	Sluk venligst din cigaret.
>>dan<< Please put your cigarette out.	Sluk din cigaret.
>>dan<< Please put your cigarette out.	Sluk venligst din cigaret.
>>dan<< Please stop singing that song.	Hold venligst op med at synge den sang.
>>dan<< Please take me to the airport.	Kør mig venligst til lufthavnen.
>>dan<< Pour me another cup of coffee.	Hæld en kop kaffe til op til mig.
>>dan<< Probably, it'll snow tomorrow.	Det sner sikkert i morgen.
>>dan<< Put the desk against the wall.	Stil skrivebordet mod væggen.
>>dan<< Repeat each sentence after me.	Gentag hver sætning efter mig.
>>dan<< She believes whatever he says.	Hun tror på alt hvad han siger.
>>dan<< She can speak three languages.	Hun kan tale tre sprog.
>>dan<< She doesn't have any brothers.	Hun har ingen brødre.
>>dan<< She is doing her homework now.	Hun laver sine lektier nu.
>>dan<< She is poor, but she is happy.	Hun er fattig, men hun er lykkelig.
>>dan<< She laid herself on the grass.	Hun lagde sig ned på græsset.
>>dan<< She laid herself on the grass.	Hun lagde sig på græsset.
>>dan<< She mistook me for my brother.	Hun forvekslede mig med min bror.
>>dan<< She refused to take the money.	Hun nægtede at tage imod pengene.
>>dan<< She speaks English and German.	Hun taler engelsk og tysk.
>>dan<< She walked twenty miles a day.	Hun gik tyve mil om dagen.
>>dan<< She was heard to cry for help.	Man havde hørt hende råbe om hjælp.
>>dan<< Sleep is better than medicine.	Søvn er bedre end medicin.
>>dan<< Some things will never change.	Nogle ting ændrer sig aldrig.
>>dan<< Someone ought to get a doctor.	Nogen burde tilkalde en læge.
>>dan<< Someone ought to get a doctor.	Nogen burde få fat i en læge.
>>dan<< Something must've spooked Tom.	Noget må have skræmt Tom.
>>dan<< Something went terribly wrong.	Noget gik helt galt.
>>dan<< Spain ruled Cuba at that time.	Spanien regerede Cuba på det tidspunkt.
>>dan<< Stay and have a drink with us.	Bliv og få en drink sammen med os.
>>dan<< Take this medicine every hour.	Tag denne medicin hver time.
>>dan<< Tell Tom that I'm not at home.	Fortæl Tom at jeg ikke er hjemme.
>>dan<< Tell me what you really think.	Fortæl mig, hvad du virkelig synes.
>>dan<< Tell me what you really think.	Fortæl mig, hvad du virkelig tænker.
>>dan<< Tell me what you really think.	Fortæl mig, hvad du virkelig mener.
>>dan<< Thank you for being my friend.	Tak fordi du er min ven.
>>dan<< Thank you for the information.	Tak for informationen.
>>dan<< Thanks for teaching me French.	Tak fordi du lærte mig fransk.
>>dan<< That blouse is made of cotton.	Den bluse er lavet af bomuld.
>>dan<< That boy speaks like an adult.	Den dreng taler som en voksen.
>>dan<< That happened on October 20th.	Det skete den 20. oktober.
>>dan<< That happened three years ago.	Det skete for tre år siden.
>>dan<< That lake looks like an ocean.	Den sø ser ud som et ocean.
>>dan<< That was then and this is now.	Det var dengang, og det her er nu.
>>dan<< That wasn't about anyone here.	Det drejede sig ikke om nogen her.
>>dan<< That's my favorite blue shirt.	Det er min blå yndlingsskjorte.
>>dan<< That's someone else's problem.	Det er en andens problem.
>>dan<< That's totally understandable.	Det er helt forståeligt.
>>dan<< That's water under the bridge.	Der er løbet meget vand i stranden siden da.
>>dan<< That's water under the bridge.	Der er løbet meget vand i åen siden da.
>>dan<< That's what I loved about Tom.	Det er det jeg elskede ved Tom.
>>dan<< The apples are not quite ripe.	Æblerne er ikke helt modne.
>>dan<< The argument ended in a fight.	Skænderiet endte i et slagsmål.
>>dan<< The argument ended in a fight.	Diskussionen endte i et slagsmål.
>>dan<< The audience stopped clapping.	Publikum holdt op med at klappe.
>>dan<< The basement is full of water.	Kælderen er fuld af vand.
>>dan<< The basket was full of apples.	Kurven var fuld af æbler.
>>dan<< The best hairdressers are gay.	De bedste frisører er bøsser.
>>dan<< The boys are asking questions.	Drengene stiller spørgsmål.
>>dan<< The budget is extremely small.	Budgettet er ekstremt lille.
>>dan<< The bus was two minutes early.	Bussen kom to minutter for tidlig.
>>dan<< The bus will be arriving soon.	Bussen kommer snart.
>>dan<< The capital of Japan is Tokyo.	Hovedstaden i Japan er Tokyo.
>>dan<< The car crashed into the wall.	Bilen kørte ind i muren.
>>dan<< The car is old, but it's good.	Bilen er gammel, men den er god.
>>dan<< The cat crept under the hedge.	Katten krøb under hegnet.
>>dan<< The cat was stuck in the tree.	Katten sad fast oppe i træet.
>>dan<< The children are in the attic.	Børnene er på loftet.
>>dan<< The church bells ring at noon.	Kirkeklokkerne ringer ved middag.
>>dan<< The clock is ten minutes slow.	Uret er ti minutter bagefter.
>>dan<< The clouds are getting darker.	Skyerne bliver mørkere.
>>dan<< The coach gave me some advice.	Træneren gav mig nogle råd.
>>dan<< The decision is not yet final.	Beslutningen er endnu ikke endelig.
>>dan<< The difficult question is how.	Det vanskelige spørgsmål er hvordan.
>>dan<< The difficult question is why.	Det vanskelige spørgsmål er hvorfor.
>>dan<< The dog jumped over the fence.	Hunden sprang over hegnet.
>>dan<< The dog looked into the water.	Hunden kiggede ned i vandet.
>>dan<< The fact is that I can't swim.	Faktum er, at jeg ikke kan svømme.
>>dan<< The fact is that I can't swim.	Jeg kan faktisk ikke svømme.
>>dan<< The fact is that I can't swim.	Sandheden er at jeg ikke kan svømme.
>>dan<< The fire destroyed everything.	Branden ødelagde alt.
>>dan<< The gun was registered to Tom.	Pistolen var registreret i Toms navn.
>>dan<< The heat is almost unbearable.	Varmen er næsten uudholdelig.
>>dan<< The light is on in Tom's room.	Lyset er tændt i Toms værelse.
>>dan<< The meeting is still going on.	Mødet er stadig i gang.
>>dan<< The mistake cost him his head.	Fejlen kostede ham hovedet.
>>dan<< The police arrested three men.	Politiet arresterede tre mænd.
>>dan<< The price of coffee went down.	Prisen på kaffe er faldet.
>>dan<< The price of coffee went down.	Prisen på kaffe faldt.
>>dan<< The ship is now in the harbor.	Skibet er nu i havnen.
>>dan<< The squirrel climbed the tree.	Egernet klatrede op i træet.
>>dan<< The station is two miles away.	Der er to miles til banegården.
>>dan<< The station is two miles away.	Der er to miles til stationen.
>>dan<< The train leaves in 5 minutes.	Toget afgår om fem minutter.
>>dan<< The wall is thirty yards long.	Muren er tredive yard lang.
>>dan<< The wooden chair is expensive.	Træstolen er dyr.
>>dan<< There are no stupid questions.	Der findes ingen dumme spørgsmål.
>>dan<< There is a cat in the kitchen.	I køkkenet er der en kat.
>>dan<< There is a cat in the kitchen.	Der er en kat i køkkenet.
>>dan<< There is yogurt in the fridge.	Der er yoghurt i køleskabet.
>>dan<< There was no one on the beach.	Der var ingen på stranden.
>>dan<< There were no visible dangers.	Der var ikke synlige farer.
>>dan<< There's a kitten on our porch.	Der er en killing i vindfanget.
>>dan<< There's a snake in the garden.	Der er en slange i haven.
>>dan<< There's no beer in the fridge.	Der er ingen øl i køleskabet.
>>dan<< There's no need to exaggerate.	Der er ingen grund til at overdrive.
>>dan<< There's no smoke without fire.	Ingen røg uden ild.
>>dan<< There's no smoke without fire.	Der går ikke røg af en brand uden at der er ild i den.
>>dan<< There's no smoke without fire.	Der er ingen røg uden ild.
>>dan<< These are the medicines I use.	Det her er den medicin, jeg tager.
>>dan<< These boxes are the same size.	Disse æsker har samme størrelse.
>>dan<< These boxes are the same size.	Disse kasser er lige store.
>>dan<< These boxes are the same size.	De her æsker er lige store.
>>dan<< They didn't take credit cards.	De tog ikke imod kreditkort.
>>dan<< They haven't found Tom's body.	De har ikke fundet liget af Tom.
>>dan<< They shoot horses, don't they?	De skyder heste, gør de ikke?
>>dan<< They waited for him for hours.	De ventede på ham i timevis.
>>dan<< They were admiring themselves.	De beundrede sig selv.
>>dan<< They were always good friends.	De var altid gode venner.
>>dan<< They're all innocent children.	De er alle uskyldige børn.
>>dan<< They're the cream of the crop.	De er de bedste af de bedste.
>>dan<< This apple juice is 100% pure.	Denne æblejuice er 100 % ren.
>>dan<< This blouse is made of cotton.	Denne bluse er lavet af bomuld.
>>dan<< This box contains five apples.	Denne kasse indeholder fem æbler.
>>dan<< This candy costs eighty cents.	Dette slik koster 80 cent.
>>dan<< This car is in good condition.	Denne bil er i god stand.
>>dan<< This car is in good condition.	Den her bil er i god stand.
>>dan<< This chair is made of plastic.	Denne stol er lavet af plast.
>>dan<< This chair is made of plastic.	Denne stol er lavet af plastic.
>>dan<< This chair is made of plastic.	Denne stol er lavet af plastik.
>>dan<< This is a difficult situation.	Nu er gode råd dyre.
>>dan<< This is a difficult situation.	Det er en vanskelig situation.
>>dan<< This is a recipe for disaster.	Dette er opskriften på en katastrofe.
>>dan<< This is as light as a feather.	Det er let som en fjer.
>>dan<< This is how we make ice cream.	Det er sådan vi laver is.
>>dan<< This is my natural hair color.	Dette er min naturlige hårfarve.
>>dan<< This is the camera Tom wanted.	Dette er det kamera som Tom ønskede.
>>dan<< This picture was taken by him.	Han tog dette foto.
>>dan<< This rule applies to you, too.	Denne regel gælder også for dig.
>>dan<< This soup is too salty to eat.	Denne suppe er for saltet.
>>dan<< This soup is too salty to eat.	Denne suppe er uspiselig da den er for saltet.
>>dan<< This story is founded on fact.	Historien er baseret på fakta.
>>dan<< This tank holds thirty liters.	Denne tank rummer tredive liter.
>>dan<< This television is very heavy.	Dette tv-apparat er meget tungt.
>>dan<< This watch has to be repaired.	Dette armbåndsur skal repareres.
>>dan<< Throw another log on the fire.	Smid en ny brændeknude på ilden.
>>dan<< Today is Monday, October 20th.	I dag er det mandag den 20. oktober.
