>>ind<< Hi.	Hai.
>>ind<< He's not cut out for teaching.	Dia tidak cocok untuk mengajar.
>>ind<< Her hands were as cold as ice.	Tangannya sedingin es.
>>ind<< His new film is disappointing.	Film barunya mengecewakan.
>>ind<< His uncle died five years ago.	Pamannya meninggal lima tahun lalu.
>>ind<< How about going to the movies?	Bagaimana kalau pergi ke bioskop?
>>ind<< How could Tom do this to Mary?	Bagaimana bisa Tom melakukan ini pada Mary?
>>ind<< How did your date go with Tom?	Bagaimana kencanmu dengan Tom?
>>ind<< How did your date with Tom go?	Bagaimana kencanmu dengan Tom?
>>ind<< How long have you been abroad?	Sudah berapa lama Anda di luar negeri?
>>ind<< How many children do you have?	Berapa jumlah anak Anda?
>>ind<< How many children do you have?	Anakmu berapa?
>>ind<< How many pictures did you buy?	Berapa banyak gambar yang kau beli?
>>ind<< How old are your children now?	Berapa usia anak-anakmu saat ini?
>>ind<< Humans can't live without air.	Manusia tidak bisa hidup tanpa udara.
>>ind<< Hurry up, or you will be late.	Cepatlah, atau kau akan terlambat.
>>ind<< I already know where you live.	Aku sudah tahu di mana kamu tinggal.
>>ind<< I am buying candy and cookies.	Saya membeli permen dan biskuit.
>>ind<< I bought a new sewing machine.	Saya membeli mesin jahit baru.
>>ind<< I bought it with my own money.	Aku membelinya dengan uangku sendiri.
>>ind<< I can eat anything but onions.	Aku bisa memakan apa saja kecuali bawang.
>>ind<< I can see the house from here.	Saya bisa melihat rumahnya dari sini.
>>ind<< I can't read your handwriting.	Aku tidak bisa membaca tulisan tanganmu.
>>ind<< I can't read your handwriting.	Aku tidak bisa membaca tulisanmu.
>>ind<< I could be away for some time.	Saya akan pergi selama beberapa waktu.
>>ind<< I crouched beneath the window.	Aku berjongkok di bawah jendela.
>>ind<< I decided not to go to Boston.	Aku memutuskan tidak pergi ke Boston.
>>ind<< I didn't actually do anything.	Aku sebenarnya tidak melakukan apa-apa.
>>ind<< I didn't know what to do next.	Aku tidak tahu apa yang harus kulakukan selanjutnya.
>>ind<< I didn't remember that person.	Saya tidak ingat orang itu.
>>ind<< I didn't see the fire hydrant.	Aku tidak melihat hidrannya.
>>ind<< I didn't want to go to school.	Aku tidak mau pergi ke sekolah.
>>ind<< I do not trust him any longer.	Aku sudah tidak lagi mempercayai dia.
>>ind<< I do not trust him any longer.	Aku sudah tidak percaya padanya.
>>ind<< I don't approve your decision.	Aku tidak setuju dengan keputusan kalian.
>>ind<< I don't care what color it is.	Aku tidak peduli apa warnanya.
>>ind<< I don't even have a boyfriend.	Aku bahkan tidak punya pacar.
>>ind<< I don't feel sick or anything.	Aku tidak merasa sakit atau apapun.
>>ind<< I don't have anything to hide.	Tidak ada yang perlu aku sembunyikan.
>>ind<< I don't like playing baseball.	Aku tidak suka bermain bisbol.
>>ind<< I don't usually wear lipstick.	Aku biasanya tidak memakai lipstik.
>>ind<< I don't want to live with Tom.	Aku tidak ingin tinggal bersama Tom.
>>ind<< I don't want to live with you.	Aku tidak ingin hidup denganmu.
>>ind<< I don't want to study tonight.	Malam ini aku tidak mau belajar.
>>ind<< I ended up calling the police.	Saya akhirnya menelepon polisi.
>>ind<< I got a lot of mosquito bites.	Aku mendapat banyak gigitan nyamuk.
>>ind<< I guess it sounds a bit silly.	Aku rasa itu terdengar agak konyol.
>>ind<< I had to respect Tom's wishes.	Aku harus menghormati keinginan Tom.
>>ind<< I have a serious skin problem.	Aku memiliki masalah kulit yang serius.
>>ind<< I have an orange and an apple.	Aku punya jeruk dan apel.
>>ind<< I have faith they'll find Tom.	Saya yakin mereka akan menemukan Tom.
>>ind<< I have lived here a long time.	Aku sudah tinggal di sini sejak lama.
>>ind<< I have my own bedroom at home.	Aku punya kamar tidurku sendiri di rumah.
>>ind<< I have nothing further to say.	Sudah tidak ada yang ingin aku katakan.
>>ind<< I have to cook the vegetables.	Aku harus memasak sayur-sayurannya.
>>ind<< I haven't slept well recently.	Aku tidak tidur dengan nyenyak akhir-akhir ini.
>>ind<< I haven't told you everything.	Aku belum memberitahumu semuanya.
>>ind<< I hear that he sold his house.	Aku dengar ia telah menjual rumahnya.
>>ind<< I heard the telephone ringing.	Aku mendengar telepon berdering.
>>ind<< I hope I didn't interrupt you.	Kuharap aku tidak mengganggumu.
>>ind<< I hope you have what you need.	Saya harap kamu memiliki apa yang kamu butuhkan.
>>ind<< I just don't know what to say.	Aku tidak tahu harus bilang apa.
>>ind<< I just wish Tom could be here.	Aku hanya berharap Tom bisa berada di sini.
>>ind<< I knew that Tom wasn't hungry.	Aku tahu kalau Tom tidak lapar.
>>ind<< I know lots of guitar players.	Aku tahu banyak pemain gitar.
>>ind<< I know somebody's watching me.	Aku tahu seseorang sedang mengawasiku.
>>ind<< I know you must be frightened.	Aku tahu, kamu pasti ketakutan.
>>ind<< I know you're going to say no.	Aku tahu kalau kau akan bilang tidak.
>>ind<< I left the store disappointed.	Aku keluar toko dengan kecewa.
>>ind<< I like listening to the radio.	Aku suka mendengarkan radio.
>>ind<< I like reading mystery novels.	Aku suka membaca novel misteri.
>>ind<< I like science fiction novels.	Aku suka novel fiksi ilmiah.
>>ind<< I like to listen to the radio.	Aku suka mendengarkan radio.
>>ind<< I need to find out what to do.	Aku perlu mengetahui apa yang harus dilakukan?
>>ind<< I need to get this done today.	Saya harus menyelesaikannya hari ini.
>>ind<< I overheard your conversation.	Aku tidak sengaja mendengar percakapanmu.
>>ind<< I read this book on the plane.	Aku membaca buku ini di pesawat.
>>ind<< I really need a cup of coffee.	Saya benar-benar butuh secangkir kopi.
>>ind<< I really want you to be happy.	Aku benar-benar ingin kamu bahagia.
>>ind<< I saw Tom crossing the street.	Aku melihat Tom sedang menyeberang jalan.
>>ind<< I saw a spider in the kitchen.	Aku melihat laba-laba di dapur.
>>ind<< I saw her crossing the street.	Aku melihat dia menyeberang jalan.
>>ind<< I saw her crossing the street.	Aku melihatnya menyeberang jalan.
>>ind<< I saw him crossing the street.	Aku melihat dia menyeberang jalan.
>>ind<< I saw him crossing the street.	Aku melihatnya menyeberang jalan.
>>ind<< I should have taken the money.	Harusnya aku tidak mengambil uangnya.
>>ind<< I suggested that she go alone.	Saya menyarankan agar dia pergi sendirian.
>>ind<< I think I'm gonna go to sleep.	Aku pikir aku akan pergi tidur.
>>ind<< I usually watch documentaries.	Aku biasanya menonton film dokumenter.
>>ind<< I want something hot to drink.	Aku ingin sesuatu yang hangat untuk diminum.
>>ind<< I want to come back next year.	Aku mau kembali tahun depan.
>>ind<< I want to go and have a drink.	Saya ingin pergi minum.
>>ind<< I want to know what you think.	Aku ingin tahu apa yang kau pikirkan.
>>ind<< I want to see the movie again.	Aku ingin menonton film itu lagi.
>>ind<< I want to teach you something.	Aku ingin mengajarimu sesuatu.
>>ind<< I was afraid of losing my job.	Aku takut kehilangan pekerjaan.
>>ind<< I was caught in a traffic jam.	Aku terjebak dalam kemacetan lalu lintas.
>>ind<< I wasn't looking for anything.	Saya tidak mencari apa apa
>>ind<< I wasn't looking for anything.	Saya tidak sedang mencari apa-apa.
>>ind<< I will be pleased to help you.	Dengan senang hati saya akan membantu Anda.
>>ind<< I won't be able to pay for it.	Aku tidak mampu untuk membayarnya.
>>ind<< I work for a shipping company.	Aku bekerja di sebuah perusahaan pengapalan.
>>ind<< I'd be happy to work with you.	Saya senang bisa bekerja dengan Anda.
>>ind<< I'd bought it the week before.	Aku membelinya seminggu yang lalu.
>>ind<< I'd like to use these coupons.	Saya ingin menggunakan kupon-kupon ini.
>>ind<< I'll be free all day tomorrow.	Saya akan bebas selama seharian besok.
>>ind<< I'll drive you to the airport.	Aku akan mengantarmu sampai ke bandara.
>>ind<< I'm about the same age as you.	Aku hampir seusia denganmu.
>>ind<< I'm afraid Tom might get hurt.	Saya khawatir Tom akan terluka.
>>ind<< I'm afraid it's going to rain.	Aku takut sebentar lagi akan turun hujan.
>>ind<< I'm certain Tom will be there.	Aku yakin Tom akan ada di sana.
>>ind<< I'm coming over to your place.	Aku mampir ke tempatmu.
>>ind<< I'm extremely grateful to you.	Saya benar-benar sangat berterima kasih
>>ind<< I'm going to Europe next week.	Aku akan pergi ke Eropa minggu depan.
>>ind<< I'm going to Europe next week.	aku akan pergi ke Eropa minggu depan
>>ind<< I'm going to go get some food.	Aku pergi untuk membeli makanan.
>>ind<< I'm sorry, I'm busy right now.	Maaf, saya sedang sibuk sekarang.
>>ind<< I'm taking an exam in January.	Aku mengikuti ujian pada Januari.
>>ind<< I'm tired of eating fast food.	Aku sudah bosan memakan makanan siap saji.
>>ind<< I'm young, but I'm not afraid.	Saya masih muda, tetapi sudah tidak takut.
>>ind<< I've already returned the key.	Aku sudah mengembalikan kuncinya.
>>ind<< I've been expecting your call.	Aku menantikan panggilan telepon darimu.
>>ind<< I've gotta go to the bathroom.	Aku harus ke kamar mandi.
>>ind<< I've never been kissed before.	Aku belum pernah dicium sebelumnya.
>>ind<< I've never eaten Chinese food.	Saya tidak pernah makan makanan Tiongkok.
>>ind<< I've never eaten Chinese food.	Saya belum pernah makan makanan Cina.
>>ind<< I've only been to Boston once.	Aku hanya pernah sekali ke Boston.
>>ind<< Iron is more useful than gold.	Besi lebih berguna daripada emas.
>>ind<< Is there a gas station nearby?	Apakah di dekat sini ada pom bensin?
>>ind<< Is this going to take a while?	Apa ini akan memakan waktu beberapa lama?
>>ind<< It all depends on the weather.	Semua tergantung cuaca.
>>ind<< It has nothing to do with you.	Ini tidak ada hubungannya denganmu.
>>ind<< It is hardly worth discussing.	Tidak ada gunanya mendiskusikannya.
>>ind<< It is never too late to learn.	Tiada kata terlambat untuk belajar.
>>ind<< It rained for hours and hours.	Hujan terus-menerus turun selama berjam-jam.
>>ind<< It was very cold that evening.	Malam itu sangatlah dingin.
>>ind<< It's a pity you can't join us.	Sayang sekali kau tidak bisa bergabung dengan kami.
>>ind<< It's a very common expression.	Itu adalah pernyataan yang sangat umum.
>>ind<< It's exactly as you say it is.	Tepat seperti apa yang Anda katakan.
>>ind<< It's exactly as you say it is.	Tepat seperti yang kau katakan.
>>ind<< It's more comfortable outside.	Lebih nyaman di luar.
>>ind<< Japanese is our mother tongue.	Bahasa jepang adalah bahasa ibu kita.
>>ind<< Just pretend nothing happened.	Berpura-pura seperti tidak terjadi apa-apa.
>>ind<< Learning English is hard work.	Belajar bahasa Inggris adalah kerja keras.
>>ind<< Let me talk to Tom about this.	Coba saya bicarakan hal ini ke Tom.
>>ind<< Let's take a break for coffee.	Mari istirahat dan minum kopi.
>>ind<< Many Americans like fast cars.	Banyak orang Amerika suka mobil yang cepat.
>>ind<< Mary went to the beauty salon.	Mary pergi ke salon.
>>ind<< May I have a road map, please?	Boleh saya minta peta jalannya, tolong.
>>ind<< May I have something to drink?	Bolehkah saya meminta sesuatu untuk diminum?
>>ind<< Mom and Dad gave me a bicycle.	Ibu dan ayah memberikan aku sepeda.
>>ind<< Most guitars have six strings.	Kebanyakan gitar mempunyai enam senar.
>>ind<< My cat threw up on the carpet.	Kucingku muntah di atas karpet.
>>ind<< My hobby is playing the piano.	Hobiku bermain piano.
>>ind<< My mother has cooked ten eggs.	Ibuku telah merebus sepuluh butir telur.
>>ind<< My opinion differs from yours.	Pendapatku berbeda dengan pendapatmu.
>>ind<< My pen isn't as good as yours.	Pulpenku tidak sebagus milikmu.
>>ind<< My schedule is a little tight.	Jadwalku agak padat.
>>ind<< My watch is five minutes fast.	Jam tanganku lebih cepat lima menit.
>>ind<< My watch keeps very good time.	Jamku sangat akurat.
>>ind<< No one likes to make mistakes.	Tidak ada yang suka berbuat salah.
>>ind<< No one lives in this building.	Tidak ada yang tinggal di gedung ini.
>>ind<< No one lives in this building.	Tidak ada yang tinggal di bangunan ini.
>>ind<< One of my earrings is missing.	Salah satu anting-anting saya hilang.
>>ind<< Only my mother understands me.	Hanya ibuku yang mengerti aku.
>>ind<< Oslo is the capital of Norway.	Oslo adalah ibu kota Norwegia.
>>ind<< Our car broke down last night.	Mobil kami rusak semalam.
>>ind<< Parents are usually very wise.	Orang tua biasanya sangat bijaksana.
>>ind<< People don't say that anymore.	Orang-orang tidak mengatakan itu lagi.
>>ind<< People don't say that anymore.	Orang-orang sudah tidak lagi mengatakan itu.
>>ind<< Perhaps it will rain tomorrow.	Mungkin besok akan turun hujan.
>>ind<< Perhaps it will rain tomorrow.	Mungkin besok akan hujan.
>>ind<< Please explain it to me again.	Tolong jelaskan kembali padaku.
>>ind<< Remember to answer his letter.	Jangan lupa membalas suratnya.
>>ind<< She doesn't have many friends.	Dia tidak punya banyak teman.
>>ind<< She has never danced with him.	Dia tidak pernah menari bersamanya.
>>ind<< She is seldom late for school.	Dia jarang terlambat ke sekolah.
>>ind<< She married him for his money.	Dia menikahi cowo itu karena uangnya
>>ind<< She saw him eating a sandwich.	Dia melihatnya memakan roti lapis.
>>ind<< She wants to dye her hair red.	Dia ingin mewarnai rambutnya merah.
>>ind<< She was blind, deaf, and dumb.	Dia buta, tuli, dan bisu.
>>ind<< She went out to buy some food.	Dia pergi keluar untuk membeli beberapa makanan.
>>ind<< She writes with her left hand.	Dia menulis dengan tangan kiri.
>>ind<< She's really smart, isn't she?	Dia benar-benar pintar, ya?
>>ind<< Slow and steady wins the race.	Biar lambat laga, asal menang.
>>ind<< Slow and steady wins the race.	Biar lambat asal selamat.
>>ind<< Someone shoved me from behind.	Seseorang mendorong saya dari belakang.
>>ind<< Stick a stamp on the envelope.	Tempelkan sebuah perangko pada amplopnya.
>>ind<< Take a knife from the kitchen.	Ambil pisau dari dapur.
>>ind<< Tell me what you're afraid of.	Katakan padaku apa yang kamu takutkan.
>>ind<< Thank you for listening to me.	Terima kasih sudah mendengarkanku.
>>ind<< Thank you for the corrections.	Terima kasih atas koreksinya.
>>ind<< Thank you for the explanation.	Terima kasih atas penjelasannya.
>>ind<< Thank you for the information.	Terima kasih atas informasinya
>>ind<< Thank you for your assistance.	Terima kasih atas bantuannya.
>>ind<< Thanks for being there for me.	Terima kasih sudah ada untukku.
>>ind<< Thanks for the recommendation.	Terima kasih atas rekomendasinya.
>>ind<< That happened a long time ago.	Itu sudah lama terjadi.
>>ind<< That happened in the eighties.	Itu terjadi pada tahun delapan puluhan.
>>ind<< That house is built of bricks.	Rumah itu dibangun dari batu bata.
>>ind<< That needs to be investigated.	Itu perlu diinvestigasi.
>>ind<< That was Tom's favorite color.	Itu adalah warna favorit Tom.
>>ind<< That window is still unlocked.	Jendela itu masih belum dikunci.
>>ind<< That's someone else's problem.	Itu masalah orang lain.
>>ind<< The bank is three blocks away.	Banknya terletak di tiga blok dari sini.
>>ind<< The bird is looking for worms.	Burung itu mencari cacing.
>>ind<< The birds flapped their wings.	Burung-burung mengepakkan sayapnya.
>>ind<< The bridge is open to traffic.	Jembatan itu terbuka untuk lalu lintas.
>>ind<< The bus stopped and we got on.	Bis itu berhenti dan kami masuk
>>ind<< The candle went out by itself.	Lilinnya padam dengan sendirinya.
>>ind<< The candle went out by itself.	Lilinnya mati sendiri.
>>ind<< The car crashed into the wall.	Mobil itu menabrak dinding.
>>ind<< The desk is covered with dust.	Mejanya tertutup oleh debu.
>>ind<< The difficult question is why.	Pertanyaan yang sulit adalah 'kenapa'.
>>ind<< The dove is a symbol of peace.	Merpati adalah simbol perdamaian.
>>ind<< The experiment was successful.	Percobaannya berhasil.
>>ind<< The guide led us to the hotel.	Pemandu mengantarkan kami ke hotel.
>>ind<< The keys were under the couch.	Kuncinya ada di bawah sofa.
>>ind<< The king oppressed his people.	Raja itu telah menindas rakyatnya.
>>ind<< The monkey fell from the tree.	Monyet itu jatuh dari pohon.
>>ind<< The old man asked me the time.	Orang tua itu bertanya kepadaku sekarang jam berapa.
>>ind<< The program ended at 7:00 p.m.	Acara itu berakhir pada pukul tujuh malam.
>>ind<< The river is 35 meters across.	Lebar sungai itu adalah 35 meter.
>>ind<< The station is two miles away.	Stasiunnya terletak 2 mil dari sini.
>>ind<< The train arrived on schedule.	Kereta itu tiba sesuai jadwal.
>>ind<< The train arrived on schedule.	Keretanya tiba sesuai jadwal.
