>>nds<< Run!	Loop!
>>nds<< The murderer confessed his crime.	De Mörder hett sien Verbreken tostahn.
>>nds<< The museum is open to the public.	Dat Museum is för all apen.
>>nds<< The traffic light changed to red.	De Ampel deed rood warrn.
>>nds<< There is a television in my room.	Dor is en Kiekschapp in mien Kamer.
>>nds<< There were too many people there.	Dor weren toveel Lüüd.
>>nds<< These chairs are not comfortable.	Disse Stöhl sünd nich bequeem.
>>nds<< They are in danger of extinction.	Se sünd von ’t Utstarven bedroht.
>>nds<< This milk will keep for two days.	Disse Melk höllt sik twee Daag.
>>nds<< This tree is three meters around.	Disse Boom hett en Ümfang von dree Meter.
>>nds<< Today, we have to sleep outdoors.	Vondaag mööt wi buten slapen.
>>nds<< Two out of five children are shy.	Twee von fiev Kinner sünd scho.
>>nds<< Was it a full moon or a new moon?	Weer dat Vullmaand oder Neemaand?
>>nds<< We got up at four in the morning.	Wi sünd morgens Klock veer opkamen.
>>nds<< We just ate sushi and drank beer.	Wi hebbt jüst Sushi eten un Beer drunken.
>>nds<< We shot pheasants by the hundred.	Wi hebbt en poor hunnerd Fassaans schaten.
>>nds<< What were you doing at that time?	Wat hest du to de Tied maakt?
>>nds<< What's your favorite ZZ Top song?	Wat is dien leevst Leed von ZZ Top?
>>nds<< What's your favorite soccer team?	Wat is dien leevsten Footballvereen?
>>nds<< When will you harvest your wheat?	Wannehr wullt du dien Weten oosten?
>>nds<< Who were you going to sell it to?	’Keen wullst du dat verköpen?
>>nds<< You need to finish your homework.	Du musst die Huusopgaven trechmaken.
>>nds<< You should take the number 5 bus.	Du schusst man den Bus mit de Nummer 5 nehmen.
>>nds<< You talk as if you were the boss.	Du snackst, as wenn du de Baas weerst.
>>nds<< A bear will not touch a dead body.	En Boor geiht bi en Doden nich bi.
>>nds<< A sleeping child is like an angel.	En Kind, dat slöppt, is as en Engel.
>>nds<< All the other boys laughed at him.	All de annern Jungs hebbt em utlacht.
>>nds<< Belgium is not as large as France.	Belgien is nich so groot as Frankriek.
>>nds<< Can you tell silver and tin apart?	Kennst du den Ünnerscheed twüschen Sülver un Tinn?
>>nds<< Complaining won't change anything.	Gnaddern ännert ook nix.
>>nds<< Do you have any plans for tonight?	Hest du Plaans för vonavend?
>>nds<< Don't throw anything on the floor.	Smiet nix an ’e Eer!
>>nds<< Everyone deserves a second chance.	Elkeen verdeent en twete Changs.
>>nds<< Everyone makes mistakes sometimes.	Elkeen maakt af un to Fehlers.
>>nds<< France is to the south of England.	Frankriek liggt süden von England.
>>nds<< God created the world in six days.	Godd hett de Welt in söss Daag schapen.
>>nds<< He came from a tiny mountain town.	He deed ut en lütten Oort in de Bargen stammen.
>>nds<< He gave me food and money as well.	He hett mi ook Eten un Geld geven.
>>nds<< He has a lot of money in the bank.	He hett en Barg Geld op de Bank.
>>nds<< He has a lot of money in the bank.	He hett en Hümpel Geld op de Bank.
>>nds<< He has never been late for school.	He is nienich to laat na School kamen.
>>nds<< He is old enough to understand it.	He is oold noog, üm dat to verstahn.
>>nds<< He is too tired to go any farther.	He is to mööd to ’n Wiedergahn.
>>nds<< He may not have known the formula.	Kann angahn, dat he de Formel nich kennt hett.
>>nds<< He refused to shake hands with me.	He wull mi nich de Hand schüdden.
>>nds<< He's going to have a heart attack.	He kriggt glieks en Hartanfall.
>>nds<< How long have you been doing this?	Wo lang deist du dat al?
>>nds<< I bought the book for ten dollars.	Ik heff dat Book för teihn Dollar köfft.
>>nds<< I didn't know that dogs swim well.	Ik heff nich wüsst, dat Hunnen good swemmen köönt.
>>nds<< I don't believe that ghosts exist.	Ik glööv nich, dat dat Spökels gifft.
>>nds<< I don't know what happened to him.	Ik weet nich, wat em passeert is.
>>nds<< I have never eaten a mango before.	Ik heff noch nie en Mango eten.
>>nds<< I often catch colds in the winter.	Ik krieg in ’n Winter faken en Snööv.
>>nds<< I sold the picture for 20,000 yen.	Ik heff dat Bild för 20.000 Yen verköfft.
>>nds<< I want to buy a pair of ski boots.	Ik will en Poor Skisteveln köpen.
>>nds<< I want to learn Chinese next year.	Ik will tokamen Johr Chineesch lehren.
>>nds<< I will tell you the rest tomorrow.	Ik vertell di morgen den Rest.
>>nds<< I'm often compared to my brothers.	Ik warr faken mit mien Bröder vergleken.
>>nds<< I'm often compared to my brothers.	Ik warr faken mit miene Bröder vergleken.
>>nds<< Is there another word for synonym?	Guifft dat en anner Woord för Synonym?
>>nds<< It cost less than fifteen dollars.	Dat hett weniger as föffteihn Dollar köst.
>>nds<< It's already ten o'clock at night.	Dat is al Klock teihn avends.
>>nds<< Mary is going to help us tomorrow.	Mary helpt uns morgen.
>>nds<< My best friend dances really well.	Mien besten Fründ danst temlich good.
>>nds<< My blood pressure is 155 over 105.	Mien Blooddruck is 155 to 105.
>>nds<< My box is twice as heavy as yours.	Mien Karton is twee Maal so swoor as dien.
>>nds<< My family liked the dog very much.	Mien Familie hett den Hund dull mücht.
>>nds<< My mother looks young for her age.	Mien Moder sütt jung ut för ehr Öller.
>>nds<< Not all red apples taste the same.	Nich all rood Appels smeckt gliek.
>>nds<< Our library is on the third floor.	Uns Bökeree is in ’n tweten Stock.
>>nds<< She can't have written it herself.	Se kann dat nich sülvs schreven hebben.
>>nds<< She couldn't look him in the face.	Se kunn em nich in ’t Gesicht kieken.
>>nds<< She didn't want him to play poker.	Se wull nich, dat he Poker speelt.
>>nds<< She doesn't want to talk about it.	Se will dor nich över snacken.
>>nds<< She has known him for a long time.	Se hett em al en lange Tied kennt.
>>nds<< She made him a cake for his party.	Se hett em en Koken för sien Party maakt.
>>nds<< She stole a lot of money from him.	Se hett em en Barg Geld stahlen.
>>nds<< She wanted him to help her father.	Se wull, dat he ehr Vader helpen deed.
>>nds<< She wanted him to sing her a song.	Se wull, dat he ehr en Leed singt.
>>nds<< She was the first one to help him.	Se weer de eerste, de em hulpen hett.
>>nds<< Six months is a long time to wait.	Söss Maand to töven is en lange Tied.
>>nds<< Smoking is forbidden in this area.	Smöken is in dit Rebeed verbaden.
>>nds<< Sometimes a cigar is just a cigar.	Af un to is en Zigarr eenfach en Zigarr.
>>nds<< Ten miles is not a short distance.	Teihn Mielen is keen korten Weg.
>>nds<< That fox must have killed the hen.	Disse Voss mutt de Hehn doodmaakt hebben.
>>nds<< The boy didn't change his opinion.	De Jung hett sien Verscheel nich ännert.
>>nds<< The coat doesn't have any pockets.	De Mantel hett keen Taschen.
>>nds<< The girl under the tree looks sad.	De Deern ünner ’n Boom sütt trurig ut.
>>nds<< The soldiers set fire to the barn.	De Soldaten hebbt de Schüün anstaken.
>>nds<< The wall is covered with graffiti.	De Muur is vull mit Graffitis.
>>nds<< There are no roses without thorns.	Dat gifft keen Rosen ahn Doorns.
>>nds<< There was a lot of snow last year.	Dat hett vergangen Johr veel Snee geven.
>>nds<< There was no one else on the road.	Dor weer anners nüms op de Straat.
>>nds<< There's no need to be embarrassed.	Du musst di nich schamen.
>>nds<< There's no need to be embarrassed.	Du bruukst di nich schamen.
>>nds<< They named the ship the Mayflower.	Se nömen dat Schipp „Mayflower“.
>>nds<< This is the deepest lake in Japan.	Disse See is de deepste See in Japan.
>>nds<< Three beers and a tequila, please.	Dree Beer un en Tequila harr ik geern.
>>nds<< Tom met Mary on the way to school.	Tom hett Mary op ’n Weg na School drapen.
>>nds<< Tom sat cross-legged on the floor.	Tom seet mit krüüzte Been an ’e Eer.
>>nds<< We have had little snow this year.	We hebbt dit Johr nich veel Snee hatt.
>>nds<< We have to look after our parents.	Wi mööt uns üm uns Öllern kümmern.
>>nds<< We lost sight of her in the crowd.	Wi hebbt ehr in de Minschenmeng ut de Ogen verloren.
>>nds<< What's your favorite kind of fish?	Wat is dien leevste Soort Fisch?
>>nds<< What's your favorite winter sport?	Wat is dien leevst Wintersport?
>>nds<< When water freezes it becomes ice.	Wenn Water freert, warrt dat Ies.
>>nds<< When will your new novel come out?	Wannehr kummt dien ne’en Romaan rut?
>>nds<< Where did you get these old coins?	Wo hest du disse olen Münten her?
>>nds<< Where did you get those old coins?	Wo hest du disse olen Münten her?
>>nds<< Who was the telephone invented by?	’Keen hett dat Telefoon utfunnen?
>>nds<< Would you like something to drink?	Wullt du wat drinken?
>>nds<< You must learn from your mistakes.	Du musst ut dien Fehlers lehren.
>>nds<< You need to stop acting so stupid.	Du musst ophören, di so dumm to beren.
>>nds<< You've drunk three cups of coffee.	Du hest dree Tassen Kaffe drunken.
>>nds<< America is a country of immigrants.	Amerika is en Inwannererland.
>>nds<< Ants have a well-organized society.	Miegremen hebbt en good organiseert Sellschop.
>>nds<< Are you for or against the project?	Büst du för oder gegen dat Projekt?
>>nds<< Can you show me the list of prices?	Kannst du mi de Prieslist wiesen?
>>nds<< Cheese is easy to cut with a knife.	Kees lett sik licht mit en Mest snieden.
>>nds<< Could I have a piece of cheesecake?	Kann ik en Stück Keeskoken kriegen?
>>nds<< Could I have three cinnamon donuts?	Kann ik dree Kaneel-Kringels hebben?
>>nds<< Did you bring your family with you?	Hest du diene Famielje mitbröcht?
>>nds<< Germany is in the middle of Europe.	Düütschland is merrn in Europa.
>>nds<< Have you stopped beating your wife?	Hest du ophöört, dien Froo to slahn?
>>nds<< He comes home almost every weekend.	He kummt binah elk Wekenenn na Huus.
>>nds<< He didn't come to school yesterday.	He is güstern nich na School kamen.
>>nds<< He has been studying for two hours.	He weer al twee Stünnen bi to lehren.
>>nds<< He left the house at eight o'clock.	He hett dat Huus Klock acht verlaten.
>>nds<< He went to Brazil and stayed there.	He is na Brasilien gahn un dor bleven.
>>nds<< He's been asleep for ten hours now.	He slöppt nu al teihn Stünnen.
>>nds<< He's standing in front of the door.	He steiht vör de Döör.
>>nds<< He's the black sheep of the family.	He is dat swarte Schaap in ’e Famielje.
>>nds<< His hands were deep in his pockets.	Sien Hannen steken deep in sien Taschen.
>>nds<< His sister can't talk to you today.	Sien Süster kann vondaag nich mit di snacken.
>>nds<< His youngest son is five years old.	Sien jüngsten Söhn is fiev Johr oold.
>>nds<< Hurry up, and you'll catch the bus.	Nu man gau, denn kriggst den Bus noch.
>>nds<< I am convinced that he is innocent.	Ik bün dor von övertüügt, dat he unschüllig is.
>>nds<< I am grateful to you for your help.	Ik bün di dankbor för dien Hülp.
>>nds<< I am playing a game with my sister.	Ik speel en Speel mit miene Süster.
>>nds<< I answered the questions correctly.	Ik heff de Fraag korrekt antert.
>>nds<< I can't remember where I bought it.	Ik weet nich mehr, woneem ik dat köfft heff.
>>nds<< I can't think of his name just now.	Mi fallt sien Naam jüst nich in.
>>nds<< I don't like telling him the truth.	Ik vertell em nich geern de Wohrheid.
>>nds<< I don't like telling you the truth.	Ik vertell di nich geern de Wohrheid.
>>nds<< I don't like the taste of tomatoes.	Ik mag den Smack von Tomaten nich.
>>nds<< I don't want to go to school today.	Ik will vondaag nich na School gahn.
>>nds<< I have no intention of getting wet.	Ik heff nich vör, natt to warrn.
>>nds<< I have two brothers and one sister.	Ik heff twee Bröder un een Süster.
>>nds<< I think the rain's getting heavier.	Mi dücht, de Regen warrt duller.
>>nds<< I will go cycling even if it rains.	Ik gah Radföhren, ook wenn dat regent.
>>nds<< I've got two brothers and a sister.	Ik heff twee Bröder un een Süster.
>>nds<< It is difficult to give up smoking.	Dat is swoor, dat Smöken optogeven.
>>nds<< It was very cold yesterday evening.	Dat weer temlich koold güstern avend.
>>nds<< Last year, there was a lot of snow.	Vergangen Johr hett dat veel Snee geven.
>>nds<< My dog often pretends to be asleep.	Mien Hund deit faken so, as wenn he slöppt.
>>nds<< My father doesn't really talk much.	Mien Vader snackt nich würklich veel.
>>nds<< Our galaxy is called the Milky Way.	Uns Galaxie warrt Melkstraat nöömt.
>>nds<< Our soccer team has a good defense.	Uns Footballmannschop hett en gode Afwehr.
>>nds<< Please say the alphabet in reverse.	Segg man dat Alfabeet trüggoors op.
>>nds<< She could not believe what she saw.	Se kunn nich löven, wat se sehn deed.
>>nds<< She couldn't take her eyes off him.	Se kunn ehr Ogen nich von em kriegen.
>>nds<< She didn't want him to go overseas.	Se wull nich, dat he na Översee geiht.
>>nds<< She taught him everything she knew.	Se hett em allens lehrt, wat se wüss.
>>nds<< She worked from morning till night.	Se deed von morgens bet avends arbeiden.
>>nds<< Soccer players make a lot of money.	Footballspelers verdeent veel Geld.
>>nds<< Some kinds of food make us thirsty.	Welk Soorten Eten maakt uns döstig.
>>nds<< Stop blaming him for your mistakes.	Geev em nich de Schuld för diene Fehlers.
>>nds<< Take the oranges out of the fridge.	Nehm de Appelsienen ut ’n Köhlschapp.
>>nds<< The fat woman was holding a monkey.	De fette Froo deed en Aap hollen.
>>nds<< The fire fighters put out the fire.	De Füürwehrlüüd hebbt dat Füür utdaan.
>>nds<< The house was surrounded by fields.	Dat Huus weer von Feller ümgeven.
>>nds<< The king went hunting this morning.	De König is vonmorgen jagen gahn.
>>nds<< The lion is the king of the jungle.	De Lööw is de Köning von ’n Dschungel.
>>nds<< This is the house where I was born.	In dit Huus bün ik boren.
>>nds<< We don't negotiate with terrorists.	Wi verhannelt nich mit Terroristen!
>>nds<< What is the population of New York?	Woveel Inwahners hett New York?
>>nds<< What you said is complete nonsense.	Wat du seggt hest is schieren Tüdelkraam.
>>nds<< What you said is complete nonsense.	Wat du seggt hest is tohoop Tüdelkraam.
>>nds<< What's your favorite YouTube video?	Wat is dien leevst Youtube-Video?
>>nds<< What's your favorite constellation?	Wat is dien leevst Steernteken?
>>nds<< What's your favorite kind of apple?	Wat is dien leevste Soort Appel?
>>nds<< What's your favorite kind of candy?	Wat is dien leevste Soort Snökerkraam?
>>nds<< When was it that you first met her?	Wannehr hest du ehr dat eerste Maal drapen?
>>nds<< Which do you prefer, tea or coffee?	Wat magst du lever, Tee oder Kaffe?
>>nds<< Which of the two is more expensive?	Welken von de twee is dürer?
>>nds<< Why don't you come dancing with me?	Worüm kummst du nich mit mi dansen?
>>nds<< Write your name in capital letters.	Schriev dien Naam in Grootbookstaven.
>>nds<< You have to read between the lines.	Du musst twüschen de Regen lesen.
>>nds<< You need to read between the lines.	Du musst twüschen de Regen lesen.
>>nds<< A red light was glowing in the dark.	En rood Licht scheen in ’t Düüster.
>>nds<< Both of my parents have passed away.	Miene Öllern sünd all beid dood.
>>nds<< Can you recommend a good dictionary?	Weetst du en good Wöörbook?
>>nds<< Christmas falls on Sunday this year.	Wiehnachten fallt dit Johr op en Sünndag.
>>nds<< Christmas falls on Sunday this year.	Dit Johr fallt Wiehnachten op en Sünndag.
>>nds<< Did you hear about yesterday's fire?	Hest du von dat Füür güstern höört?
>>nds<< Do you see the entrance of the park?	Süst du den Ingang von ’n Park?
